source,case_id,case_label,complexity_axis,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sem,d_phi_energy_raw_dd_mean,d_phi_energy_raw_dd_sem,d2_phi_energy_raw_dd2_mean,d2_phi_energy_raw_dd2_sem,positive_curvature_mean
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.7,90,-0.08459246492554837,0.0004767441081604168,-0.07437000855514986,0.004697599796735443,0.11222596357539491,0.08562248021075622,0.38728372903917674
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.75,90,-0.08854827228392383,0.0004378118275853586,-0.0726201932954684,0.004868554575728078,0.04885071579775018,0.07529558662162739,0.3187519633816873
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.8,90,-0.09185448425509522,0.0004876070297471968,-0.06948493697537485,0.004371774025536912,0.11341179891756682,0.08773194954125893,0.3883667600543101
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.85,90,-0.0954967659814613,0.00043895220006306577,-0.06127901340371172,0.005114636544946907,0.06844436803803762,0.08589109986234059,0.3638793177770331
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.9,90,-0.09798238559546639,0.00042217805336012973,-0.0626405001715711,0.005502741734834396,-0.055625184228743976,0.08549343511914591,0.2935276955400846
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.95,90,-0.10176081599861837,0.0005203274476190421,-0.0668415318265861,0.005008129882147081,0.045260445814382017,0.14428091499220172,0.5389970006504141
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,1.0,90,-0.10466653877812501,0.0004596008762743522,-0.05811445559013289,0.010430383987174748,0.17454152472906398,0.18050754199558966,0.781244362392029
mnist_rule,random_label,rule: random label,0.985558573825462,0.1,90,-0.02689011161013102,0.0004048074201881569,-0.6525292077861915,0.010755375056229617,-0.3013500841306153,0.16585672361097153,0.4713750404780086
mnist_rule,random_label,rule: random label,0.985558573825462,0.15,90,-0.05951657199944058,0.0008353771462088338,-0.6675967119927223,0.00837238367521196,0.04754470081840898,0.12613731844793835,0.48745558523291954
mnist_rule,random_label,rule: random label,0.985558573825462,0.2,90,-0.09364978280940325,0.0010911088997999465,-0.6477747377043506,0.00715927261419821,1.7407695184383352,0.13383901905610227,1.7761781672272987
mnist_rule,random_label,rule: random label,0.985558573825462,0.25,90,-0.12429404576987566,0.0011457985906709945,-0.4935197601488888,0.007324965719919042,3.605077304868759,0.1296065613273553,3.605077304868759
mnist_rule,random_label,rule: random label,0.985558573825462,0.3,90,-0.1430017588242921,0.000981441282233224,-0.2872670072174748,0.008228568085451873,3.459574584454166,0.12004194186517111,3.459574584454166
mnist_rule,random_label,rule: random label,0.985558573825462,0.35,90,-0.15302074649162312,0.0008730022808579042,-0.14756230170347237,0.008147155762191521,2.319222866099762,0.11871786105185242,2.3348507318034546
mnist_rule,random_label,rule: random label,0.985558573825462,0.4,90,-0.15775798899463933,0.0007370981105676673,-0.055344720607498524,0.008282696767753246,1.396034950052406,0.11486305155095003,1.4233494339126653
mnist_rule,random_label,rule: random label,0.985558573825462,0.45,90,-0.158555218552373,0.0006088447792030169,-0.007958806698231673,0.00716416041337922,0.621272282187008,0.11059479397708678,0.7928103543300524
mnist_rule,random_label,rule: random label,0.985558573825462,0.5,90,-0.1585538696644625,0.0004915557468226784,0.006782507611202261,0.005489263359496391,0.05532718349382603,0.09591443832856707,0.3835787648753862
mnist_rule,random_label,rule: random label,0.985558573825462,0.55,90,-0.15787696779125276,0.00044659866075865177,-0.002426088348849093,0.004396038541745066,-0.1771470184400789,0.08254137676228311,0.21775717176734224
mnist_rule,random_label,rule: random label,0.985558573825462,0.6,90,-0.1587964784993474,0.0003624289739516647,-0.010932194232805628,0.004264288496705521,-0.016348467318098466,0.06235682211504276,0.23826137983013404
mnist_rule,random_label,rule: random label,0.985558573825462,0.65,90,-0.15897018721453332,0.0003714826473488089,-0.004060935080658906,0.0031788763345033592,0.1553247298338693,0.07345090479151488,0.36244945468924367
mnist_rule,random_label,rule: random label,0.985558573825462,0.7,90,-0.15920257200741325,0.00036482769708459374,0.004600278750581298,0.004294457539852956,0.009923961581186639,0.05809340773843878,0.21860225695085558
mnist_rule,random_label,rule: random label,0.985558573825462,0.75,90,-0.15851015933947524,0.0003368978165419417,-0.00306853892254028,0.003714839717495757,-0.17812913005086162,0.0678307773797671,0.17883224237197737
mnist_rule,random_label,rule: random label,0.985558573825462,0.8,90,-0.15950942589966727,0.0002473818950149635,-0.013212634254504878,0.0034206168152041425,-0.0212506540469705,0.05932582891686562,0.2150685736359541
mnist_rule,random_label,rule: random label,0.985558573825462,0.85,90,-0.15983142276492568,0.00023226687963481848,-0.005193604327237369,0.0031586981024484045,0.07848025881453223,0.05401583607832055,0.2481334777022549
mnist_rule,random_label,rule: random label,0.985558573825462,0.9,90,-0.16002878633239104,0.00025660072065200167,-0.005364608373051675,0.00305485925348622,-0.023965710884901466,0.05697749144391968,0.193946303646811
mnist_rule,random_label,rule: random label,0.985558573825462,0.95,90,-0.16036788360223084,0.0002572492759334833,-0.007590175415727509,0.0033811499160832027,-0.030337970616078846,0.09283435237962165,0.35123245929713176
mnist_rule,random_label,rule: random label,0.985558573825462,1.0,90,-0.16078780387396382,0.00024272597181691324,-0.008398405434659558,0.0070736937160787395,-0.01616460037864096,0.11986363474512188,0.45189202370085163
