beta,radius,ref_count,phi_full,phi_energy,phi_full_quenched,phi_energy_full_quenched,phi_stripped_proxy,phi_energy_stripped_proxy,phi_full_annealed,phi_energy_full_annealed,phi_stripped_annealed,reference_prior_correction_per_P,theta_ref_norm_sq_mean,area_term,derivative_ref_count,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_full_dr,dphi_energy_dr,dphi_entropic_dr,claim
0.05,0.27,2700,-1.3121913981850075,-0.003372551018528,-1.3121913981850075,-0.003372551018528,-1.31056536631058,-0.0017465191441003,-1.3114081626237482,-0.0025893154572683,-1.3102977341469668,-0.0016260318744276,21063.69820292928,-1.3088188471664797,2700,-16.78927452433403,5.743804612780528,3.695651452926478,-0.00659696444964,3.702248417376118,pass
0.05,0.28,2700,-1.2759031956257545,-0.0034377027896108,-1.2759031956257545,-0.0034377027896108,-1.2742771637513266,-0.0018116709151832,-1.2751019506299743,-0.002636457793831,-1.273994173678755,-0.0016260318744276,21063.69820292928,-1.2724654928361434,2700,-16.492873467497496,5.653300553219752,3.5635447592325296,-0.0064805003801561,3.570025259612686,pass
0.05,0.29,2700,-1.2408898419399763,-0.0035018805772596,-1.2408898419399763,-0.0035018805772596,-1.239263810065549,-0.0018758487028319,-1.240070378032992,-0.0026824166702751,-1.2389652504294906,-0.0016260318744276,21063.69820292928,-1.237387961362717,2700,-16.219871915606983,5.582307073615186,3.4405477097005277,-0.0063732306151697,3.446920940315697,pass
0.05,0.3,2700,-1.2070649498048458,-0.003565219272358,-1.2070649498048458,-0.003565219272358,-1.205438917930418,-0.0019391873979304,-1.2062269758997792,-0.0027272453672916,-1.2051243720267637,-0.0016260318744276,21063.69820292928,-1.2034997305324877,2700,-15.93771817298586,5.505065078563217,3.325761210933994,-0.0062623647045131,3.332023575638507,pass
0.05,0.31,2700,-1.1743501463816357,-0.0036273546553126,-1.1743501463816357,-0.0036273546553126,-1.172724114507208,-0.002001322780885,-1.17349393309695,-0.0027711413706271,-1.1723939671616956,-0.0016260318744276,21063.69820292928,-1.170722791726323,2700,-15.662404316903782,5.419528638846547,3.218384757794232,-0.0061541863720643,3.2245389441662966,pass
0.05,0.32,2700,-1.1426748503192825,-0.0036882819769638,-1.1426748503192825,-0.0036882819769638,-1.1410488184448546,-0.0020622501025361,-1.141800428687803,-0.0028138603454845,-1.1407029480474824,-0.0016260318744276,21063.69820292928,-1.1389865683423184,2700,-15.392463271118451,5.335993480508021,3.117723982997596,-0.0060481191635043,3.1237721021611,pass
0.05,0.33,2700,-1.1119748973056485,-0.0037478966050674,-1.1119748973056485,-0.0037478966050674,-1.1103488654312208,-0.0021218647306398,-1.111082951105032,-0.0028559504044508,-1.1099876363495502,-0.0016260318744276,21063.69820292928,-1.108227000700581,2700,-15.134527052211808,5.264886456500021,3.023165572510293,-0.005946768979258,3.029112341489552,pass
0.05,0.34,2700,-1.0821930320050468,-0.0038072644096876,-1.0821930320050468,-0.0038072644096876,-1.0805670001306191,-0.0021812325352599,-1.0812830849907258,-0.0028973173953664,-1.0801899837070006,-0.0016260318744276,21063.69820292928,-1.0783857675953592,2700,-14.874247289705403,5.172607594295148,2.934176304081244,-0.0058444979527329,2.9400208020339766,pass
0.05,0.35,2700,-1.053274270830746,-0.0038646501137964,-1.053274270830746,-0.0038646501137964,-1.0516482389563182,-0.0022386182393688,-1.0523469537909216,-0.0029373330739721,-1.0512560623469451,-0.0016260318744276,21063.69820292928,-1.0494096207169494,2700,-14.626948175249348,5.101952698247629,2.8502728803128403,-0.0057473273773081,2.8560202076901486,pass
0.05,0.36,2700,-1.025172188536202,-0.0039223756790857,-1.025172188536202,-0.0039223756790857,-1.0235461566617745,-0.0022963438046581,-1.0242264461238462,-0.0029766332667299,-1.0231381067860983,-0.0016260318744276,21063.69820292928,-1.021249812857116,2700,-14.383397946829565,5.02997268179057,2.771034683190506,-0.0056516298415833,2.7766863130320893,pass
