eta,ref_id,radius,phi_energy_raw,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,positive_curvature
0.35,7,0.8,-0.1567811212399865,-0.01605574977321,0.09629530394751343,0.09629530394751343
0.35,7,0.9,-0.1537209294950931,-0.0098479895864481,-0.17121073424310157,0.0
0.35,7,1.0,-0.1587507191572762,-0.0502978966218303,-0.40449907035382204,0.0
0.35,8,0.1,-0.0197168122053842,-0.4660642736323138,-0.5718138543806378,0.0
0.35,8,0.2,-0.0663232395686155,-0.5232456590703776,0.204269968276384,0.204269968276384
0.35,8,0.3,-0.1243659440194597,-0.425210279977037,1.7894323513658446,1.7894323513658446
0.35,8,0.4,-0.1513652955640229,-0.1653591887972086,1.9903033549907334,1.9903033549907334
0.35,8,0.5,-0.1574377817789015,-0.0271496089788902,0.7700454909025363,0.7700454909025363
0.35,8,0.6,-0.156795217359801,-0.0113500906167014,0.028668749566123017,0.028668749566123017
0.35,8,0.7,-0.1597077999022418,-0.0214158590656656,0.15866637978665815,0.15866637978665815
0.35,8,0.8,-0.1610783891729341,0.0203831853406303,0.03034216306123358,0.03034216306123358
0.35,8,0.9,-0.1556311628341157,-0.0153474264534188,-0.5277515081782592,0.0
0.35,8,1.0,-0.1641478744636179,-0.0851671162950215,-0.6981968984160271,0.0
0.35,9,0.1,-0.0226303760831968,-0.5928875680830888,0.6610291524624412,0.6610291524624412
0.35,9,0.2,-0.0819191328915057,-0.5267846528368447,1.2666482396729057,1.2666482396729057
0.35,9,0.3,-0.1279873066505658,-0.3395579201485077,2.0762646744718904,2.0762646744718904
0.35,9,0.4,-0.1498307169212072,-0.1115317179424666,1.6211624345100752,1.6211624345100752
