rule,ref_id,within_rule_cluster,within_pc1,within_pc2,within_pc3,split_fail_count,split_fail_rate,max_split,mean_phi_energy,theta_ref_norm
low_tv_spectral_teacher,30,0,1.5199671308094165,-4.576898668302846,-0.3264552528838272,10,0.4,0.016024441085298,-0.07862597943225347,13.400979741301915
low_tv_spectral_teacher,31,1,-2.001977501627408,2.257831198893883,-4.270092528760324,11,0.44,0.015750348484995,-0.08317689967876926,11.82846808865189
low_tv_spectral_teacher,32,1,-3.047645519705552,6.237779713401376,-3.7251096893010747,10,0.4,0.0154471022844261,-0.08414309432739989,12.301550321201828
low_tv_spectral_teacher,33,1,-4.201253644472825,-1.3593642658047274,-0.28618568946270645,11,0.44,0.0095729241070306,-0.08178729702893545,13.190495308447238
low_tv_spectral_teacher,34,1,-2.392750387998092,0.33521502862080366,-2.285974069671405,13,0.52,0.0163953730644663,-0.08229898704534527,13.553738225417456
low_tv_spectral_teacher,35,0,3.4673082298916933,0.7627991507934555,3.253835828403959,9,0.36,0.0154083951202227,-0.07990879880912803,13.329115521155831
low_tv_spectral_teacher,36,1,-3.240787854075849,-0.07698669010552457,-0.6062864179878775,14,0.56,0.0156820237494559,-0.08083280964138437,11.572065857252484
low_tv_spectral_teacher,37,1,-4.056496062334324,-2.585936494468987,-0.527657578917474,8,0.32,0.0131992258183201,-0.08356791774093209,12.606321956155412
low_tv_spectral_teacher,38,0,3.9678402069189183,3.4902665551773304,-4.929874364169202,14,0.56,0.0148565138642988,-0.0804247756986097,14.635979426645674
low_tv_spectral_teacher,39,1,-1.6390346438951784,1.4992584566710971,-0.6944199758538128,12,0.48,0.0203092953841958,-0.08251421432411092,13.741791683044031
low_tv_spectral_teacher,40,0,8.212983606548466,1.1447899300314581,-0.4096446714357622,11,0.44,0.0207193767938151,-0.07738529099679484,13.759481252921091
low_tv_spectral_teacher,41,0,3.866300650413763,-3.329771103518014,4.365621151514803,9,0.36,0.0123715563928851,-0.07894360842203661,13.599110827842816
low_tv_spectral_teacher,42,1,-2.1119622670095155,-1.318230232092467,1.968719349671998,9,0.36,0.0115308643138719,-0.08181158618943002,14.24007228876699
low_tv_spectral_teacher,43,1,1.083183360647576,5.241221469807684,4.971517826173671,12,0.48,0.0144837543096294,-0.08179150926510934,13.125834140063796
low_tv_spectral_teacher,44,1,-2.640221168521478,-0.5053891619116302,-2.4551669098496833,12,0.48,0.0116240048860794,-0.08383933589102142,13.676858857128003
low_tv_spectral_teacher,45,1,-0.4630304659962934,1.566401073204961,2.8171786425959646,16,0.64,0.0174833140577109,-0.08220114599374755,11.46596067198782
low_tv_spectral_teacher,46,0,4.189838677709633,-4.230690255293215,0.4193177479534749,10,0.4,0.0270017035833214,-0.07842699731378987,14.225234556596932
low_tv_spectral_teacher,47,1,-3.324835718988,-0.4889519962421253,0.6576206918707145,11,0.44,0.0134185432020094,-0.0817464633186822,12.53863086995026
