r,phi,Q,p,t,cd,s,qref,phi_rel,phi_radius,phi_radius_rel,phi_energy,phi_energy_rel,alpha,eta,A,G_S,G_E,alpha_G_E,quadrature_tier,gradient_max_abs,dF_dsqrtQ,dF_ds,dF_deta,confirmation_quadrature_tier,confirmation_gradient_max_abs,confirmation_dF_dsqrtQ,confirmation_dF_ds,confirmation_dF_deta,root_success,root_status,root_nfev,root_cost,inner_hessian_min_eigenvalue,inner_hessian_max_eigenvalue,reduced_outer_curvature,physical_curvature_signature,boundary_Q,boundary_s,boundary_gradient_max_abs,Q_lower_exact,Q_upper_exact,geometry_margin_lower,geometry_margin_upper,conditional_normalization,quadrature_method,solver_mode,boundary_q_scan_count,boundary_s_seed_count,full_eta_initial
1.65,0.8056210664852131,1.3007000094055796,0.054645310730014995,0.022637275430560294,-0.1849217515532766,0.1435172111299775,0.06328302527249907,1.8256587014166894,0.5007752879124892,2.3978952727983707,0.304845778572724,-0.5722365713816813,0.1,0.0005882257483102214,0.0005564092637699615,1.4023674473958727,-0.778476703672325,-0.0778476703672325,reference_48_48_32_72,6.690585535894234e-06,6.690585535894234e-06,-1.7051887679642162e-06,-2.252364961208286e-07,confirmation_32_32_24_48,5.717648576819556e-10,-1.137978827836551e-10,-4.1355807667287076e-10,5.717648576819556e-10,True,1,6,2.5544764669373677e-19,0.06067955569310487,0.5727400444114408,-3.507319664529461,True,1.3007041711890184,0.14433924821661567,2.775557561562891e-12,0.4224999999999999,7.0225,0.8782000094055797,5.721799990594421,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.7,0.7873303877751241,1.373509006543842,0.06979433570776106,0.021030819160266535,-0.22035200232180963,0.1472728003944781,0.06328302527249907,1.8073680227066002,0.5306282510621704,2.4277482359480516,0.2567021367129537,-0.6203802132414513,0.1,0.0006480127881355055,0.0006031760318395827,1.3949295911555766,-0.7952909205797491,-0.07952909205797493,reference_48_48_32_72,7.468251123477507e-06,7.468251123477507e-06,-1.8766460607722022e-06,-2.8689828290850983e-07,confirmation_32_32_24_48,4.8572267041804e-11,-4.8572267041804e-11,-1.1102230246251564e-11,-2.498001805406602e-11,True,1,6,1.5532629720012833e-21,0.0603909369503622,0.5766531166692777,-3.6586192432670104,True,1.373513562888678,0.1481819725563539,1.942890293094024e-11,0.48999999999999994,7.290000000000001,0.883509006543842,5.916490993456159,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.75,0.7659679289247072,1.4511187620019759,0.0863808451960364,0.019500370767805416,-0.2537643630755501,0.1509941135783857,0.06328302527249907,1.7860055638561834,0.5596157879354227,2.456735772821304,0.20635214098928456,-0.6707302089651206,0.1,0.0007147295355488585,0.0006534576396568704,1.3865880080125128,-0.8122810755403953,-0.08122810755403953,reference_48_48_32_72,8.276621322726494e-06,8.276621322726494e-06,-2.0497992192503034e-06,-3.523209501921087e-07,confirmation_32_32_24_48,1.1102230246251564e-11,4.163337175011772e-12,2.775557561562891e-12,-1.1102230246251564e-11,True,1,6,7.41483063255835e-23,0.06010230549331563,0.5806519719211858,-3.8208332579246873,True,1.4511237086155861,0.15199991607247862,1.942890293094024e-11,0.5625,7.5625,0.8886187620019759,6.111381237998025,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.8,0.7415686845761874,1.5335464420835485,0.10404649830633905,0.018045256788110094,-0.28523653670601007,0.15468108583033913,0.06328302527249907,1.7616063195076634,0.5877866649021191,2.4849066497880004,0.15378201967406835,-0.7233003302803369,0.1,0.0007884969072237294,0.0007070140434883764,1.377494424081205,-0.8294401303179056,-0.08294401303179057,reference_48_48_32_72,9.112373790575532e-06,9.112373790575532e-06,-2.2233770380353235e-06,-4.2139070011160124e-07,confirmation_32_32_24_48,5.551115123125782e-12,1.3877790583372572e-12,2.775557561562891e-12,5.551115123125782e-12,True,1,6,2.0222264801252074e-23,0.05981391451715772,0.5847355603869526,-3.993726804277514,True,1.5335517715105964,0.15579311722225997,5.551115123125782e-12,0.6400000000000001,7.839999999999999,0.8935464420835484,6.30645355791645,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.85,0.7141645719589649,1.6208074494116522,0.12248225946184832,0.01666400196602468,-0.31485612079855363,0.15833368247510965,0.06328302527249907,1.734202206890441,0.6151856390902335,2.512305623976115,0.09897893286873138,-0.7781034170856738,0.1,0.0008694052165168205,0.000763582363700164,1.3677822075901287,-0.8467613624247724,-0.08467613624247725,reference_48_48_32_72,9.971969690425863e-06,9.971969690425863e-06,-2.3966384432583254e-06,-4.93380336585858e-07,confirmation_32_32_24_48,1.1102230246251564e-10,-4.302115080845498e-11,-1.1102230246251564e-10,-1.942890293094024e-11,True,1,5,7.277126665031016e-21,0.05952595401695519,0.5889026512374256,-4.177088823786571,True,1.6208131512321773,0.1595615846086133,8.326672684688674e-12,0.7225000000000001,8.1225,0.8983074494116521,6.5016925505883485,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.9,0.6837847787653732,1.712915632241892,0.14142540977376272,0.015354527075806684,-0.34271673113706613,0.16195191339524811,0.06328302527249907,1.7038224136968494,0.6418538861723947,2.538973871058276,0.04193089259297855,-0.8351514573614267,0.1,0.0009575111973075907,0.0008228827032678482,1.357567946760472,-0.8642383520661705,-0.08642383520661706,reference_48_48_32_72,1.0851746673342533e-05,1.0851746673342533e-05,-2.5684454563190684e-06,-5.673794767346862e-07,confirmation_32_32_24_48,2.775557561562891e-12,-1.3877790583372572e-12,0.0,2.775557561562891e-12,True,1,5,4.8148252461541924e-24,0.059238579735120186,0.5931519812827257,-4.370728350043425,True,1.7129216933979374,0.16330530082195072,2.7755581166745144e-12,0.8099999999999998,8.41,0.9029156322418921,6.697084367758109,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.95,0.6504560635148067,1.8098834660015448,0.1606555672574248,0.014114314379030046,-0.368914905788265,0.16553583109980877,0.06328302527249907,1.6704936984462828,0.6678293725756554,2.5649493574615367,-0.017373309060848774,-0.8944556590152539,0.1,0.0010528395836767847,0.0008846264128343178,1.3469530634358837,-0.8818649681054054,-0.08818649681054054,reference_48_48_32_72,1.1747484503209138e-05,1.1747484503209138e-05,-2.737526871854356e-06,-6.430522780931369e-07,confirmation_32_32_24_48,8.520961713998075e-10,-1.0824676655030605e-10,8.520961713998075e-10,-4.08006961549745e-10,True,1,4,4.5212746422793085e-19,0.05895199494263011,0.5974823924600745,-4.574471319019568,True,1.8098898708158346,0.1670242277171555,8.326674350023542e-12,0.9025,8.7025,0.9073834660015448,6.8926165339984555,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
2.0,0.6142030159431643,1.9117222101734497,0.17999023509738943,0.01294053204967818,-0.3935476989027042,0.16908546889310075,0.06328302527249907,1.6342406508746405,0.6931471805599453,2.5902671654458267,-0.078944164616781,-0.9560265145711861,0.1,0.0011554120070799293,0.0009485450886759791,1.3360253976583256,-0.8996353488231725,-0.08996353488231726,reference_48_48_32_72,1.2655412584324183e-05,1.2655412584324183e-05,-2.905634066685536e-06,-7.183198480475993e-07,confirmation_32_32_24_48,1.3877787807814455e-11,-2.7755581166745144e-12,-1.3877787807814455e-11,0.0,True,1,5,1.0014835864888065e-22,0.05866633419709948,0.60189275656225,-4.788158103602317,True,1.9117289408640934,0.17071831127776635,5.551115123125782e-12,1.0,9.0,0.9117222101734497,7.0882777898265505,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
2.05,0.5750482836023476,2.018442045616737,0.19928022550721936,0.011830178598288887,-0.41671086291546267,0.17260098010761818,0.06328302527249907,1.5950859185338238,0.7178397931503168,2.614959778036198,-0.14279150954796915,-1.0198738595023742,0.1,0.001265191075040114,0.0010143468548841933,1.32486072215334,-0.9175439038733701,-0.09175439038733701,reference_48_48_32_72,1.357098177693443e-05,1.357098177693443e-05,-3.0695168629080168e-06,-7.935957446747465e-07,confirmation_32_32_24_48,1.3877790583372572e-12,1.3877790583372572e-12,0.0,0.0,True,1,5,9.629653573797221e-25,0.05838176280652725,0.6063819146316465,-5.01164131739946,True,2.018449082339588,0.17438748501024923,5.551115123125782e-12,1.1024999999999996,9.302499999999998,0.9159420456167373,7.284057954383261,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
2.1,0.533012769773563,2.130052193700903,0.2184052376355886,0.010780139123647503,-0.4384975205649975,0.17608248741394422,0.06328302527249907,1.553050404705039,0.7419373447293773,2.639057329615259,-0.2089245749558143,-1.0860069249102198,0.1,0.0013821439163194383,0.001081771609878549,1.3135241535462558,-0.9355852867526359,-0.0935585286752636,reference_48_48_32_72,1.4489998212725587e-05,1.4489998212725587e-05,-3.22946114295064e-06,-8.676975804533526e-07,confirmation_32_32_24_48,1.3877790583372572e-12,1.3877790583372572e-12,0.0,0.0,True,1,5,9.629653573797221e-25,0.05809838400308959,0.6109486726419662,-5.244784060932039,True,2.130059514939964,0.17803167384413646,1.1102230246251564e-11,1.2100000000000002,9.610000000000001,0.9200521937009027,7.479947806299098,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
2.15,0.4881158069230848,2.2465610208856037,0.23726971206993885,0.009787272838809626,-0.458997234263774,0.17953015652908344,0.06328302527249907,1.508153441854561,0.7654678421395714,2.662587827025453,-0.2773520352164866,-1.1544343851708918,0.1,0.001506213461060905,0.0011505676272871989,1.3020714505706343,-0.9537543910764117,-0.09537543910764118,reference_48_48_32_72,1.5408164633843514e-05,1.5408164633843514e-05,-3.384884039725477e-06,-9.398815059569187e-07,confirmation_32_32_24_48,1.3877787807814455e-12,6.938895291686286e-13,1.3877787807814455e-12,0.0,True,1,5,1.2037063115385481e-24,0.05781633946198336,0.6155919702084591,-5.48745846566418,True,2.246568603689311,0.18165079842530443,1.3877787807814455e-11,1.3224999999999998,9.9225,0.9240610208856039,7.675938979114395,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
2.2,0.44037530922427864,2.3679761302793993,0.2557990653725113,0.008848463100691734,-0.4782953917584483,0.18294417691398968,0.06328302527249907,1.4604129441557547,0.7884573603642703,2.6855773452501515,-0.34808205113999163,-1.2251644010943967,0.1,0.0016373277036915558,0.0012204991644730596,1.2905501897013973,-0.972046337636478,-0.0972046337636478,reference_48_48_32_72,1.6321208762457115e-05,1.6321208762457115e-05,-3.535294279544132e-06,-1.009455019573835e-06,confirmation_32_32_24_48,8.326672684688674e-12,-4.8572267041804e-12,-8.326672684688674e-12,6.9388939039072276e-12,True,1,5,7.053718893171229e-23,0.05753574861765701,0.6203107858404693,-5.739544417238834,True,2.367983950558009,0.18524477663039937,1.1102232466698058e-11,1.4400000000000004,10.240000000000002,0.927976130279399,7.872023869720603,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
