rule,radius,delta_phi_energy_mean,bootstrap_sd,ci95_low,ci95_high
real_even_odd,0.08,-0.0014117182401555196,5.637852614998987e-05,-0.0015222201514094996,-0.0013012163289015395
teacher_nn,0.01,0.0,0.0,0.0,0.0
teacher_nn,0.011,-1.1699684128576742e-05,7.531628779662018e-07,-1.3175883369390498e-05,-1.0223484887762986e-05
teacher_nn,0.012,-2.4697657651384574e-05,1.4141853621831262e-06,-2.74694609612635e-05,-2.1925854341505646e-05
teacher_nn,0.013,-3.8871576538155115e-05,2.4263201352741797e-06,-4.362716400329251e-05,-3.411598907301772e-05
teacher_nn,0.014,-5.430437364358196e-05,3.3210691722115493e-06,-6.08136692211166e-05,-4.7795078066047325e-05
teacher_nn,0.016,-8.92425381670355e-05,4.902380433050014e-06,-9.885120381581352e-05,-7.963387251825747e-05
teacher_nn,0.018,-0.00012960600592083996,7.46848860663194e-06,-0.00014424424358983856,-0.00011496776825184135
teacher_nn,0.02,-0.00017617567861975293,1.0477978982781216e-05,-0.00019671251742600413,-0.00015563883981350174
teacher_nn,0.025,-0.0003172669436223963,1.676276197260809e-05,-0.00035012195708870815,-0.0002844119301560844
teacher_nn,0.03,-0.0005016498405897561,2.6418335926857983e-05,-0.0005534297790063977,-0.0004498699021731144
teacher_nn,0.04,-0.0010052003043083536,5.1057315791993625e-05,-0.0011052726432606611,-0.0009051279653560461
teacher_nn,0.05,-0.0016938194237701304,8.193052874475162e-05,-0.0018544032601098435,-0.0015332355874304172
teacher_nn,0.065,-0.0030696257355981586,0.00012532739612420378,-0.003315267432001598,-0.0028239840391947194
teacher_nn,0.08,-0.004813299553365875,0.00016206331499518146,-0.00513094365075643,-0.0044956554559753194
