source,case_id,case_label,eta,nmstv,ref_key,radius,phi_energy_raw,dphi_dr_raw,dphi_dr_smooth,curvature_smooth,positive_curvature_smooth
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.86,-0.0750455974063177,-0.03033173860424032,-0.07761928368674133,1.7185175136116322,1.7185175136116322
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.87,-0.0770737572580306,-0.23785821339532554,-0.07645641929423208,1.3442971888106374,1.3442971888106374
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.88,-0.0798027616742242,-0.08599859429890477,-0.05073333991052856,2.2517955478894907,2.2517955478894907
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.89,-0.0787937291440087,-0.09457444697708972,-0.031420508336442235,2.5886947794678536,2.5886947794678536
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.9,-0.081694250613766,-0.09781302149841453,0.0010405556788285648,-0.0570409332116355,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.91,-0.080749989573977,-0.00396084558398524,-0.03256132700067495,-3.015535259722459,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.92,-0.0817734675254457,0.3305933020028644,-0.05927014951562067,-0.8660857061508245,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.93,-0.0741381235339197,0.19689570950265534,-0.049883041123691456,2.199926170812158,2.199926170812158
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.94,-0.0778355533353925,-0.4730713921518501,-0.015271626099377995,3.6387031818359374,3.6387031818359374
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.95,-0.0835995513769567,-0.27296035190352486,0.022891022513026993,0.856752243025072,0.856752243025072
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.96,-0.083294760373463,-0.028864688233585234,0.0018634187611234615,-0.9035852109464293,0.0
