metric,python,julia,diff,abs_diff,unit_index,beta,dataset_id,ref_id,radius,n_samples
weighted_h,1.0677264468846652,1.0713055752564102,0.0035791283717450106,0.0035791283717450106,16,0.4,29,29,0.5,1024
dlogZ_inf_dr,-2.65253627211269,-2.650019752248557,0.0025165198641330377,0.0025165198641330377,16,0.4,29,29,0.5,1024
ce_ref,0.004376179561699582,0.004376179561699581,-8.673617379884035e-19,8.673617379884035e-19,17,0.4,29,29,2.5,1024
err_ref,0.0,0.0,0.0,0.0,17,0.4,29,29,2.5,1024
theta_ref_norm,50.77210638194915,50.77210638194914,-7.105427357601002e-15,7.105427357601002e-15,17,0.4,29,29,2.5,1024
theta_ref_norm_sq,2577.8067864599616,2577.806786459961,-4.547473508864641e-13,4.547473508864641e-13,17,0.4,29,29,2.5,1024
kappa,2.5160617568714145,2.5160617568714136,-8.881784197001252e-16,8.881784197001252e-16,17,0.4,29,29,2.5,1024
log_prefactor,-3.123756273720159,-3.123756273720159,0.0,0.0,17,0.4,29,29,2.5,1024
reference_prior_log_weight,-0.5064453411512695,-0.5064453411512694,1.1102230246251565e-16,1.1102230246251565e-16,17,0.4,29,29,2.5,1024
logZ_inf,-7.856549721953979,-7.966911024226091,-0.11036130227211238,0.11036130227211238,17,0.4,29,29,2.5,1024
logZ_inf_full,-8.362995063105249,-8.473356365377361,-0.11036130227211238,0.11036130227211238,17,0.4,29,29,2.5,1024
ess_frac,1.0,0.8601005472558274,-0.1398994527441726,0.1398994527441726,17,0.4,29,29,2.5,1024
weighted_ce,3.3338201256373727,3.5302682393681724,0.19644811373079962,0.19644811373079962,17,0.4,29,29,2.5,1024
weighted_error,0.35221290588378906,0.37298068761683634,0.020767781733047275,0.020767781733047275,17,0.4,29,29,2.5,1024
weighted_h,2.529313880246131,2.619491536566915,0.09017765632078412,0.09017765632078412,17,0.4,29,29,2.5,1024
dlogZ_inf_dr,-3.839229078775249,-4.012268291491619,-0.17303921271637002,0.17303921271637002,17,0.4,29,29,2.5,1024
