eta,rule,radius,n_units,phi_energy_raw_mean,phi_energy_raw_sd,phi_energy_raw_sem,delta_phi_energy_mean,delta_phi_energy_sd,delta_phi_energy_sem,ess_fraction_min,ess_fraction_mean,split_logZ_per_P_diff_max,weighted_ce_mean,weighted_error_mean,elapsed_s_mean,d_phi_energy_raw_dd_unit_mean,d_phi_energy_raw_dd_unit_sd,d_phi_energy_raw_dd_unit_sem,d_delta_phi_energy_dd_unit_mean,d_delta_phi_energy_dd_unit_sd,d_delta_phi_energy_dd_unit_sem,d_phi_energy_direct_dd_unit_mean,d_phi_energy_direct_dd_unit_sd,d_phi_energy_direct_dd_unit_sem,split_dlogZ_dr_per_P_diff_max,ce_replay_max_abs_diff_max,d_phi_energy_raw_dd,d_delta_phi_energy_dd
0.05,eta_0p05,0.21,30,-0.027493687372906788,0.0029400338563031303,0.0005367742876420422,-0.021281907574909577,0.00211096529959442,0.00038540777089950487,0.5506184769999328,0.7897218757348203,0.00759130990070385,0.07635816886057409,0.029744553552231597,20.347237666447956,-0.20825657298796912,0.09619076026524163,0.01756194974028149,-0.2082565729879691,0.09619076026524166,0.017561949740281493,-0.21229140326241486,0.01620440675478906,0.002958506370195684,0.05388370229834758,0.0,-0.20825657298796907,-0.20825657298796896
0.05,eta_0p05,0.22,30,-0.03019067537541819,0.003285837158536008,0.0005999090440062834,-0.023978895577420983,0.0025505635271224495,0.0004656670593849682,0.683728657111994,0.8581152131272359,0.006378899917919757,0.0855001471491401,0.03375357327294345,21.05568102200826,-0.26481995541752845,0.10136141768324984,0.01850597830860632,-0.2648199554175284,0.10136141768324979,0.018505978308606317,-0.21885602567700776,0.01835739492454093,0.003351586432400638,0.040365344761467886,0.0,-0.2648199554175281,-0.26481995541752856
0.05,eta_0p05,0.23,30,-0.032790086481257356,0.0029731170916412,0.0005428144323986799,-0.026578306683260153,0.0021640232292175696,0.0003950947792025452,0.6303405129583994,0.7789007040370775,0.00562599829326697,0.0931034286578017,0.03683316195688328,21.55707142353058,-0.22598279350226147,0.13784442157866705,0.02516683304162927,-0.2259827935022615,0.13784442157866703,0.02516683304162927,-0.2141070680694237,0.018302399965521847,0.0033415457725326954,0.05108249092146164,0.0,-0.22598279350226136,-0.22598279350226158
0.05,eta_0p05,0.24,30,-0.03471033124546342,0.0028855217501784383,0.0005268217842481724,-0.028498551447466214,0.002306167848465844,0.00042104671733263297,0.5955401292607766,0.8028692366298393,0.004143864924198724,0.10014229992699905,0.03898922227167087,22.373504201571148,-0.23888601095852505,0.0970149417186841,0.017712423998124095,-0.23888601095852513,0.09701494171868406,0.017712423998124092,-0.21045778520448846,0.01419883830779895,0.002592341343849988,0.0473404505008681,0.0,-0.2388860109585249,-0.23888601095852513
0.05,eta_0p05,0.25,30,-0.03756780670042786,0.0028348784630585536,0.0005175756273342487,-0.03135602690243065,0.0019977881397153265,0.0003647445430794557,0.6257667387759233,0.7893961325462074,0.0046235939965183605,0.10987748104002484,0.04323565664664732,22.62118569215139,-0.23081522217641873,0.12513783354308733,0.022846938076291852,-0.2308152221764187,0.12513783354308727,0.02284693807629184,-0.20376595308573092,0.014301572200978859,0.0026110979007549755,0.056483599299519904,0.0,-0.2308152221764186,-0.2308152221764186
0.05,eta_0p05,0.26,30,-0.03932663568899179,0.0036410411844001326,0.0006647601298337598,-0.03311485589099459,0.0029901921899122366,0.0005459319045635682,0.583643797738357,0.8235863632434008,0.00690014960318005,0.1161252585597326,0.0453206911045437,23.039457909266154,-0.2161244124944721,0.12422273413516294,0.022679864546931914,-0.2161244124944721,0.12422273413516298,0.02267986454693192,-0.19827284715979696,0.013303891293984961,0.002428947121437386,0.062310616627834096,0.0,-0.21612441249447234,-0.21612441249447212
0.05,eta_0p05,0.27,30,-0.041890294950317306,0.003407897112842481,0.0006221940407868518,-0.0356785151523201,0.002780952000864652,0.000507730047404232,0.5603543942299191,0.7730306645146762,0.005922486019581557,0.12755207748423245,0.04987466475425339,23.625771752993266,-0.1866603577932159,0.11915446566538682,0.02175452955746906,-0.18666035779321594,0.11915446566538682,0.021754529557469055,-0.18965100430573625,0.014249326884882646,0.0026015592547050156,0.049113455699795125,0.0,-0.186660357793216,-0.186660357793216
0.05,eta_0p05,0.28,30,-0.04305984284485612,0.0032307344748875783,0.0005898487164018449,-0.03684806304685891,0.002582964123036968,0.00047158257180463225,0.6014613654057087,0.8178683675311692,0.007111813560189907,0.13095536644787836,0.050549956265312355,24.027761363983153,-0.1420035346854837,0.14244586502048617,0.026006937831685457,-0.1420035346854836,0.14244586502048617,0.02600693783168545,-0.1833096153503462,0.015447338651872975,0.0028202852776840906,0.06268132809487395,0.0,-0.14200353468548377,-0.14200353468548355
0.05,eta_0p05,0.29,30,-0.044730365644026965,0.003240053594142682,0.0005915501470125449,-0.03851858584602976,0.0029352648777964062,0.0005359035952739122,0.532537215848895,0.8291508626580577,0.008897580207451157,0.13855004091568404,0.0538429668388863,24.54109868208567,-0.2058744451743258,0.13555432429952494,0.024748720395406834,-0.20587444517432588,0.13555432429952488,0.024748720395406813,-0.17688869346797984,0.011273215986770405,0.0020581982305273375,0.05086971005218437,0.0,-0.20587444517432552,-0.20587444517432552
0.05,eta_0p05,0.3,30,-0.047177331748342634,0.0031532336562702734,0.0005756990675412396,-0.04096555195034543,0.0027499529829932545,0.0005020704269546753,0.6572676368283942,0.8247749800255472,0.007328218057978333,0.1451857901454564,0.05616504027715945,25.041062553723652,-0.17937061707932062,0.15096204826293794,0.027561773053598235,-0.17937061707932067,0.15096204826293802,0.027561773053598245,-0.17274910790583176,0.01383786956016419,0.002526437768638673,0.04866604170804532,0.0,-0.17937061707932056,-0.17937061707932078
0.05,eta_0p05,0.31,30,-0.04831777798561338,0.003380968434537291,0.0006172775592696676,-0.04210599818761618,0.003197817430475332,0.0005838389138181825,0.5251371357657428,0.78659905680833,0.008899183433067063,0.15262344395348706,0.05948701439288561,25.253026700019838,-0.19600911548069805,0.13642628484589608,0.02490791788224083,-0.19600911548069802,0.13642628484589614,0.02490791788224084,-0.16439007847375464,0.010751883379254493,0.0019630163541608527,0.09062952864778674,0.0,-0.19600911548069844,-0.196009115480698
0.05,eta_0p05,0.32,30,-0.0510975140579566,0.0036963459559947553,0.0006748573534804417,-0.04488573425995939,0.0033313310913276294,0.0006082150617461483,0.5045541147607625,0.8103646378911163,0.008153013734847295,0.16141955920743048,0.06178843613591781,25.58131803671519,-0.21734933210098212,0.1204786128756066,0.021996284656300696,-0.21734933210098212,0.1204786128756067,0.021996284656300713,-0.158410407234894,0.016236916855338488,0.0029644418753349134,0.0428918454435821,0.0,-0.21734933210098228,-0.21734933210098184
0.05,eta_0p05,0.33,30,-0.05266476462763303,0.0032709531177389046,0.0005971916023758164,-0.04645298482963582,0.0029714678460180536,0.0005425133227217919,0.596163327576351,0.8282810083410056,0.009056065473365035,0.16906095636009325,0.06491254166404936,25.549555397033693,-0.11590371408630759,0.14794153302520952,0.027010304943267588,-0.11590371408630752,0.14794153302520954,0.027010304943267588,-0.14973968420297912,0.01240100936351079,0.0022641041880758802,0.034449780643691044,0.0,-0.11590371408630729,-0.11590371408630773
0.05,eta_0p05,0.34,30,-0.053415588339682754,0.003113809339157826,0.0005685012049423319,-0.04720380854168555,0.0027615894516026434,0.0005041949457370297,0.6022454429950272,0.8550961799211743,0.009003351630490875,0.17399001504408151,0.06752996831048692,25.740352733929953,-0.14877569702800628,0.16743083829517852,0.03056854898542304,-0.14877569702800614,0.1674308382951785,0.030568548985423022,-0.14118410592119476,0.015085082079518952,0.0027541465789231562,0.05183209519245949,0.0,-0.14877569702800608,-0.14877569702800653
0.05,eta_0p05,0.35,30,-0.05564027856819313,0.003097908070013101,0.0005655980436744894,-0.04942849877019593,0.00302415857262571,0.0005521332892332421,0.5833993030714489,0.8123824290175329,0.008329015430436631,0.181059397142394,0.07003782604563272,25.735819538434345,-0.21265339018071377,0.17392935231278367,0.03175500989132499,-0.2126533901807138,0.1739293523127837,0.03175500989132498,-0.13649094716054486,0.014804484856461816,0.0027029167693759233,0.05333078233223261,0.0,-0.21265339018071439,-0.21265339018071394
0.05,eta_0p05,0.36,30,-0.05766865614329703,0.0032792851184339626,0.0005987128106190937,-0.05145687634529982,0.003365535204230256,0.0006144598498115558,0.5889544703327184,0.8252204730779914,0.010567228031955811,0.19406689535756363,0.07496424827528148,25.57672603925069,-0.12010729994584933,0.17162451315536656,0.03133420575867881,-0.12010729994584937,0.17162451315536664,0.03133420575867881,-0.12726267722140663,0.012429246912124575,0.0022692596355240197,0.04797312312794677,0.0,-0.12010729994584946,-0.12010729994584946
0.05,eta_0p05,0.37,30,-0.058042424567110125,0.004179956041800005,0.0007631520711579565,-0.051830644769112914,0.0037600956945081352,0.0006864964100867197,0.6112975382168103,0.8095832604042142,0.009286202811156781,0.19389691491558883,0.07477479232291678,26.533596102396647,-0.11282429815377201,0.1842271347034057,0.033635119127199374,-0.11282429815377197,0.18422713470340582,0.033635119127199395,-0.12368101070893157,0.0118626630434087,0.0021658160469859434,0.034174940665094314,0.0,-0.11282429815377171,-0.11282429815377215
0.05,eta_0p05,0.38,30,-0.05992514210637247,0.0035934332350118486,0.0006560681472349176,-0.05371336230837526,0.0035570030874218545,0.0006494169426988234,0.6305437457932113,0.8050313681270589,0.0069002318016939245,0.20419271899349745,0.0788385169471973,26.07067461013794,-0.1124672602064216,0.18103801878826198,0.033052868885458386,-0.11246726020642157,0.18103801878826203,0.03305286888545839,-0.11660530325229014,0.014486837351066614,0.0026449225346958575,0.045471030444268666,0.0,-0.1124672602064214,-0.1124672602064214
0.05,eta_0p05,0.39,30,-0.060291769771238554,0.0023731890926745594,0.0004332830664276911,-0.05407998997324135,0.002236678191078126,0.0004083596997111134,0.6266693622991599,0.7922290497171117,0.010318689429781288,0.20379021377327955,0.0788947404463506,26.655771621068318,-0.1271953942432345,0.1265259021958117,0.02310036358044617,-0.1271953942432345,0.12652590219581183,0.023100363580446197,-0.11394274154925486,0.00967291658607738,0.0017660248703534806,0.04114068454423331,0.0,-0.12719539424323445,-0.12719539424323445
0.05,eta_0p05,0.4,30,-0.06246904999123716,0.0029928274669682405,0.0005464130381265176,-0.05625727019323996,0.0029776600856986175,0.0005436438658399667,0.5358813845796588,0.8510004937032245,0.007127724376439206,0.2135078047064431,0.08320487025173372,26.55760413010915,-0.15962776448083185,0.1393364048034591,0.025439230664175243,-0.15962776448083185,0.13933640480345894,0.02543923066417522,-0.10724288027456529,0.01190668955678851,0.002173854151821418,0.032441442426398015,0.0,-0.15962776448083238,-0.15962776448083194
0.05,eta_0p05,0.41,30,-0.06348432506085519,0.0033243433078175935,0.0006069392728610121,-0.05727254526285798,0.0032573651400749173,0.0005947107884166692,0.6427424071512713,0.8161627471726003,0.008199782815969659,0.21626227923302727,0.0838083068335062,26.962088720003763,-0.07712436176321748,0.15493183404043007,0.02828655345986344,-0.07712436176321756,0.15493183404043,0.02828655345986343,-0.10747516601623791,0.00862229672380681,0.0015742088043772938,0.05228115038508614,0.0,-0.07712436176321713,-0.07712436176321802
0.05,eta_0p05,0.42,30,-0.0640115372265015,0.003556787562520643,0.0006493775934154573,-0.05779975742850431,0.00335658297227427,0.0006128254033507851,0.5280163026742922,0.7792433583251365,0.01044708129879445,0.2221111971829058,0.08601251928688416,27.07063783009847,-0.09695920977003733,0.15417993764760793,0.02814927658811162,-0.09695920977003726,0.154179937647608,0.028149276588111633,-0.1026916589939604,0.011813292586755737,0.002156802276058224,0.0553656426186075,0.0,-0.09695920977003647,-0.09695920977003736
0.05,eta_0p05,0.43,30,-0.06542350925625592,0.003315225415855,0.0006052745811594095,-0.05921172945825873,0.00316534868591097,0.0005779109592142577,0.5710040973603319,0.8883128546782594,0.010375104262563896,0.22693784895212207,0.08820740244179603,26.970661600430805,-0.13858045239870165,0.16089626441609256,0.029375504479669884,-0.1385804523987018,0.16089626441609273,0.02937550447966992,-0.09345448099855551,0.014212265517778183,0.002594792805779984,0.06265714768809569,0.0,-0.13858045239870176,-0.13858045239870176
0.05,eta_0p05,0.44,30,-0.06678314627447554,0.0030715184533887632,0.0005607799809048021,-0.060571366476478344,0.0028527186119660986,0.0005208327779962199,0.5619798496731947,0.7655355034220681,0.009381786571613886,0.23145904712015095,0.0898886887240924,27.229699977238973,-0.08275684675133962,0.15490455270839323,0.02828157259287831,-0.08275684675133962,0.15490455270839326,0.02828157259287832,-0.08895622120961987,0.010945222496736046,0.001998315086125115,0.03298001560522557,0.0,-0.08275684675133954,-0.08275684675133954
0.05,eta_0p05,0.45,30,-0.06707864619128272,0.0036600842034513505,0.0006682368935328775,-0.06086686639328552,0.0036646878900552225,0.000669077407866419,0.5357556881402932,0.7540960021146927,0.009477125589664,0.23343297789527895,0.08996969310800917,27.43826375802358,-0.0873887703552075,0.14255922539995883,0.02602763451067363,-0.08738877035520737,0.14255922539995888,0.02602763451067364,-0.08773022195839782,0.010715824576668344,0.0019564329476365,0.0405625191159623,0.0,-0.08738877035520787,-0.08738877035520742
0.05,eta_0p05,0.46,30,-0.0685309216815797,0.0034841999449876575,0.0006361249682426666,-0.06231914188358249,0.003600868362938286,0.0006574256096626663,0.5902137477525543,0.7960818430886253,0.007993737053342307,0.2417795944137504,0.09380586588395966,26.886996102333068,-0.09411148804421203,0.16242461929945712,0.029654542628167205,-0.09411148804421214,0.1624246192994571,0.0296545426281672,-0.0851640521878895,0.00911913167705723,0.0016649180414613873,0.042251159218999634,0.0,-0.09411148804421243,-0.09411148804421154
0.05,eta_0p05,0.47,30,-0.06896087595216696,0.003211820153683355,0.0005863954496073611,-0.06274909615416975,0.003191412572164649,0.0005826695520267205,0.6165471438739972,0.8306743278076519,0.006945953448048879,0.24289011468256452,0.09393837470312949,27.043411707878114,-0.08448818588812954,0.15265852199844976,0.02787150536464985,-0.08448818588812944,0.1526585219984498,0.027871505364649864,-0.08243182253084722,0.00966398176076505,0.001764393601896504,0.05105624870161712,0.0,-0.08448818588812923,-0.08448818588812967
0.05,eta_0p05,0.48,30,-0.0702206853993423,0.003677353533008325,0.0006713898273166593,-0.0640089056013451,0.003808193469002066,0.0006952778221054276,0.5765775205702344,0.8127069931990114,0.008932449515917889,0.24761827216831017,0.09701418179080945,27.975002145767213,-0.1277559573433085,0.14519198122554264,0.026508307762032085,-0.12775595734330844,0.1451919812255426,0.026508307762032085,-0.07919253458890331,0.01007021887899404,0.0018385620130131407,0.043145358319634584,0.0,-0.1277559573433087,-0.1277559573433087
0.05,eta_0p05,0.49,30,-0.07151599509903314,0.00309394118357836,0.0005648737926133666,-0.06530421530103593,0.0029489684229949014,0.0005384055088815816,0.595694474114353,0.7574299920899011,0.007450651765543265,0.25046144764626344,0.09806959686726818,27.85763128598531,-0.07068115908173554,0.1791575491845255,0.03270954367856863,-0.07068115908173574,0.17915754918452553,0.03270954367856864,-0.07799776788011477,0.01172079220564329,0.0021399140942871863,0.04170388806166855,0.0,-0.07068115908173533,-0.07068115908173489
0.05,eta_0p05,0.5,30,-0.07163430858097701,0.0028784502329022928,0.0005255307077388617,-0.0654225287829798,0.0029849787881944313,0.0005449800719895084,0.5959632144712135,0.8137461582431832,0.006791719150152501,0.2534893017995126,0.09813762974573444,28.177154715855917,-0.042523947102182914,0.1664075203284735,0.030381717540801476,-0.04252394710218293,0.16640752032847347,0.03038171754080147,-0.07365798930041212,0.009369170920352138,0.0017105687527327674,0.04705654317479962,0.0,-0.04252394710218255,-0.04252394710218255
0.05,eta_0p05,0.51,30,-0.0723664740410768,0.0033023630983557337,0.0006029262540140288,-0.06615469424307958,0.003408875480599519,0.0006223726654835404,0.5744397621145866,0.8233247167508896,0.010198681738238157,0.2579188997524784,0.10140212154071203,28.029490931828818,-0.06362247892630175,0.13767813821665636,0.02513647399219226,-0.06362247892630166,0.13767813821665636,0.02513647399219225,-0.07227057726585974,0.010605924860210825,0.0019363680963807646,0.05592899553532208,0.0,-0.0636224789263018,-0.06362247892630224
0.05,eta_0p05,0.52,30,-0.07290675815950305,0.0035674226570906187,0.0006513192871478499,-0.06669497836150584,0.003669530060948215,0.0006699614632748817,0.5257824415111823,0.7952899641254394,0.007269724619837213,0.26190771759722076,0.10167436791232597,27.89383142789205,-0.10283189395486077,0.17300623767011114,0.03158647298700662,-0.10283189395486075,0.17300623767011108,0.03158647298700662,-0.06968848683926532,0.008401538489789936,0.0015339040495352787,0.03433597511859647,0.0,-0.10283189395486048,-0.10283189395486136
0.05,eta_0p05,0.53,30,-0.074423111920174,0.00356565955479516,0.0006509973901817122,-0.06821133212217681,0.003837548137993587,0.0007006372268970118,0.6248365863350405,0.8268779014953634,0.010126571698466582,0.26767829789318204,0.1046604006827559,27.90806924502055,-0.0796350929342282,0.140740533363196,0.02569558829277696,-0.07963509293422825,0.14074053336319595,0.025695588292776947,-0.06760853243799733,0.009721760180897489,0.00177494244991102,0.028180606295603483,0.0,-0.07963509293422844,-0.07963509293422844
