rule,radius,n_units,target_ref_count,sampling_status,qc_diagnostic_pass,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,d_delta_phi_energy_dd,d2_delta_phi_energy_dd2,d_delta_phi_full_dd,d2_delta_phi_full_dd2,d_phi_energy_direct_dd,d_phi_energy_direct_dd_sem
real_even_odd,0.26,30,30,complete,False,-0.14104854889226326,0.809942223935205,-0.14104854889226337,0.8099422239351837,3.705439894725693,-14.020867791042235,-0.12328341197928659,0.0013203248884475524
real_even_odd,0.27,30,30,complete,False,-0.10776242560665983,1.734687842559289,-0.10776242560666005,1.7346878425593273,3.596130534534659,-12.01491577263667,-0.12113833158937065,0.0014238532891927991
real_even_odd,0.28,30,30,complete,False,-0.10635479204107745,-0.6285972686638948,-0.10635479204107678,-0.6285972686638956,3.4651415792729594,-13.411152774815719,-0.11707005315846665,0.0015854225515276453
real_even_odd,0.29,30,30,complete,False,-0.1203343709799376,-0.7116300326210174,-0.12033437097993782,-0.7116300326210956,3.3279074790383447,-12.625760598796319,-0.1152166873837937,0.0014860469027249646
real_even_odd,0.3,30,30,complete,True,-0.12058739269349772,-0.45485165696960106,-0.12058739269349861,-0.45485165696957885,3.212626367297034,-11.586202591015024,-0.1117832168118153,0.0012382389700877803
real_even_odd,0.31,30,30,complete,True,-0.12943140411932963,1.1546997987934118,-0.1294314041193294,1.1546997987934784,3.096183427218044,-9.268606878017124,-0.10725628212536245,0.0010588007096275285
real_even_odd,0.32,30,30,complete,False,-0.09749339671762947,0.8847278569554238,-0.09749339671762902,0.8847278569554025,3.027254229736691,-8.896044522154853,-0.10849576621747431,0.00123237117857214
real_even_odd,0.33,30,30,complete,False,-0.11173684698022113,-2.3951677694505884,-0.11173684698022135,-2.3951677694506,2.9182625367749466,-11.59107199300351,-0.10442388213315126,0.001761692779134
real_even_odd,0.34,30,30,complete,False,-0.14539675210664127,1.1943109933959803,-0.14539675210664105,1.1943109933960132,2.795432789876621,-7.467687810094134,-0.10302315879616249,0.0014642717740478565
real_even_odd,0.35,30,30,complete,True,-0.08785062711230207,4.384412226670759,-0.08785062711230163,4.384412226670747,2.7689087805730637,-3.788887464086372,-0.101437714323366,0.0016433970984334732
real_even_odd,0.36,30,30,complete,False,-0.05770850757322643,-2.234638558812261,-0.05770850757322643,-2.2346385588122946,2.719655040594894,-9.959479803627488,-0.10165981621099231,0.0013866542403634858
real_even_odd,0.37,30,30,complete,False,-0.13254339828854733,-2.738107746485417,-0.13254339828854755,-2.7381077464854275,2.5697191845005136,-10.050429431468174,-0.09617827417350516,0.001385238590457363
real_even_odd,0.38,30,30,complete,False,-0.1124706625029348,2.2169426114359103,-0.11247066250293503,2.2169426114359334,2.5186464519655303,-4.715056709473927,-0.09487186738882167,0.0015803760752629555
real_even_odd,0.39,30,30,complete,False,-0.08820454605982908,0.5170652547568872,-0.08820454605982886,0.5170652547569317,2.475418050311035,-6.063541978553019,-0.0915243960149928,0.00145977964578498
