rule,radius,d0,phi_energy_raw,delta_phi_energy,delta_phi_full,n_units,target_ref_count_x,target_ref_count_y,observed_ref_count,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_delta_phi_energy,qc_diagnostic_pass,sampling_status,run
random_label,2.2,0.1,-0.1740821348250728,-0.1471920232149418,2.942594419394346,90,90,90,90,1.0,0.6049013014728563,0.0128817883360403,0.0005066541839095,False,complete,90ref
random_label,2.3,0.1,-0.1756649400120246,-0.1487748284018935,2.985445314298516,90,90,90,90,1.0,0.606462563156948,0.0158658733826289,0.0005031435288361,False,complete,90ref
random_label,2.4,0.1,-0.1764858654336466,-0.1495957538235155,3.027166709669351,90,90,90,90,1.0,0.62468159458602,0.0110614911076394,0.0004690264944823,False,complete,90ref
random_label,2.5,0.1,-0.1778087085739424,-0.1509185969638113,3.0666492734855075,90,90,90,90,1.0,0.6151713877172065,0.0146393586246915,0.0005772501518359,False,complete,90ref
real_even_odd,0.1,0.1,-0.0030494066116485,0.0,0.0,90,90,90,90,1.0,0.5537029673683289,0.0005593509292632,0.0,True,complete,90ref
real_even_odd,0.2,0.1,-0.0136767408953455,-0.010627334283697,0.6822381936226278,90,90,90,90,1.0,0.6083203560002075,0.0029020670527526,0.000128755894768,True,complete,90ref
real_even_odd,0.3,0.1,-0.0260051065736426,-0.0229556999619941,1.0752101798118985,90,90,90,90,1.0,0.5934412887790839,0.0048569688461121,0.0002227301150664,False,complete,90ref
real_even_odd,0.4,0.1,-0.0368708806834702,-0.0338214740718217,1.351909581740828,90,90,90,90,1.0,0.6168687706076902,0.007514216905582,0.0002553860600037,False,complete,90ref
real_even_odd,0.5,0.1,-0.0451567479883383,-0.0421073413766898,1.5666765938479694,90,90,90,90,1.0,0.6541949837422892,0.0082152463855986,0.0002558985855842,False,complete,90ref
real_even_odd,0.6,0.1,-0.0525105029738619,-0.0494610963622134,1.741570311318004,90,90,90,90,1.0,0.6419303351930694,0.0084572149931649,0.0002453018603241,False,complete,90ref
real_even_odd,0.7,0.1,-0.0587247075532741,-0.0556753009416256,1.889444149150236,90,90,90,90,1.0,0.5978864705945582,0.0113301483243537,0.0002618285149727,False,complete,90ref
real_even_odd,0.8,0.1,-0.0645863515704707,-0.0615369449588222,2.0170596387601525,90,90,90,90,1.0,0.6095508758860669,0.0107996520362249,0.0002648567433738,False,complete,90ref
real_even_odd,0.9,0.1,-0.0693167555334838,-0.0662673489218353,2.13006441062595,90,90,90,90,1.0,0.6143421951999722,0.0117258019384751,0.0002913855867514,False,complete,90ref
real_even_odd,1.0,0.1,-0.0743701550563375,-0.071320748444689,2.230328714686296,90,90,90,90,1.0,0.6173813617909502,0.0145139559817157,0.0003716678353953,False,complete,90ref
real_even_odd,1.1,0.1,-0.0789384669653269,-0.0758890603536784,2.3210318543492843,90,90,90,90,1.0,0.6171005678006555,0.0169773068021933,0.0003495088233576,False,complete,90ref
real_even_odd,1.2,0.1,-0.083585566456125,-0.0805361598444765,2.403360775742066,90,90,90,90,1.0,0.5625468625014937,0.0176658099187147,0.0003850883912315,False,complete,90ref
real_even_odd,1.3,0.1,-0.0868352836141777,-0.0837858770025292,2.4801212417928307,90,90,90,90,1.0,0.6170495913315857,0.0150622552343628,0.000431554616809,False,complete,90ref
real_even_odd,1.4,0.1,-0.0901342849877219,-0.0870848783760734,2.5509000996221123,90,90,90,90,1.0,0.6200451988085103,0.0169871850070875,0.000421470899852,False,complete,90ref
real_even_odd,1.5,0.1,-0.0940174020012755,-0.090967995389627,2.615981819608925,90,90,90,90,1.0,0.6265259548517419,0.0198262245287327,0.0004739878924284,False,complete,90ref
real_even_odd,1.6,0.1,-0.0972704076412917,-0.0942210010296432,2.677241110595656,90,90,90,90,1.0,0.608028667128647,0.0207922688629857,0.0005362947787969,False,complete,90ref
real_even_odd,1.7,0.1,-0.1004289589086223,-0.0973795522969738,2.734682547003429,90,90,90,90,1.0,0.6439348772601977,0.0160929152214713,0.0004499470461361,False,complete,90ref
real_even_odd,1.8,0.1,-0.1033173851313211,-0.1002679785196726,2.7889293089344376,90,90,90,90,1.0,0.6302291832926412,0.0178472784087251,0.0005075770498622,False,complete,90ref
real_even_odd,1.9,0.1,-0.1056372678992285,-0.10258786128758,2.8406546778223114,90,90,90,90,1.0,0.6250277254916331,0.0226423765742035,0.0005038084400764,False,complete,90ref
real_even_odd,2.0,0.1,-0.1079627139788312,-0.1049133073671827,2.8896016836701266,90,90,90,90,1.0,0.6044469405303673,0.0175668855535256,0.0005027913950243,False,complete,90ref
real_even_odd,2.1,0.1,-0.1114462601108602,-0.1083968534992117,2.934888476366542,90,90,90,90,1.0,0.5702139834642043,0.0196101268226472,0.0004322084584307,False,complete,90ref
real_even_odd,2.2,0.1,-0.1128002263943362,-0.1097508197826877,2.9800356228266005,90,90,90,90,1.0,0.5951726128222216,0.0258374903350512,0.0005760414459097,False,complete,90ref
real_even_odd,2.3,0.1,-0.1162452452336254,-0.1131958386219769,3.021024304078433,90,90,90,90,1.0,0.5974202411155864,0.0197127321756953,0.0005782185257605,False,complete,90ref
real_even_odd,2.4,0.1,-0.1165369779588374,-0.1134875713471889,3.063274892145678,90,90,90,90,1.0,0.6185093576743812,0.0284981764654411,0.0006140632620825,False,complete,90ref
real_even_odd,2.5,0.1,-0.1200394433851958,-0.1169900367735473,3.1005778336757714,90,90,90,90,1.0,0.6211270831719004,0.0236922523599258,0.0005801834787226,False,complete,90ref
teacher_nn,0.1,0.1,-0.008776399469645,0.0,0.0,90,90,90,90,1.0,0.5806542668008167,0.0011458230026631,0.0,True,complete,90ref
teacher_nn,0.2,0.1,-0.0260100114612531,-0.017233611991608,0.6756319159147168,90,90,90,90,1.0,0.6212621030864401,0.0065622552850917,0.0001687556652858,False,complete,90ref
teacher_nn,0.3,0.1,-0.0425191152088217,-0.0337427157391766,1.0644231640347157,90,90,90,90,1.0,0.5941702599805011,0.008127618888717,0.0002171462601587,False,complete,90ref
teacher_nn,0.4,0.1,-0.0564983991218114,-0.0477219996521664,1.3380090561604832,90,90,90,90,1.0,0.6364243789860148,0.0070774237681738,0.0002341641607438,False,complete,90ref
teacher_nn,0.5,0.1,-0.0667204465023377,-0.0579440470326927,1.5508398881919667,90,90,90,90,1.0,0.6047707590942036,0.0081144655875517,0.0002993756547197,False,complete,90ref
teacher_nn,0.6,0.1,-0.0762081859602476,-0.0674317864906026,1.7235996211896147,90,90,90,90,1.0,0.6042703139928541,0.0145155091862482,0.000354573236119,False,complete,90ref
teacher_nn,0.7,0.1,-0.0845924649255484,-0.0758160654559033,1.869303384635958,90,90,90,90,1.0,0.611746215600678,0.0124932557711168,0.0003926982005781,False,complete,90ref
teacher_nn,0.8,0.1,-0.0918544842550952,-0.0830780847854502,1.9955184989335244,90,90,90,90,1.0,0.6157307621313445,0.0176501507257054,0.0003746457223106,False,complete,90ref
teacher_nn,0.9,0.1,-0.0979823855954664,-0.0892059861258214,2.107125773421964,90,90,90,90,1.0,0.5970863666481083,0.0164477925538724,0.0003413254469524,False,complete,90ref
teacher_nn,1.0,0.1,-0.104666538778125,-0.09589013930848,2.2057593238225044,90,90,90,90,1.0,0.5853267950016423,0.016154341358012,0.000359725673393,False,complete,90ref
teacher_nn,1.1,0.1,-0.1092964745405743,-0.1005200750709292,2.296400839632033,90,90,90,90,1.0,0.6323424890348972,0.0172632423838015,0.0004335845871205,False,complete,90ref
teacher_nn,1.2,0.1,-0.1140949727104699,-0.1053185732408249,2.378578362345717,90,90,90,90,1.0,0.5847412842825941,0.0140694689937236,0.0003965212994321,False,complete,90ref
teacher_nn,1.3,0.1,-0.1186453550421646,-0.1098689555725195,2.4540381632228403,90,90,90,90,1.0,0.6360073293766574,0.0155646163337468,0.000409988511917,False,complete,90ref
teacher_nn,1.4,0.1,-0.1232731967300719,-0.1144967972604269,2.523488180737759,90,90,90,90,1.0,0.5937373488192939,0.0169028523207042,0.00045170565474,False,complete,90ref
teacher_nn,1.5,0.1,-0.1260966948219263,-0.1173202953522812,2.589629519646271,90,90,90,90,1.0,0.598384823165948,0.0167866417082323,0.0004467997042755,False,complete,90ref
teacher_nn,1.6,0.1,-0.1290406718255605,-0.1202642723559155,2.651197839269384,90,90,90,90,1.0,0.5853025846520398,0.019545037230338,0.0004940995531662,False,complete,90ref
teacher_nn,1.7,0.1,-0.1328227129096632,-0.1240463134400181,2.708015785860385,90,90,90,90,1.0,0.6114949532525888,0.0160555688646788,0.0003992427867157,False,complete,90ref
teacher_nn,1.8,0.1,-0.1355835261341965,-0.1268071266645515,2.7623901607895585,90,90,90,90,1.0,0.6143026974823487,0.0183563364324751,0.0004977300613695,False,complete,90ref
teacher_nn,1.9,0.1,-0.1371842004468677,-0.1284078009772226,2.814834738132669,90,90,90,90,1.0,0.5994936061483364,0.0181399111723049,0.0004676478531713,False,complete,90ref
teacher_nn,2.0,0.1,-0.1402427353557325,-0.1314663358860874,2.8630486551512218,90,90,90,90,1.0,0.5751004746421031,0.0199013150940348,0.0005563802642043,False,complete,90ref
teacher_nn,2.1,0.1,-0.1430229326203094,-0.1342465331506644,2.909038796715089,90,90,90,90,1.0,0.5826128578241764,0.0158475908845359,0.0004463838686803,False,complete,90ref
teacher_nn,2.2,0.1,-0.1448643415554326,-0.1360879420857876,2.9536985005235,90,90,90,90,1.0,0.6027400023053783,0.0197345050324399,0.0005571058164102,False,complete,90ref
teacher_nn,2.3,0.1,-0.1470523844466158,-0.1382759849769708,2.995944157723439,90,90,90,90,1.0,0.5868144651554487,0.0182868478392423,0.0005667680700582,False,complete,90ref
teacher_nn,2.4,0.1,-0.1480599219675239,-0.1392835224978789,3.037478940994988,90,90,90,90,1.0,0.6239334592491824,0.0236927990309107,0.0005576226137479,False,complete,90ref
teacher_nn,2.5,0.1,-0.1510676848912387,-0.1422912854215937,3.075276585027725,90,90,90,90,1.0,0.6283845596325497,0.01984881787625,0.0004937562450402,False,complete,90ref
