rule_id,rule_name,rule_label,rule_order,nmstv_mean,radius,n_units,delta_phi_energy_unit_mean,delta_phi_energy_unit_sem,phi_energy_raw_mean,phi_energy_raw_sem
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.27,30,-0.01985228650885521,0.0002675815171510011,-0.02295824012685905,0.000434118984516075
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.28,30,-0.020742682376521084,0.0003392092728317594,-0.02384863599452491,0.00047698727301204104
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.29,30,-0.02197938234967676,0.0003656226969399224,-0.0250853359676806,0.0005229788335182384
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.3,30,-0.023149369796119836,0.00036100119161536627,-0.026255323414123684,0.0004842900109209112
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.31,30,-0.02439113020354672,0.00030816331319372873,-0.02749708382155056,0.00046140205857666183
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.32,30,-0.02573799787850643,0.00033120801153070856,-0.02884395149651027,0.0004643264775508718
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.33,30,-0.02634099813789931,0.0003070482023872392,-0.029446951755903148,0.00044122352680220275
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.34,30,-0.027972734818110873,0.0003510647547962979,-0.031078688436114707,0.0004924934768951724
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.35,30,-0.029248933180032133,0.0003222765236074724,-0.03235488679803597,0.0004297883946029382
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.36,30,-0.02972974736035689,0.0005075373581260659,-0.03283570097836073,0.0006265879900383193
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.37,30,-0.03040310333149665,0.00030743287957834804,-0.03350905694950049,0.00036419515325696337
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.38,30,-0.03238061532612784,0.0003743317326326364,-0.03548656894413168,0.0005061896253513214
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.39,30,-0.03265251658155534,0.0003955808841972555,-0.035758470199559175,0.0004908318044860052
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.4,30,-0.034144706247324436,0.0003159220347406495,-0.037250659865328266,0.00042279797564292857
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.41,30,-0.03469510372971129,0.0004115754854881485,-0.037801057347715133,0.0005324894109821054
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.42,30,-0.035488831852371845,0.00040341336318617247,-0.038594785470375675,0.0005035952380667153
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.43,30,-0.036672648637537636,0.000417476536405847,-0.039778602255541466,0.0005260017382246491
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.44,30,-0.03804975992937133,0.00046387163012200127,-0.04115571354737516,0.0005621721957278117
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.45,30,-0.03866632804520246,0.0003980987701120442,-0.041772281663206304,0.0005114608064178899
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.46,30,-0.039346512778475236,0.0005178125515820169,-0.04245246639647907,0.0006329347324690875
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.47,30,-0.0408750658678941,0.000433242658083736,-0.043981019485897936,0.0005287876742448429
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.48,30,-0.04072147279615156,0.0004527988353108954,-0.04382742641415541,0.000581210365305718
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.49,30,-0.04209284843999632,0.000387630906755445,-0.04519880205800017,0.00048610683285517625
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.5,30,-0.04260951593684748,0.00032832480412992466,-0.04571546955485133,0.00037931287228248764
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.51,30,-0.042042760120017904,0.0005168518166769104,-0.04514871373802174,0.0006295473889080045
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.52,30,-0.04386666686948538,0.0004950360025615107,-0.04697262048748922,0.0005968537559249455
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.53,30,-0.04532349673682392,0.0004275036037707213,-0.04842945035482772,0.0005097141574215289
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.54,30,-0.044626694994866274,0.0004613947959903299,-0.04773264861287014,0.000575651845469894
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.55,30,-0.04634994015889462,0.00047496368522148373,-0.04945589377689847,0.0005693076635194446
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.56,30,-0.046892621363498116,0.00037591526497440927,-0.04999857498150196,0.0004290318400597054
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.57,30,-0.04724577721604597,0.0004698596042016468,-0.050351730834049827,0.0005294098706625613
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.58,30,-0.04825423913831194,0.00037908523951564666,-0.05136019275631578,0.00045107840238509865
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.59,30,-0.04889063341975534,0.0004331742592987095,-0.05199658703775919,0.0005481439870002232
