beta,cell_id,dataset_tag,dataset_id,ref_id,radius,H,logZ_H,logZ_H_full,R_H,gate_count,ess_H
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,2.5,6.0,-28.979589720714415,,0.20559103436653273,189,188.07535468862235
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,2.5,8.0,-27.3977233671958,,1.0,1024,1013.1116314495755
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,2.5,inf,-27.3977233671958,-33.34349378688384,1.0,1024,1013.1116314495755
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.5,4.0,-13.940938067978546,,0.04285344522781153,32,31.92514718623402
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.5,6.0,-10.790968832857404,,1.0,1024,998.2738794601996
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.5,8.0,-10.790968832857404,,1.0,1024,998.2738794601996
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.5,inf,-10.790968832857404,-15.756416396108687,1.0,1024,998.2738794601996
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.01,1.0,-0.005638432080817379,,1.0,1024,1023.9873870212459
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.01,2.0,-0.005638432080817379,,1.0,1024,1023.9873870212459
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.01,4.0,-0.005638432080817379,,1.0,1024,1023.9873870212459
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.01,6.0,-0.005638432080817379,,1.0,1024,1023.9873870212459
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.01,8.0,-0.005638432080817379,,1.0,1024,1023.9873870212459
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.01,inf,-0.005638432080817379,-5.3087366639673546,1.0,1024,1023.9873870212459
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,1.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,1.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,1.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,1.5,6.0,-21.28800187375075,,0.727141105843254,702,692.2408887069831
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,1.5,8.0,-20.96936714678793,,1.0,1024,997.4083558172459
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,1.5,inf,-20.96936714678793,-27.32841282609249,1.0,1024,997.4083558172459
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.1,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.1,2.0,-1.1847932428599488,,0.998403388638493,1020,968.7652746613925
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.1,4.0,-1.1831953555562185,,1.0,1024,971.2600558983669
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.1,6.0,-1.1831953555562185,,1.0,1024,971.2600558983669
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.1,8.0,-1.1831953555562185,,1.0,1024,971.2600558983669
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.1,inf,-1.1831953555562185,-6.60085634033666,1.0,1024,971.2600558983669
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,2.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,2.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,2.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,2.5,6.0,-20.316242707896954,,0.972671891588767,968,882.5941135522328
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,2.5,8.0,-20.288534241064944,,1.0,1024,915.7957918298093
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,2.5,inf,-20.288534241064944,-23.984021925143942,1.0,1024,915.7957918298093
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.5,4.0,-12.285975401183906,,0.117023936499383,100,99.5767932098076
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.5,6.0,-10.140598621539585,,1.0,1024,1009.2344435265156
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.5,8.0,-10.140598621539585,,1.0,1024,1009.2344435265156
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.5,inf,-10.140598621539585,-18.092530812694413,1.0,1024,1009.2344435265156
