eta,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sem,d_phi_energy_raw_dd_mean,d_phi_energy_raw_dd_sem,d2_phi_energy_raw_dd2_mean,d2_phi_energy_raw_dd2_sem,positive_curvature_mean
0.05,0.55,30,-0.07583312501058885,0.00047943666482729437,-0.09207715269797266,0.031432171779412744,-0.8746617207558642,2.2899788725637364,4.641730613197811
0.05,0.56,30,-0.07634100307214702,0.000590391152904416,-0.08799388893586099,0.02592613110315218,1.7354316588589722,2.2414434913940364,5.883128070364479
0.05,0.57,30,-0.07759300278930605,0.0005636312267821026,-0.05736851952079366,0.02120301197973983,2.466953042137947,2.2523642651720532,6.357216200656197
0.05,0.58,30,-0.07748837346256289,0.0006152938959904742,-0.03865482809310241,0.028228395257529664,-2.361956431158338,2.269226733633953,3.555315866540695
0.05,0.59,30,-0.07836609935116809,0.0005859676562898595,-0.10460764814396045,0.03022913963367992,-1.8811322312388257,2.2860225514484074,3.860825640877798
0.05,0.6,30,-0.07958052642544211,0.0003215228710323822,-0.07627747271787895,0.024609596623996956,4.35620298445853,2.65209685929024,8.157065969807375
0.05,0.61,30,-0.07989164880552567,0.0005575029746419376,-0.01748358845478978,0.031713160905119275,3.543921933879446,1.8983983294397901,6.1940587286327515
0.05,0.62,30,-0.0799301981945379,0.0005854425753031818,-0.0053990340402899776,0.029675286388844126,-2.0732808354708876,3.0041406820016308,4.670070533450217
0.05,0.63,30,-0.07999962948633146,0.0005691457830677255,-0.05894920516420756,0.032850758816573046,-4.036328508208039,2.6946954963106116,3.768965788822015
0.05,0.64,30,-0.08110918229782205,0.000490407794708489,-0.08612560420445084,0.031316974311035924,-0.8124476627800498,2.925222049981529,5.930586036845651
0.05,0.65,30,-0.08172214157042049,0.0006106226779727138,-0.07519815841980856,0.03385261851142723,2.4572667911591752,2.713639831705372,6.731298868608887
0.05,0.66,30,-0.08261314546621822,0.0005144078008277372,-0.0369802683812673,0.03182452714800176,1.1328960138841455,2.771210012832249,6.528870464942369
0.05,0.67,30,-0.08246174693804582,0.0005333935427387534,-0.05254023814212564,0.02788489303537257,-3.048682528191987,2.3980979785500316,3.772860630621017
0.05,0.68,30,-0.08366395022906074,0.00045406343569643416,-0.09795391894510709,0.02674570579645999,0.974577899017825,2.307538994288244,5.443466379991281
0.05,0.69,30,-0.08442082531694796,0.00047167559444876036,-0.033048680161770455,0.024455408895503537,3.672355747402096,2.118187773881706,6.382154025831428
0.05,0.7,30,-0.08432492383229614,0.0004335097047356024,-0.024506803997066135,0.02808919386293931,-0.6843638644205904,1.851514879596696,3.7963251225172248
0.05,0.71,30,-0.08491096139688928,0.000471029273939335,-0.04673595745018228,0.023464857948344266,-2.422941481782061,2.67308693539292,3.9948065171537963
0.05,0.72,30,-0.08525964298129977,0.0005094119667318719,-0.0729656336327074,0.03171778880976249,-1.6986447905071669,2.43556564839831,4.077961833674268
0.05,0.73,30,-0.08637027406954344,0.00044496175197748393,-0.08070885326032565,0.03103540894465207,0.8982531774726487,2.4101095993958497,5.510961172385977
0.05,0.74,30,-0.08687382004650629,0.0004449603392882237,-0.055000570083254416,0.026952629150583492,2.0219686132959045,2.801303365406668,6.367106170623958
0.05,0.75,30,-0.08747028547120853,0.000453419373203659,-0.040269480994407525,0.03232172543231498,1.5434143702445033,2.519557424897488,6.428775558167337
0.05,0.76,30,-0.08767920966639446,0.0005729079052955472,-0.024132282678364318,0.0280529960716103,-0.28870326684605757,3.266593492955838,6.8493301018126145
0.05,0.77,30,-0.08795293112477581,0.00041392429868229177,-0.04604354633132869,0.041493550785001845,-0.4896478602068253,2.5251218243557987,5.349443572856353
