beta,cell_id,dataset_tag,dataset_id,ref_id,radius,H,logZ_H,logZ_H_full,R_H,gate_count,ess_H
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,3,1.5,inf,-18.33859615041099,-23.744681052725984,1.0,1024,1011.958881972895
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,0.1,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,0.1,2.0,-2.481307227370075,,0.6170212607126184,488,466.94884244895024
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,0.1,4.0,-1.9984554299048713,,1.0,1024,905.9047061491552
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,0.1,6.0,-1.9984554299048713,,1.0,1024,905.9047061491552
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,0.1,8.0,-1.9984554299048713,,1.0,1024,905.9047061491552
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,0.1,inf,-1.9984554299048713,-7.944225849592917,1.0,1024,905.9047061491552
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,2.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,2.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,2.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,2.5,6.0,-18.831934333398866,,0.9907455223859045,1002,922.4814453538506
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,2.5,8.0,-18.82263676705834,,1.0,1024,936.0801413399498
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,2.5,inf,-18.82263676705834,-23.43320059836438,1.0,1024,936.0801413399498
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,0.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,0.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,0.5,4.0,-7.51003367516157,,0.9042968750000001,926,926.0000000000001
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,0.5,6.0,-7.409436104208297,,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,0.5,8.0,-7.409436104208297,,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,0.5,inf,-7.409436104208297,-12.104300379587603,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.01,1.0,-0.007431450179412797,,1.0,1024,1023.9678213191819
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.01,2.0,-0.007431450179412797,,1.0,1024,1023.9678213191819
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.01,4.0,-0.007431450179412797,,1.0,1024,1023.9678213191819
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.01,6.0,-0.007431450179412797,,1.0,1024,1023.9678213191819
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.01,8.0,-0.007431450179412797,,1.0,1024,1023.9678213191819
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.01,inf,-0.007431450179412797,-6.366477129483969,1.0,1024,1023.9678213191819
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,1.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,1.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,1.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,1.5,6.0,-24.29457378155658,,0.44628906250000017,457,457.00000000000017
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,1.5,8.0,-23.48778536685133,,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,1.5,inf,-23.48778536685133,-29.834025425451184,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.1,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.1,2.0,-1.1724290960640378,,0.9996017230403804,1023,974.734874261455
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.1,4.0,-1.1720307397710847,,1.0,1024,975.360839806983
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.1,6.0,-1.1720307397710847,,1.0,1024,975.360839806983
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.1,8.0,-1.1720307397710847,,1.0,1024,975.360839806983
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.1,inf,-1.1720307397710847,-4.867518423850084,1.0,1024,975.360839806983
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,2.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,2.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,2.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,2.5,6.0,-19.493031079906643,,0.9870675494939846,983,848.7388878858632
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,2.5,8.0,-19.480014277219766,,1.0,1024,867.8608729560607
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,2.5,inf,-19.480014277219766,-23.85973093018248,1.0,1024,867.8608729560607
