beta,cell_id,dataset_tag,dataset_id,ref_id,radius,H,logZ_H,logZ_H_full,R_H,gate_count,ess_H
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,0.1,1.0,-6.277313602138939,,0.004854757720763682,3,2.990367789045956
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,0.1,2.0,-0.949517520619605,,1.0,1024,987.4496005636189
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,0.1,4.0,-0.949517520619605,,1.0,1024,987.4496005636189
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,0.1,6.0,-0.949517520619605,,1.0,1024,987.4496005636189
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,0.1,8.0,-0.949517520619605,,1.0,1024,987.4496005636189
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,0.1,inf,-0.949517520619605,-5.560081351925642,1.0,1024,987.4496005636189
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,2.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,2.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,2.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,2.5,6.0,-24.568469250287578,,0.6416015624999998,657,656.9999999999997
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,2.5,8.0,-24.124681463172735,,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,2.5,inf,-24.124681463172735,-29.090129026424016,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.5,4.0,-10.890187758391455,,0.24081901955424653,246,245.99830986960603
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.5,6.0,-9.466478174584672,,1.0,1024,1023.9925034308822
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.5,8.0,-9.466478174584672,,1.0,1024,1023.9925034308822
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.5,inf,-9.466478174584672,-14.76957640647121,1.0,1024,1023.9925034308822
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.01,1.0,-0.010700036195570079,,1.0,1024,1023.952270033433
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.01,2.0,-0.010700036195570079,,1.0,1024,1023.952270033433
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.01,4.0,-0.010700036195570079,,1.0,1024,1023.952270033433
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.01,6.0,-0.010700036195570079,,1.0,1024,1023.952270033433
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.01,8.0,-0.010700036195570079,,1.0,1024,1023.952270033433
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.01,inf,-0.010700036195570079,-6.356940094795425,1.0,1024,1023.952270033433
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,1.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,1.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,1.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,1.5,6.0,-15.70464526919888,,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,1.5,8.0,-15.70464526919888,,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,1.5,inf,-15.70464526919888,-21.12230625397932,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,0.1,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,0.1,2.0,-1.3374096517430296,,0.9944618225063587,1011,956.8711684211531
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,0.1,4.0,-1.3318560816869447,,1.0,1024,965.3337965984751
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,0.1,6.0,-1.3318560816869447,,1.0,1024,965.3337965984751
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,0.1,8.0,-1.3318560816869447,,1.0,1024,965.3337965984751
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,0.1,inf,-1.3318560816869447,-5.71157273464966,1.0,1024,965.3337965984751
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,2.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,2.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,2.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,2.5,6.0,-25.36739218427475,,0.5341796875,547,547.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,2.5,8.0,-24.740369181097275,,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,2.5,inf,-24.740369181097275,-32.6923013722521,1.0,1024,1024.0
