rule,radius,n_units,target_ref_count,sampling_status,qc_diagnostic_pass,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,d_delta_phi_energy_dd,d2_delta_phi_energy_dd2,d_delta_phi_full_dd,d2_delta_phi_full_dd2
very_low_tv_spectral_teacher,0.54,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.55,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.56,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.57,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.58,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.59,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.6,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.61,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.62,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.63,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.64,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.65,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.66,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.67,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.68,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.69,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.7,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.71,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.72,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.73,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.74,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.75,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.76,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.77,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.78,0,30,partial_missing_units,False,,,,,,
