beta,radius,ref_count,dataset_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,delta_phi_full_std,delta_phi_full_unit_sem,delta_phi_full_dataset_mean_std,delta_phi_full_sem,delta_phi_full_ci95_half_width,delta_phi_full_ci95_low,delta_phi_full_ci95_high,delta_phi_energy_std,delta_phi_energy_unit_sem,delta_phi_energy_dataset_mean_std,delta_phi_energy_sem,delta_phi_energy_ci95_half_width,delta_phi_energy_ci95_low,delta_phi_energy_ci95_high,delta_phi_stripped_proxy_std,delta_phi_stripped_proxy_unit_sem,delta_phi_stripped_proxy_dataset_mean_std,delta_phi_stripped_proxy_sem,delta_phi_stripped_proxy_ci95_half_width,delta_phi_stripped_proxy_ci95_low,delta_phi_stripped_proxy_ci95_high,delta_phi_energy_stripped_std,delta_phi_energy_stripped_unit_sem,delta_phi_energy_stripped_dataset_mean_std,delta_phi_energy_stripped_sem,delta_phi_energy_stripped_ci95_half_width,delta_phi_energy_stripped_ci95_low,delta_phi_energy_stripped_ci95_high,uncertainty_method,claim
0.23,0.67,900,30,1.9004575830413604,-0.0009025533648342731,1.9004575830413604,-0.0009025533648342729,-2.168404344971009e-19,1.9013601364061947,0.00035057865073558097,1.1685955024519366e-05,0.00022190813020835713,4.051469620297026e-05,8.285255373507418e-05,1.9003747304876253,1.9005404355950954,0.000350578650735581,1.1685955024519367e-05,0.00022190813020838958,4.051469620297618e-05,8.285255373508629e-05,-0.0009854059185693594,-0.0008197008110991868,0.00035057865073558097,1.1685955024519366e-05,0.00022190813020835713,4.051469620297026e-05,8.285255373507418e-05,1.9003747304876253,1.9005404355950954,0.000350578650735581,1.1685955024519367e-05,0.00022190813020838953,4.0514696202976175e-05,8.285255373508628e-05,-0.0009854059185693592,-0.0008197008110991865,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.68,900,30,1.9152512525851122,-0.0009181483544411131,1.9152512525851122,-0.0009181483544411131,0.0,1.9161694009395533,0.00035412287604502646,1.1804095868167548e-05,0.00022485013872511865,4.105183101263779e-05,8.395099442084427e-05,1.9151673015906914,1.915335203579533,0.00035412287604502576,1.1804095868167525e-05,0.00022485013872505357,4.105183101262591e-05,8.395099442081999e-05,-0.001002099348861933,-0.0008341973600202932,0.00035412287604502635,1.1804095868167545e-05,0.00022485013872511865,4.105183101263779e-05,8.395099442084427e-05,1.9151673015906914,1.915335203579533,0.00035412287604502576,1.1804095868167525e-05,0.00022485013872505357,4.105183101262591e-05,8.395099442081999e-05,-0.001002099348861933,-0.0008341973600202932,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.69,900,30,1.9298280884252605,-0.0009343756684821365,1.9298280884252605,-0.0009343756684821365,0.0,1.9307624640937426,0.00035962066409194783,1.1987355469731594e-05,0.00022775221907696906,4.1581675970104795e-05,8.50345273588643e-05,1.9297430538979017,1.9299131229526194,0.00035962066409194805,1.1987355469731601e-05,0.00022775221907695182,4.1581675970101644e-05,8.503452735885786e-05,-0.0010194101958409944,-0.0008493411411232786,0.00035962066409194783,1.1987355469731594e-05,0.00022775221907696906,4.1581675970104795e-05,8.50345273588643e-05,1.9297430538979017,1.9299131229526194,0.00035962066409194805,1.1987355469731601e-05,0.00022775221907695182,4.1581675970101644e-05,8.503452735885786e-05,-0.0010194101958409944,-0.0008493411411232786,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.7,900,30,1.94419526834988,-0.0009502794680833339,1.94419526834988,-0.0009502794680833339,0.0,1.9451455478179633,0.0003651422346825669,1.217140782275223e-05,0.00023176495847400833,4.231429859848749e-05,8.653274063390691e-05,1.9441087356092461,1.9442818010905139,0.0003651422346825676,1.2171407822752252e-05,0.00023176495847399527,4.2314298598485105e-05,8.653274063390203e-05,-0.001036812208717236,-0.0008637467274494318,0.0003651422346825669,1.217140782275223e-05,0.00023176495847400833,4.231429859848749e-05,8.653274063390691e-05,1.9441087356092461,1.9442818010905139,0.0003651422346825676,1.2171407822752252e-05,0.0002317649584739953,4.2314298598485105e-05,8.653274063390203e-05,-0.001036812208717236,-0.0008637467274494318,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.71,900,30,1.9583580758127068,-0.0009665334667642854,1.9583580758127068,-0.0009665334667642854,0.0,1.9593246092794712,0.00036985707810504394,1.232856927016813e-05,0.00023511084865732016,4.292517177459915e-05,8.778197627905526e-05,1.9582702938364278,1.9584458577889858,0.00036985707810504383,1.2328569270168127e-05,0.0002351108486573083,4.292517177459698e-05,8.778197627905083e-05,-0.0010543154430433363,-0.0008787514904852346,0.00036985707810504383,1.2328569270168127e-05,0.00023511084865732016,4.292517177459915e-05,8.778197627905526e-05,1.9582702938364278,1.9584458577889858,0.00036985707810504383,1.2328569270168127e-05,0.0002351108486573083,4.292517177459698e-05,8.778197627905083e-05,-0.0010543154430433363,-0.0008787514904852346,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.72,900,30,1.9723224454609967,-0.0009829102167999205,1.9723224454609967,-0.0009829102167999205,0.0,1.9733053556777966,0.00037410123844652403,1.24700412815508e-05,0.0002374398157833493,4.335038105147053e-05,8.865152925025723e-05,1.9722337939317465,1.9724110969902469,0.00037410123844652777,1.2470041281550926e-05,0.0002374398157833077,4.3350381051462936e-05,8.86515292502417e-05,-0.0010715617460501621,-0.0008942586875496789,0.00037410123844652425,1.2470041281550809e-05,0.00023743981578334839,4.335038105147036e-05,8.865152925025689e-05,1.9722337939317465,1.9724110969902469,0.00037410123844652777,1.2470041281550926e-05,0.00023743981578330767,4.335038105146293e-05,8.865152925024168e-05,-0.0010715617460501621,-0.0008942586875496789,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.73,900,30,1.9860944568686736,-0.00099880116851902,1.9860944568686736,-0.00099880116851902,0.0,1.9870932580371925,0.0003792844038825418,1.2642813462751393e-05,0.00024134488256664834,4.406334544006287e-05,9.010954142492856e-05,1.9860043473272486,1.9861845664100986,0.0003792844038825378,1.264281346275126e-05,0.00024134488256659042,4.40633454400523e-05,9.010954142490694e-05,-0.001088910709943927,-0.0009086916270941131,0.00037928440388254207,1.2642813462751403e-05,0.00024134488256664834,4.406334544006287e-05,9.010954142492856e-05,1.9860043473272486,1.9861845664100986,0.0003792844038825378,1.264281346275126e-05,0.0002413448825665904,4.406334544005229e-05,9.010954142490693e-05,-0.001088910709943927,-0.0009086916270941131,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.74,900,30,1.9996789530966597,-0.001014610964069102,1.9996789530966597,-0.001014610964069102,0.0,2.000693564060729,0.000383945093892138,1.27981697964046e-05,0.00024425791136045276,4.4595189300405784e-05,9.119716211932983e-05,1.9995877559345403,1.999770150258779,0.00038394509389213854,1.2798169796404618e-05,0.0002442579113604248,4.459518930040068e-05,9.11971621193194e-05,-0.0011058081261884215,-0.0009234138019497827,0.000383945093892138,1.27981697964046e-05,0.00024425791136045276,4.4595189300405784e-05,9.119716211932983e-05,1.9995877559345403,1.999770150258779,0.00038394509389213854,1.2798169796404618e-05,0.0002442579113604248,4.459518930040068e-05,9.11971621193194e-05,-0.0011058081261884215,-0.0009234138019497827,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.75,900,30,2.01308007383034,-0.0010312362912792787,2.01308007383034,-0.0010312362912792787,0.0,2.0141113101216193,0.00038828486330652135,1.2942828776884044e-05,0.00024739191562897945,4.516737757813563e-05,9.236728714728736e-05,2.0129877065431927,2.0131724411174874,0.0003882848633065171,1.2942828776883904e-05,0.0002473919156289205,4.516737757812488e-05,9.236728714726538e-05,-0.001123603578426544,-0.0009388690041320134,0.00038828486330652135,1.2942828776884044e-05,0.00024739191562897945,4.516737757813563e-05,9.236728714728736e-05,2.0129877065431927,2.0131724411174874,0.0003882848633065171,1.2942828776883904e-05,0.0002473919156289206,4.5167377578124884e-05,9.236728714726539e-05,-0.0011236035784265442,-0.0009388690041320134,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.76,900,30,2.026304009717175,-0.001047322743167948,2.026304009717175,-0.001047322743167948,0.0,2.027351332460343,0.0003926816260497875,1.3089387534992918e-05,0.00024983086063085715,4.561266597614993e-05,9.32779019212266e-05,2.026210731815254,2.0263972876190963,0.00039268162604978957,1.3089387534992985e-05,0.0002498308606307945,4.561266597613849e-05,9.32779019212032e-05,-0.0011406006450891512,-0.0009540448412467448,0.0003926816260497875,1.3089387534992918e-05,0.00024983086063085715,4.561266597614993e-05,9.32779019212266e-05,2.026210731815254,2.0263972876190963,0.00039268162604978957,1.3089387534992985e-05,0.0002498308606307945,4.561266597613849e-05,9.32779019212032e-05,-0.0011406006450891512,-0.0009540448412467448,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.77,900,30,2.0393550160640803,-0.0010632615857896672,2.0393550160640803,-0.0010632615857896672,0.0,2.04041827764987,0.0003973020274640318,1.3243400915467727e-05,0.0002532264199711022,4.6232607458149795e-05,9.454568225191632e-05,2.0392604703818282,2.0394495617463324,0.00039730202746403776,1.3243400915467925e-05,0.0002532264199711234,4.6232607458153664e-05,9.454568225192424e-05,-0.0011578072680415914,-0.000968715903537743,0.0003973020274640318,1.3243400915467727e-05,0.0002532264199711022,4.6232607458149795e-05,9.454568225191632e-05,2.0392604703818282,2.0394495617463324,0.00039730202746403776,1.3243400915467925e-05,0.0002532264199711234,4.6232607458153664e-05,9.454568225192424e-05,-0.0011578072680415914,-0.000968715903537743,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.78,900,30,2.0522371555524677,-0.0010794568331784831,2.0522371555524677,-0.0010794568331784831,0.0,2.0533166123856463,0.00040265710679073533,1.3421903559691178e-05,0.00025699570518698486,4.692078163761968e-05,9.595299844893223e-05,2.0521412025540187,2.0523331085509167,0.00040265710679073457,1.3421903559691153e-05,0.00025699570518708,4.6920781637637046e-05,9.595299844896776e-05,-0.0011754098316274508,-0.0009835038347295155,0.00040265710679073533,1.3421903559691178e-05,0.00025699570518698486,4.692078163761968e-05,9.595299844893223e-05,2.0521412025540187,2.0523331085509167,0.00040265710679073457,1.3421903559691153e-05,0.00025699570518708,4.6920781637637046e-05,9.595299844896776e-05,-0.0011754098316274508,-0.0009835038347295155,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.79,900,30,2.0649547647594058,-0.0010958678925589408,2.0649547647594058,-0.0010958678925589408,0.0,2.0660506326519648,0.0004062208277703209,1.3540694259010697e-05,0.00025935311080521535,4.73511830490511e-05,9.683316933530949e-05,2.0648579315900704,2.065051597928741,0.0004062208277703283,1.3540694259010943e-05,0.0002593531108051844,4.7351183049045446e-05,9.683316933529793e-05,-0.0011927010618942387,-0.0009990347232236429,0.0004062208277703209,1.3540694259010697e-05,0.00025935311080521535,4.73511830490511e-05,9.683316933530949e-05,2.0648579315900704,2.065051597928741,0.00040622082777032824,1.3540694259010941e-05,0.0002593531108051844,4.7351183049045446e-05,9.683316933529793e-05,-0.0011927010618942387,-0.0009990347232236429,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.8,900,30,2.0775125202115476,-0.001111952100240549,2.0775125202115476,-0.001111952100240549,0.0,2.0786244723117884,0.0004120435253593163,1.3734784178643876e-05,0.00026309056825249,4.803354629958043e-05,9.822860218264198e-05,2.077414291609365,2.07761074881373,0.0004120435253593162,1.3734784178643872e-05,0.00026309056825252403,4.803354629958664e-05,9.822860218265467e-05,-0.0012101807024232037,-0.0010137234980578942,0.0004120435253593163,1.3734784178643876e-05,0.00026309056825249,4.803354629958043e-05,9.822860218264198e-05,2.077414291609365,2.07761074881373,0.0004120435253593162,1.3734784178643872e-05,0.00026309056825252403,4.803354629958664e-05,9.822860218265467e-05,-0.0012101807024232037,-0.0010137234980578942,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.81,900,30,2.089914191184344,-0.0011279199786548772,2.089914191184344,-0.001127919978654877,-2.168404344971009e-19,2.091042111162999,0.0004157488924627437,1.385829641542479e-05,0.00026620502518619107,4.8602165738569245e-05,9.93914289353741e-05,2.0898147997554086,2.0900135826132797,0.00041574889246274766,1.3858296415424922e-05,0.0002662050251862444,4.860216573857898e-05,9.939142893539401e-05,-0.0012273114075902712,-0.0010285285497194832,0.0004157488924627437,1.385829641542479e-05,0.00026620502518619107,4.8602165738569245e-05,9.93914289353741e-05,2.0898147997554086,2.0900135826132797,0.00041574889246274766,1.3858296415424922e-05,0.0002662050251862444,4.860216573857898e-05,9.939142893539401e-05,-0.001227311407590271,-0.001028528549719483,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.82,900,30,2.102162981529407,-0.0011444009709498902,2.102162981529407,-0.0011444009709498902,0.0,2.1033073825003568,0.00042024285242817935,1.4008095080939311e-05,0.00026827988759285345,4.898098205318539e-05,0.00010016610829876412,2.102062815421108,2.102263147637706,0.0004202428524281792,1.4008095080939306e-05,0.0002682798875928133,4.898098205317806e-05,0.00010016610829874912,-0.0012445670792486394,-0.001044234862651141,0.00042024285242817935,1.4008095080939311e-05,0.00026827988759285345,4.898098205318539e-05,0.00010016610829876412,2.102062815421108,2.102263147637706,0.0004202428524281792,1.4008095080939306e-05,0.00026827988759281333,4.8980982053178065e-05,0.00010016610829874914,-0.0012445670792486394,-0.001044234862651141,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.83,900,30,2.114264028162625,-0.0011599520565073412,2.114264028162625,-0.0011599520565073412,0.0,2.1154239802191324,0.0004226373198209841,1.408791066069947e-05,0.000271049053525226,4.9486560268730485e-05,0.00010120001574955384,2.1141628281468754,2.1143652281783747,0.00042263731982098237,1.4087910660699412e-05,0.00027104905352513277,4.948656026871346e-05,0.00010120001574951903,-0.0012611520722568602,-0.0010587520407578223,0.0004226373198209841,1.408791066069947e-05,0.000271049053525226,4.9486560268730485e-05,0.00010120001574955384,2.1141628281468754,2.1143652281783747,0.00042263731982098237,1.4087910660699412e-05,0.0002710490535251328,4.948656026871347e-05,0.00010120001574951905,-0.0012611520722568602,-0.0010587520407578223,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.84,900,30,2.126218765301176,-0.0011767001921590499,2.126218765301176,-0.0011767001921590499,0.0,2.127395465493335,0.00042840720001107574,1.4280240000369192e-05,0.00027465534785185426,5.014497651929622e-05,0.00010254647698196077,2.126116218824194,2.126321311778158,0.0004284072000110827,1.4280240000369422e-05,0.000274655347851842,5.014497651929398e-05,0.00010254647698195619,-0.001279246669141006,-0.0010741537151770938,0.0004284072000110752,1.4280240000369173e-05,0.00027465534785185426,5.014497651929622e-05,0.00010254647698196077,2.126116218824194,2.126321311778158,0.0004284072000110827,1.4280240000369422e-05,0.000274655347851842,5.014497651929398e-05,0.00010254647698195619,-0.001279246669141006,-0.0010741537151770938,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.85,900,30,2.13803311012487,-0.001192162933877566,2.13803311012487,-0.001192162933877566,0.0,2.1392252730587478,0.00043144047562432834,1.4381349187477612e-05,0.0002766227175611336,5.050416744220444e-05,0.00010328102241930807,2.137929829102451,2.1381363911472895,0.00043144047562433056,1.4381349187477685e-05,0.00027662271756114486,5.050416744220649e-05,0.00010328102241931227,-0.0012954439562968783,-0.0010888819114582538,0.00043144047562432834,1.4381349187477612e-05,0.0002766227175611336,5.050416744220444e-05,0.00010328102241930807,2.137929829102451,2.1381363911472895,0.0004314404756243306,1.4381349187477686e-05,0.00027662271756114486,5.050416744220649e-05,0.00010328102241931227,-0.0012954439562968783,-0.0010888819114582538,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.86,900,30,2.1497079916181696,-0.0012087255103452326,2.1497079916181696,-0.0012087255103452326,0.0,2.150916717128515,0.0004369249495791935,1.4564164985973115e-05,0.00028001724958848944,5.112392136338995e-05,0.00010454841918813245,2.1496034431989814,2.1498125400373578,0.0004369249495791968,1.4564164985973227e-05,0.0002800172495884736,5.1123921363387066e-05,0.00010454841918812654,-0.0013132739295333591,-0.001104177091157106,0.0004369249495791935,1.4564164985973115e-05,0.00028001724958848944,5.112392136338995e-05,0.00010454841918813245,2.1496034431989814,2.1498125400373578,0.0004369249495791968,1.4564164985973227e-05,0.0002800172495884736,5.1123921363387066e-05,0.00010454841918812654,-0.0013132739295333591,-0.001104177091157106,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.87,900,30,2.1612491955764224,-0.0012238013903387369,2.1612491955764224,-0.0012238013903387364,-4.336808689942018e-19,2.1624729969667613,0.00044063186178495246,1.4687728726165083e-05,0.00028336909937270283,5.173588260878412e-05,0.00010579987993496352,2.1611433956964876,2.161354995456357,0.00044063186178495024,1.4687728726165008e-05,0.00028336909937273677,5.173588260879031e-05,0.00010579987993497618,-0.001329601270273713,-0.0011180015104037607,0.0004406318617849523,1.4687728726165076e-05,0.00028336909937270283,5.173588260878412e-05,0.00010579987993496352,2.1611433956964876,2.161354995456357,0.00044063186178495024,1.4687728726165008e-05,0.00028336909937273677,5.173588260879031e-05,0.00010579987993497618,-0.0013296012702737126,-0.0011180015104037602,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.88,900,30,2.172657245918671,-0.0012399562250245465,2.172657245918671,-0.0012399562250245465,0.0,2.1738972021436953,0.0004434852207967215,1.4782840693224049e-05,0.00028542733392043,5.211166310559299e-05,0.00010656835105093765,2.17255067756762,2.1727638142697216,0.00044348522079672273,1.4782840693224091e-05,0.0002854273339204228,5.211166310559168e-05,0.00010656835105093498,-0.0013465245760754816,-0.0011333878739736114,0.0004434852207967215,1.4782840693224049e-05,0.00028542733392043,5.211166310559299e-05,0.00010656835105093765,2.17255067756762,2.1727638142697216,0.00044348522079672273,1.4782840693224091e-05,0.0002854273339204228,5.211166310559168e-05,0.00010656835105093498,-0.0013465245760754816,-0.0011333878739736114,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.89,900,30,2.1839365278719094,-0.001255789621887201,2.1839365278719094,-0.001255789621887201,0.0,2.1851923174937964,0.0004474811044713332,1.4916036815711106e-05,0.00028843855902234504,5.2661435076941206e-05,0.00010769263473234477,2.183828835237177,2.184044220506642,0.00044748110447133643,1.4916036815711215e-05,0.00028843855902236114,5.266143507694415e-05,0.00010769263473235077,-0.0013634822566195518,-0.0011480969871548502,0.0004474811044713332,1.4916036815711106e-05,0.00028843855902234504,5.2661435076941206e-05,0.00010769263473234477,2.183828835237177,2.184044220506642,0.00044748110447133643,1.4916036815711215e-05,0.0002884385590223611,5.266143507694414e-05,0.00010769263473235076,-0.0013634822566195518,-0.0011480969871548502,std_over_ref_units_sem_ci95_over_dataset_means,pass
