rule,ref_id,delta_phi_r_0.1,delta_phi_r_0.2,delta_phi_r_0.3,delta_phi_r_0.4,delta_phi_r_0.5,delta_phi_r_0.6,delta_phi_r_0.7,delta_phi_r_0.8,delta_phi_r_0.9,delta_phi_r_1.0,delta_phi_r_1.1,delta_phi_r_1.2,delta_phi_r_1.3,delta_phi_r_1.4,delta_phi_r_1.5,delta_phi_r_1.6,delta_phi_r_1.7,delta_phi_r_1.8,delta_phi_r_1.9,delta_phi_r_2.0,delta_phi_r_2.1,delta_phi_r_2.2,delta_phi_r_2.3,delta_phi_r_2.4,delta_phi_r_2.5
low_tv_spectral_teacher,1029,0.0,-0.0128861327395587,-0.0251572351810178,-0.0386695237538863,-0.0466234249935225,-0.0529948887071054,-0.0543221590694401,-0.0639747024772286,-0.0684712176455381,-0.0742989123429508,-0.0758309167327917,-0.0819409820125787,-0.0867898538768718,-0.0858241690424949,-0.0882540844067342,-0.0988326900937557,-0.0957859853488439,-0.1032784072249988,-0.1043539069830876,-0.1041733081139331,-0.1092883869955137,-0.1056527484892245,-0.1213876684624318,-0.1111341575956903,-0.1145579965327028
random_label,0,0.0,-0.0785671207496376,-0.127474615429953,-0.1370071931497511,-0.1258650060626731,-0.1305031224372506,-0.1274170214613413,-0.1289533764905404,-0.1326500884254446,-0.1312004323440163,-0.1302205041382378,-0.1358338144033855,-0.1351606126405511,-0.1385460730569022,-0.1354320684296538,-0.1399221184054598,-0.1376149080094075,-0.1378200808112187,-0.1385504876054188,-0.1436539821389286,-0.1418123246745417,-0.1446612228309903,-0.1482474421431876,-0.1452526474164743,-0.151288953042177
random_label,1,0.0,-0.0592432578746068,-0.1020112771957621,-0.1167763856182926,-0.1244845060986056,-0.1283446413432543,-0.1257478691589117,-0.1256758193166714,-0.1300036212818396,-0.1312356040747224,-0.1283914823095124,-0.1329264783127906,-0.136207084674836,-0.1326162443798247,-0.136852623686611,-0.1370066989657441,-0.1373703170001278,-0.140687153283119,-0.1410616162275351,-0.1409953664331371,-0.1449452285779066,-0.1446091611080249,-0.1471004370851003,-0.1439747574741967,-0.1480445337100179
random_label,2,0.0,-0.0643227835423006,-0.11848109385079,-0.1273340236895202,-0.1290208338218465,-0.1261776981036966,-0.125422950465814,-0.1260153905512313,-0.1240986522821259,-0.125400879700161,-0.1277840956560341,-0.1280246049908139,-0.129822903250465,-0.132664421176506,-0.1349653327903661,-0.1323723639544476,-0.13434040396089,-0.1321525309074535,-0.1359440894847761,-0.1339462649358927,-0.141636747131546,-0.1403666533301865,-0.1430366323415276,-0.1379459114876505,-0.1433074378927406
random_label,3,0.0,-0.0625054601354341,-0.1192727326327044,-0.1415013723124438,-0.1332220860643747,-0.1449821692639381,-0.1461488890171408,-0.1392070954534514,-0.1413781798879503,-0.1411354691839951,-0.1393574242786505,-0.1418267398860896,-0.1382854833882305,-0.1497739741650678,-0.1472746894575279,-0.1444176101156334,-0.1423610697673203,-0.1503949759723638,-0.1516573573147357,-0.1498573714287232,-0.1535769716208147,-0.1517186135488783,-0.150183893024746,-0.1561135266184121,-0.1582671188039338
random_label,4,0.0,-0.0598164611084011,-0.1074502569436384,-0.1261624427532844,-0.1357826812523591,-0.1363697623120502,-0.1402367266747659,-0.1354302768446462,-0.1387691218023821,-0.1376175170892144,-0.140127559933249,-0.1416384206017696,-0.1429353576436284,-0.1406356130349131,-0.1433820114960423,-0.1462711390250141,-0.1491322645254075,-0.1477399651440689,-0.1512625906249042,-0.1539698480224285,-0.1494346373134088,-0.1539233882374722,-0.1533382048444993,-0.1587787414395056,-0.1604091198206346
random_label,5,0.0,-0.0766321559482468,-0.1183972982127775,-0.1219505127220585,-0.1230483519194819,-0.1170003949482793,-0.1187899448888648,-0.1189962609163733,-0.1214128110909865,-0.1238581625440441,-0.1238659063219763,-0.1243280431760061,-0.1289516412620313,-0.128402530921904,-0.1276251018329416,-0.1282649010937842,-0.1303539260323868,-0.1335291850938601,-0.1377781060244733,-0.1302998788021387,-0.1351821172702433,-0.1344835785387496,-0.1352225696870408,-0.1383623358747723,-0.1375986742723158
random_label,6,0.0,-0.0534282415939039,-0.1170916147768368,-0.1381868988019851,-0.126938556905069,-0.1341658923256286,-0.1343519453748367,-0.1364196290550925,-0.1363620386357554,-0.1324135058403339,-0.1366069438644652,-0.1360565955493291,-0.1358317138313622,-0.142572761797862,-0.1362977353403194,-0.1445743413282719,-0.1427767328772074,-0.1433734939379233,-0.1458383311327583,-0.1477099183581371,-0.1509695020769384,-0.1459575630793091,-0.1511906942687846,-0.1527825859963943,-0.1533071189543836
random_label,7,0.0,-0.0602771198176344,-0.1164731414759078,-0.138361462038136,-0.1389450792336214,-0.1429181756537282,-0.1406803081340056,-0.1382303761184291,-0.1411106995547272,-0.1380140063874743,-0.1434251361916165,-0.1393441967664348,-0.1401579244180034,-0.1407043450217628,-0.1467019140054007,-0.1433774127342211,-0.1494041421449433,-0.1507131382591937,-0.1497334536360139,-0.1506767540358929,-0.1480256995329535,-0.1498135702063432,-0.1546269004625768,-0.1591979257776231,-0.1570573518599883
random_label,8,0.0,-0.0663901524042437,-0.1187222778751062,-0.1365119025372362,-0.1332531489773327,-0.1368835317087265,-0.132062801244868,-0.13744963717831,-0.1327526232344834,-0.1383393241268214,-0.1358765376844932,-0.139843221645787,-0.1418562087720241,-0.1404064867549415,-0.1404231910266354,-0.1390022934013682,-0.1411240816063342,-0.1426454913019398,-0.1473688349389311,-0.1432986897575226,-0.1479029674145666,-0.1473785702341681,-0.1513411340021463,-0.1506838094389031,-0.1552788835219734
random_label,9,0.0,-0.0664905142296738,-0.1126176624477185,-0.138477911350449,-0.1339741938312237,-0.1401632690009149,-0.1353468811764644,-0.1368134518087703,-0.1366874705891664,-0.1363314378162085,-0.134526761234151,-0.1385538871963043,-0.1372018487165236,-0.1362858744412808,-0.1425563204332459,-0.1401670596441165,-0.1455279079687299,-0.1404699048945755,-0.1396052283796688,-0.1457131100234873,-0.1490632063790109,-0.1484938382824199,-0.148139533430279,-0.1501832582822585,-0.1481651180836646
random_label,10,0.0,-0.0782646619676309,-0.1124522227501912,-0.1418331970824213,-0.1271184106009097,-0.1281390503092992,-0.1290833467522669,-0.1259825604902626,-0.1279212076461416,-0.1347933373505356,-0.1353622284589779,-0.136967171348627,-0.1337720315039138,-0.1333654621549829,-0.1354847124704973,-0.1398438510434906,-0.1416038635264523,-0.1409006197025568,-0.1367966328219198,-0.1462108188366224,-0.1470472643382779,-0.144969450742344,-0.1487224463527296,-0.147737811634262,-0.1516284496856347
random_label,11,0.0,-0.067759138970309,-0.1267629913942634,-0.1246681687648133,-0.122534570368947,-0.1278433014318541,-0.1236014479176665,-0.1264394748585916,-0.1281624424712774,-0.1299737913448481,-0.1263186700140129,-0.131024384723945,-0.1362929107137774,-0.1362281652173627,-0.1335471981016908,-0.1392102358879322,-0.1368949979239079,-0.1368209473157472,-0.139340808221902,-0.1389263002676232,-0.142618010774294,-0.1458198987992893,-0.1469718337660737,-0.1449466853729597,-0.1467762642270592
random_label,12,0.0,-0.0687437273367266,-0.1176986174483739,-0.124344061965938,-0.1321349827881221,-0.1328414964250765,-0.1349525512286127,-0.1322637563559628,-0.1383198206839463,-0.1380612141017823,-0.1377915903073935,-0.138451251613641,-0.1391588411407597,-0.144082833697747,-0.1390321385998737,-0.1407315529286102,-0.1454274458133794,-0.1402088343123857,-0.1462975997146507,-0.1495599480428618,-0.1512075148029606,-0.1523584283351855,-0.1557399451955176,-0.1510252163290863,-0.1539169875630119
random_label,13,0.0,-0.0646417153673531,-0.1136804393772725,-0.1377650190425343,-0.1362636438063183,-0.1347684706199834,-0.1350778442144994,-0.1348921080230523,-0.1368816168198088,-0.1379400956029617,-0.13993742520359,-0.1418137019230689,-0.1404186245552361,-0.1418064730772255,-0.1417653769528772,-0.1424098059233257,-0.1454135884480299,-0.1478775007829053,-0.1445597132707288,-0.1495974628499954,-0.1434963805524287,-0.1459090802495118,-0.1521217372252366,-0.1517407367897678,-0.1517222550893443
random_label,14,0.0,-0.0616888436383516,-0.1222040655833507,-0.129450525070117,-0.1347005888397207,-0.1352832923200464,-0.1411812372648744,-0.1358208118251243,-0.1371372043926093,-0.1407384555135243,-0.1356471764759754,-0.1404854795698596,-0.1392048577466127,-0.1436578669632137,-0.1467516222754391,-0.1408349966840561,-0.1460447965904359,-0.1473954651649166,-0.144778284446379,-0.1484373940236474,-0.1477886791799151,-0.1470620467353018,-0.150535432386745,-0.1529843182640487,-0.1560693087465957
random_label,15,0.0,-0.0804215918968352,-0.1190882219100089,-0.1286854997804055,-0.1253290582713057,-0.128368326719224,-0.1273605960571878,-0.129979432742849,-0.1314485362264687,-0.1301196006927134,-0.1304161227392923,-0.1346911829843402,-0.1326822474079567,-0.1382225586825248,-0.1353560246782222,-0.1394077048231973,-0.1372027371274078,-0.140052690990682,-0.1403183130172604,-0.1418422011909335,-0.1462120427274147,-0.1473585388468014,-0.1465870638507611,-0.1451116889383271,-0.1524606997874289
random_label,16,0.0,-0.0561852909071626,-0.1054720315116095,-0.119259747190151,-0.1203660305096686,-0.1230569300886571,-0.1274878428265225,-0.126727322876813,-0.1266695603026871,-0.1271514713897757,-0.1299562283371646,-0.1336298128583429,-0.1329123397313769,-0.1347340761124108,-0.1315863286317108,-0.1359036562150094,-0.1353340762688843,-0.1389372492629557,-0.1363040908551439,-0.1373333052747051,-0.1425228235808539,-0.1416210496999994,-0.1435882535589374,-0.1430168743986457,-0.1440026424171327
random_label,17,0.0,-0.0612887148001481,-0.1178441105026435,-0.1366686913434831,-0.1363071428700242,-0.1316493131381488,-0.1352620700116189,-0.1362820948283457,-0.1343176261369671,-0.1387800176298685,-0.1336807290642961,-0.1360782549276587,-0.1409072723522733,-0.1365990693046497,-0.1411420500294975,-0.1402728919151206,-0.1436772302920454,-0.1421587780396982,-0.1450723507759822,-0.1462651904616027,-0.1443535094075451,-0.1482608891043867,-0.152993003742081,-0.1505399485369394,-0.1556605250001443
random_label,18,0.0,-0.0593801639860076,-0.0969794845927541,-0.1231590631463711,-0.1281662689128443,-0.1231040106150388,-0.1279825689004693,-0.127057008865227,-0.1261888655118516,-0.1273325055366794,-0.1276777286918401,-0.127552946847132,-0.1314297359923517,-0.135024004702931,-0.1358156569754339,-0.1353722992429818,-0.1356901876050148,-0.1360057731555068,-0.1395889602871029,-0.1390178224850547,-0.1377173010548419,-0.1422326504918376,-0.1440936391900516,-0.1453793951976783,-0.1427141588476558
random_label,19,0.0,-0.0707892452195407,-0.1195522349224921,-0.1359083937384833,-0.1343398087811869,-0.136065564833779,-0.1338714058890547,-0.1325764038980506,-0.1309331082108056,-0.1349218205740943,-0.1352223864449846,-0.1345918192627682,-0.1363875125587219,-0.1395938744885434,-0.139356974336865,-0.1426908885891404,-0.1389258919385652,-0.143571061607412,-0.1441031473075821,-0.1450712171409378,-0.1493257701947175,-0.1477624022578318,-0.1490975702524002,-0.1486763447958508,-0.1510959975640264
random_label,20,0.0,-0.0612263332826104,-0.1109026644628422,-0.1257741719488185,-0.1332619260686161,-0.137537385031514,-0.1302302471489205,-0.132993108094433,-0.1394600949830624,-0.1339880874926527,-0.1369428678016699,-0.1361349863030092,-0.1415764961942786,-0.1414875688939788,-0.1440062321354371,-0.1442506436860213,-0.143772934228698,-0.1478195529152984,-0.1423887043075916,-0.1474215883664325,-0.1520756493238877,-0.1493972604804108,-0.1527477307948497,-0.1515988789195594,-0.1584541398229307
random_label,21,0.0,-0.0734642415454479,-0.1293304567175775,-0.1326832979433394,-0.1352545215422108,-0.134278145165326,-0.1275127999392454,-0.1323413428480185,-0.1327494607952154,-0.1331201598897216,-0.133065794486188,-0.1313818627073181,-0.1383618700006294,-0.1364833618147265,-0.1408447974247079,-0.1412203909675832,-0.144226406979287,-0.1421527854376513,-0.142421146540396,-0.1443310306013145,-0.1492808783201568,-0.1465607287875903,-0.1464781579377669,-0.1526696337188036,-0.1478351101149947
random_label,22,0.0,-0.0700255880893318,-0.111803914468316,-0.1321202276449525,-0.1341624579123401,-0.1316095109531932,-0.1310337559226829,-0.1337274463012778,-0.1292640058552861,-0.1322036173878802,-0.1333453159570448,-0.1335862326651054,-0.1348824651163653,-0.1362669065984024,-0.1360898294977935,-0.139234405294355,-0.1381563688980938,-0.1419358920786276,-0.1478697276302404,-0.1477387212501386,-0.1471015804502409,-0.1486063866408547,-0.1475402394213779,-0.1456111359107776,-0.1466633841608136
random_label,23,0.0,-0.0736640212165087,-0.1210703925929557,-0.13678542676452,-0.1421168110056033,-0.134718538691112,-0.1359042009081315,-0.1361323344115686,-0.1336262834477402,-0.1328245217327271,-0.1325830381151663,-0.1367439041380059,-0.138651239114586,-0.1387492128231387,-0.1368411404068843,-0.1441247514784321,-0.140808119190727,-0.1423596966568054,-0.1398971217780245,-0.1448315511547674,-0.1422899579942499,-0.1460095021806064,-0.1506101377605784,-0.1507861066485769,-0.1529322079168172
random_label,24,0.0,-0.0639106488746519,-0.1206731301477701,-0.1262864311128877,-0.1347148458222941,-0.1320155676573894,-0.1306470088592945,-0.132619782264877,-0.1333242716340291,-0.1366337898699935,-0.1352920823151341,-0.133363344016665,-0.1389057129391667,-0.1359508055720045,-0.1406295480606824,-0.1431370171427239,-0.1388994458387735,-0.1445427076153113,-0.1425682761352723,-0.1437604403565826,-0.1472237935398314,-0.149083355511909,-0.1507510816756846,-0.1454938086665178,-0.1558576322768213
random_label,25,0.0,-0.0866429907729841,-0.1257835529715783,-0.134710162184263,-0.1343799148940007,-0.126831022881373,-0.1296506482553932,-0.1253416147722831,-0.1265539356611849,-0.1259893733845104,-0.1309217582924095,-0.1251132819147721,-0.1302619923956555,-0.1318855061554556,-0.1354124763983719,-0.1330391126418376,-0.1344503477072469,-0.1382549916867993,-0.1351184598682423,-0.1383292774452389,-0.1432172591301059,-0.1430769277969547,-0.1482400244853744,-0.142237420489645,-0.1452034563611643
random_label,26,0.0,-0.0625414362855484,-0.1015895138255551,-0.1252670643211114,-0.1256616601286115,-0.1272994678004897,-0.1267630686997744,-0.1271909754214317,-0.1299277050847287,-0.1280429019844956,-0.1294922389446076,-0.1337375968040607,-0.1317835100994404,-0.1369060225731068,-0.1380988661197593,-0.1384672307613395,-0.1401522117151383,-0.1363190991310059,-0.1387483017284847,-0.142152959681357,-0.1454835535717429,-0.1461218987416715,-0.1409320832962429,-0.1465322914307203,-0.1491436151685682
random_label,27,0.0,-0.0555641185400185,-0.10939398291597,-0.1250807367725444,-0.1304809624041405,-0.1306570864854089,-0.1328965771846866,-0.1351056707080836,-0.1307448912074348,-0.1354758542087207,-0.1347630602376915,-0.1396674876960538,-0.137705143776955,-0.1403447854029154,-0.1389896686556419,-0.1436570092635241,-0.1425033605020393,-0.1456883303032573,-0.1475286741572478,-0.1428354448078518,-0.1488114426652486,-0.1516234530951365,-0.1516686567762309,-0.1540425175575984,-0.1510019759654754
random_label,28,0.0,-0.0619261961505722,-0.1070512180434232,-0.130737375628585,-0.139782640672087,-0.1373735031175207,-0.1406866641779543,-0.1347576423623177,-0.1389440772138482,-0.1425965579593056,-0.1377235544913884,-0.1387339247935748,-0.1426807754221377,-0.1403209787538811,-0.1414940922412959,-0.1416777396968092,-0.1433319846207792,-0.1431182085492569,-0.1501713525433275,-0.1442684900571293,-0.151175705733171,-0.1521634114715409,-0.1516210530491933,-0.1579094281942795,-0.1528159320665056
random_label,29,0.0,-0.0577614817060714,-0.1072926233344873,-0.1290829668445986,-0.1296253911287824,-0.1331126265881829,-0.1352042083396803,-0.1318171714655036,-0.1352860035370602,-0.1388816842001437,-0.1402258728804721,-0.1392152439651678,-0.1403202224824586,-0.1379066162562078,-0.144774857005174,-0.1421709482595626,-0.145705557817864,-0.1458346509844509,-0.1503365354364332,-0.147448706805342,-0.1455265807421029,-0.1488289063212385,-0.1493324860047526,-0.1510032570588487,-0.1507618527053927
random_label,30,0.0,-0.0676466274150938,-0.118939222546514,-0.1244074996136241,-0.1222947152779686,-0.1203097877119987,-0.1228646828700258,-0.1262716074711483,-0.1250988275735887,-0.1234590889787081,-0.12678915781354,-0.13051029056684,-0.1315067264086879,-0.1253565701341286,-0.1298882517322596,-0.1356285020537765,-0.1371678819204809,-0.1320519544279177,-0.1356310689892243,-0.1351912169398772,-0.1375008508243668,-0.1388984243932728,-0.1395410972785545,-0.1427242194842884,-0.1430964667342703
random_label,31,0.0,-0.0759522606939936,-0.1166939026248648,-0.1374643852765024,-0.1381679759091405,-0.1350498620440413,-0.1412345528062851,-0.1335247996768651,-0.1369212259791192,-0.1363029592689484,-0.1400784974348876,-0.1341321304371912,-0.1371603090572701,-0.1415764482781251,-0.1468672121424777,-0.1435260815309301,-0.1463560778379833,-0.1460362804230708,-0.1450417696169684,-0.1448736721868243,-0.1490779328845838,-0.1489648634240213,-0.151567368078274,-0.1505991824524037,-0.1548961952325586
random_label,32,0.0,-0.0728058188933618,-0.1148289770701499,-0.1287488069792864,-0.119836042495902,-0.1295374983014038,-0.1327080873043957,-0.1322431376340913,-0.1326533020386494,-0.1322440998075779,-0.1341437845085839,-0.1375805577602152,-0.1347045929324423,-0.1414088315479666,-0.1403396092060783,-0.1369213534292918,-0.1433031249591693,-0.1440675631293825,-0.1458088164429891,-0.1483570480618995,-0.150319137803544,-0.149115278827476,-0.1471945123705916,-0.1477745729288536,-0.1491751357791204
random_label,33,0.0,-0.0733430842032758,-0.1153285922127904,-0.1333882467334836,-0.132571325989204,-0.1306066002129114,-0.1293607799828342,-0.1365906982587996,-0.1319438459122761,-0.1364401350056872,-0.1394084182901766,-0.1329544457678901,-0.134223329562529,-0.1391401070280142,-0.1422814717257354,-0.1428685498922285,-0.144916035726166,-0.1443602627202331,-0.1433832371741068,-0.1486008231683249,-0.1442186099705082,-0.1490776411640014,-0.1522760564481649,-0.1530555091840393,-0.155420729908035
random_label,34,0.0,-0.0598837173349188,-0.1009369841984224,-0.1161133485008591,-0.1294277186384041,-0.1262806248429432,-0.1286879064998149,-0.1290467069412153,-0.1305110005404324,-0.1313079638378852,-0.1304336388898075,-0.1357536830948446,-0.1327569726288556,-0.1365815906666819,-0.1393658045407406,-0.139154015036137,-0.1360055986104571,-0.1404216450674327,-0.1366924808849298,-0.1442462256275299,-0.1397881276305776,-0.1471919827291045,-0.1476427529109982,-0.1506393780893162,-0.1538243785609623
random_label,35,0.0,-0.0741645859907272,-0.1182624955133345,-0.132356656753313,-0.1331982008582651,-0.1350747518306871,-0.1331732665106446,-0.1337395398718974,-0.1347644074748909,-0.1390813200212857,-0.1389761953459549,-0.1397348759223894,-0.1383077988772827,-0.1431701121430338,-0.1440741481583455,-0.1429073106374093,-0.1439372747982878,-0.1443481066135645,-0.1474409477189641,-0.1453986691145526,-0.1543313411597891,-0.1518401375880611,-0.1499041162847052,-0.1538585548093445,-0.1535574901624835
random_label,36,0.0,-0.061105648680903,-0.1096804809428803,-0.1402153772519553,-0.1305571235891761,-0.1281109152732255,-0.1299560662220402,-0.1361472510148657,-0.1341526075326428,-0.1346226870687426,-0.1352708112190532,-0.1364554457761622,-0.1383096819912723,-0.1341310054334982,-0.137887962221838,-0.1395632870495819,-0.1396246925861946,-0.1440569641600358,-0.1440613849312211,-0.1439845897736191,-0.1427208041700383,-0.1458507819175616,-0.1470862955765067,-0.1480591758954056,-0.1530169485087035
random_label,37,0.0,-0.0713894568266917,-0.1169039987584245,-0.1339660058964914,-0.1384819355017638,-0.135602752269982,-0.1353201096732447,-0.135998630845284,-0.1375991740440888,-0.1391810421300596,-0.1374721907503182,-0.1387825375520713,-0.1439736711017056,-0.1455196342066003,-0.1412474962575847,-0.1436846861098364,-0.1490877794680573,-0.1471035193014241,-0.1467011002968911,-0.1499205486278715,-0.150681637600658,-0.1496188130351737,-0.1503573648348946,-0.1544280100890316,-0.1513984162126079
random_label,38,0.0,-0.0632722970105912,-0.1145203785530517,-0.1306030128415106,-0.1315364674433432,-0.1344656111517078,-0.1329992028538467,-0.1347867320339369,-0.1314729469462355,-0.1334908095089558,-0.1362424955181565,-0.1396689913044174,-0.1348358389743763,-0.1413897092031061,-0.1421649328803069,-0.1440781820858441,-0.1420708970313192,-0.1463685141583129,-0.1476014690119775,-0.143671122006048,-0.1462823352176448,-0.1484253192582283,-0.1519777784939053,-0.1541172437664177,-0.1516101199227348
random_label,39,0.0,-0.0553399543953192,-0.1106004039213079,-0.1357780496464561,-0.129898328319131,-0.1311220969012511,-0.1329693812532326,-0.1330423196444216,-0.1292811452594872,-0.1366273700642515,-0.1349427860693217,-0.1327628810238346,-0.1352273431445489,-0.1400845410984906,-0.1381829049915513,-0.1364661453025303,-0.1421511369099728,-0.1421086812734167,-0.140710175903911,-0.1444784580714737,-0.1492266930636605,-0.1472540800620703,-0.1509021164679482,-0.1504408014734315,-0.1456464642435191
random_label,40,0.0,-0.0708285852643409,-0.1136938476703496,-0.1157463277637458,-0.1201485101789462,-0.1226945729632242,-0.1201166104563465,-0.1197490783754703,-0.1216219955190173,-0.1234205788933063,-0.1258218971345296,-0.1285253512911336,-0.1298748707922717,-0.1285583895542797,-0.1286088758965742,-0.1317737632809208,-0.1292595914156384,-0.1353655741031123,-0.1375149040295406,-0.1338360921278822,-0.1329211691906425,-0.1357652438967939,-0.1312472285946326,-0.1394070693477282,-0.145591017490252
random_label,41,0.0,-0.0846976606260886,-0.131948765525499,-0.1465838977087197,-0.1305386576247195,-0.1291125539429496,-0.1339381395520299,-0.1295751844204719,-0.126178459444632,-0.1302085424173771,-0.1315617876337757,-0.1368214406373425,-0.1378318078601157,-0.1333930078735822,-0.1346404971127813,-0.1371191255612587,-0.1356764634702873,-0.1407175508754471,-0.1384370528780752,-0.1421399781721249,-0.1444499367698248,-0.1434529052650463,-0.1430245056052799,-0.1476289090062042,-0.147885013168381
random_label,42,0.0,-0.0687123589520494,-0.1222787561834175,-0.1401417455490339,-0.135669251916579,-0.1281005304892111,-0.1324864498418347,-0.1347112554852794,-0.1345997774134872,-0.1325957733994294,-0.1332148407279108,-0.137834531399418,-0.13640459220484,-0.1421852780308311,-0.1413136438264345,-0.1414184625920216,-0.1455934921392666,-0.1431910223540348,-0.1418113003841168,-0.1470008752154277,-0.1463079250550337,-0.1493117764283318,-0.1448152630246848,-0.1523472662449393,-0.1479652588313418
random_label,43,0.0,-0.0667638416120233,-0.1135167775357563,-0.1430810974167352,-0.138251050157896,-0.1364317421548305,-0.1412734318495956,-0.1349409240572068,-0.1377953882600713,-0.1385159961248756,-0.1405310601205064,-0.1407959486052537,-0.143427261411482,-0.1444519384164307,-0.1478075962139597,-0.1427473169283992,-0.1472904821711419,-0.1500695645264229,-0.149348435096375,-0.1504917057619081,-0.1510647261698128,-0.1516466323829828,-0.1528733644109703,-0.1501203734352415,-0.1584055459789682
random_label,44,0.0,-0.0541601469440369,-0.1017763271514492,-0.1224992290227587,-0.1250603828314911,-0.1236892118790875,-0.1283342089261798,-0.1307238194440173,-0.1292248064915905,-0.1318950453960041,-0.1343427993862571,-0.135301798443768,-0.1312664976325004,-0.1342781544235997,-0.1387201715044156,-0.137101703910407,-0.1403902764527328,-0.1429297962300892,-0.1390865871683497,-0.1406454689795415,-0.1466646628288582,-0.1472832414766728,-0.1479016155034347,-0.1480452010484459,-0.1532111331820288
random_label,45,0.0,-0.0696441372256263,-0.1196703517604448,-0.1255136146954946,-0.1298293603747641,-0.1297815293867885,-0.1287662051420708,-0.1305924210096824,-0.1309783417469694,-0.1319896091693322,-0.1274737408768044,-0.1330091296625255,-0.1336219649128139,-0.1350591883617411,-0.1354037479507402,-0.1319674281016063,-0.1375020786902041,-0.1391419804632832,-0.1401018853253508,-0.143115571812574,-0.14104719569733,-0.1405162457583012,-0.1430593856161007,-0.1459300801001805,-0.1431018629679718
random_label,46,0.0,-0.0846859234139745,-0.1261856983340292,-0.1254793137896277,-0.1216325003514269,-0.1214349916800118,-0.118731297652297,-0.1208780674299052,-0.1261422586897205,-0.1231451638054054,-0.1234026693069962,-0.1240799691005117,-0.1242251471360521,-0.1265319530904266,-0.1274128929505422,-0.1312534173698553,-0.126225454756015,-0.1304532673661398,-0.1387712212350207,-0.1355661908535746,-0.135384544110711,-0.1370871802489426,-0.1348199080438151,-0.1405279045679307,-0.1421672881700096
random_label,47,0.0,-0.0603901249890679,-0.1125991024757612,-0.1299243249533053,-0.1350856760934861,-0.1326684135030827,-0.1352673656281651,-0.1312274950023251,-0.1379431621405082,-0.1350346335748508,-0.140680838588747,-0.1405410893232836,-0.1420481093075472,-0.1422521378779494,-0.1456905167205618,-0.1400482239145037,-0.1430871480236231,-0.1487385480894875,-0.146291334910482,-0.149294232258257,-0.1467984220403211,-0.1525880824539601,-0.1509928531599637,-0.146372996346688,-0.1504390347304402
random_label,48,0.0,-0.0628704438003307,-0.1045794540337911,-0.1212501439508241,-0.1251517124943126,-0.1262610479790858,-0.1285278138896729,-0.1303959482708169,-0.1334869222370743,-0.1293521247570607,-0.1329239637818387,-0.1337486519719098,-0.1333887952368282,-0.1370112280509313,-0.1369128894297519,-0.1327455169099602,-0.1383664112920858,-0.1427822247682338,-0.1412233040218866,-0.140552427677913,-0.1446202824631942,-0.1431092847128752,-0.1486538903989703,-0.14686463986435,-0.1482256399820309
random_label,49,0.0,-0.0554185019385356,-0.1060557789093817,-0.1255660320610897,-0.137376705017576,-0.1352091606413661,-0.1355739187054397,-0.1348474907944699,-0.1373741059326455,-0.1344190821906129,-0.1330967707849697,-0.13697363230016,-0.1388498617559399,-0.1403174479713113,-0.1413320025792361,-0.1426980958032541,-0.14718712589227,-0.1450802007028743,-0.1467539598959963,-0.1476405044455898,-0.1528761570253529,-0.1473178717625277,-0.1472735251812286,-0.1494945687229014,-0.1517535503216908
random_label,50,0.0,-0.0665547786837058,-0.1206379913790171,-0.1297262458740247,-0.1265927904525025,-0.1254816436171069,-0.1296445758283704,-0.1308890930428594,-0.1323724181122205,-0.1305551925249257,-0.1343434073172721,-0.1312072915944595,-0.134287669871036,-0.1366404886501575,-0.1363487022511376,-0.1386263736390223,-0.1361533492386198,-0.1412542669562473,-0.140558532606301,-0.1361744777321414,-0.1441155627786302,-0.1461029272447464,-0.1477478705785239,-0.1464015470578226,-0.1493609479267646
random_label,51,0.0,-0.0703586975361576,-0.1077956606427656,-0.1275990711115933,-0.1296533162610312,-0.1315835337538687,-0.1267695245547484,-0.1307489601875395,-0.1283205934096757,-0.1311106320885406,-0.1341583672260289,-0.1346350587240956,-0.1375129884221297,-0.1349984826794799,-0.1379573970305176,-0.1389010516004038,-0.136134895899736,-0.1429084044740147,-0.1393452061711509,-0.1423956762404518,-0.139606747168425,-0.1403492901313316,-0.1497410280872771,-0.1459308623526239,-0.1506481295603576
random_label,52,0.0,-0.0660317923236554,-0.1263343370493595,-0.1308064186193987,-0.1320350255961174,-0.1343229015418497,-0.1307846380690821,-0.1287987890301872,-0.1338449514393103,-0.1336438809162531,-0.1380656080864697,-0.1337162244564632,-0.1355543105242923,-0.1349284041969935,-0.1380250735077348,-0.1406575906758357,-0.140918278383506,-0.1401380106347667,-0.1426680903031906,-0.145084346685932,-0.1489466156334891,-0.1484904161764801,-0.141929610195458,-0.1457082031948987,-0.1511445593204562
random_label,53,0.0,-0.0594993709956935,-0.1078617576355241,-0.1223837102779402,-0.1269883272375718,-0.1345825591682257,-0.1324126430121799,-0.1360127044683037,-0.133668895071378,-0.1366083205040819,-0.1369278725888377,-0.1373790588807734,-0.1374425092819284,-0.142182537449519,-0.1416432600289073,-0.1415432749045018,-0.1458092720507215,-0.1484862856441441,-0.144140345777831,-0.1404189550393668,-0.1522040252144635,-0.1524112852738706,-0.1556246434915835,-0.1508707558390881,-0.1526364710932037
