rule,ref_id,delta_phi_r_0.1,delta_phi_r_0.2,delta_phi_r_0.3,delta_phi_r_0.4,delta_phi_r_0.5,delta_phi_r_0.6,delta_phi_r_0.7,delta_phi_r_0.8,delta_phi_r_0.9,delta_phi_r_1.0,delta_phi_r_1.1,delta_phi_r_1.2,delta_phi_r_1.3,delta_phi_r_1.4,delta_phi_r_1.5,delta_phi_r_1.6,delta_phi_r_1.7,delta_phi_r_1.8,delta_phi_r_1.9,delta_phi_r_2.0,delta_phi_r_2.1,delta_phi_r_2.2,delta_phi_r_2.3,delta_phi_r_2.4,delta_phi_r_2.5
teacher_nn,0,0.0,-0.0160629198820796,-0.0354758591093709,-0.0483188336187661,-0.052884571846684,-0.0672624665996381,-0.0754248827741907,-0.0811311907060077,-0.0832168646467227,-0.0977118033569586,-0.1042226740845711,-0.1057796729210642,-0.1081497936144514,-0.1150242350421392,-0.1106788390078937,-0.1201511102351808,-0.1216475616626508,-0.1186421932960423,-0.125072700135327,-0.1358904642777508,-0.1360336354824281,-0.1402495064400698,-0.1436497400698247,-0.141727638036803,-0.1405967625780803
teacher_nn,1,0.0,-0.0178251245297807,-0.0339069048171339,-0.0442209438017194,-0.0595542817163362,-0.069687007840332,-0.0766076659322215,-0.0841722283110866,-0.0891286099438706,-0.0966053198016695,-0.099635833491078,-0.1095335505052677,-0.1064362433251905,-0.1105539596679027,-0.1193532775128809,-0.1212360913546216,-0.1276902085209382,-0.1286180857599895,-0.1312839641694412,-0.1291938011409621,-0.1285571952480199,-0.1363469438498973,-0.1355074559927769,-0.1342808084493987,-0.1442175641070136
teacher_nn,2,0.0,-0.0195396735372292,-0.0337888148052052,-0.0498750596162238,-0.0610395266562579,-0.0666271808963281,-0.0771947574315791,-0.0889475447288624,-0.0885887062470563,-0.0976627569584962,-0.1015951964643262,-0.0945110163741928,-0.103200196220642,-0.1143841374883016,-0.1213519283380018,-0.1193944591051017,-0.1257196127791917,-0.1254834897835698,-0.129015896148674,-0.1294267887215854,-0.1397324294116304,-0.1442073433845711,-0.1366469171811549,-0.1401766303705266,-0.1345149607428357
teacher_nn,3,0.0,-0.0183881709076033,-0.0358883912173369,-0.0483815322770602,-0.055191436072443,-0.0672813992824285,-0.0715453228731751,-0.0861997369228698,-0.0898998267525924,-0.0959741363448291,-0.0925452140620891,-0.1075375513782225,-0.1067677361796331,-0.1132227121899795,-0.1178407182781581,-0.1215406099030051,-0.1291718207710937,-0.1259616763331826,-0.124978861992615,-0.1168825072717158,-0.1329720713459065,-0.1412308110267291,-0.1358516686819985,-0.1380402611824435,-0.1410797779574836
teacher_nn,4,0.0,-0.0192352685875819,-0.0348444724372246,-0.0488734455290022,-0.0597861767836537,-0.0665556090471658,-0.080007690485269,-0.0825696304557079,-0.0817099156943874,-0.0894678842903539,-0.1006143872871035,-0.1070419472444115,-0.1074122216057129,-0.1123130310302318,-0.1181623258784065,-0.1164494877148355,-0.117492890398029,-0.1218905595420294,-0.1224153664473811,-0.1220768835406278,-0.1358233242654686,-0.1297126387061306,-0.1327571271860461,-0.1353259736962102,-0.1317240588452245
teacher_nn,5,0.0,-0.0174425789943521,-0.0327782789811715,-0.0448928068204883,-0.0536211626612406,-0.0621628962465474,-0.0731766839903847,-0.0770642943751509,-0.0873476838759484,-0.0996849795303117,-0.100359712718628,-0.1081340304087848,-0.1061388119925309,-0.1166075088394993,-0.12162464324464,-0.1197168466402632,-0.1216206447241213,-0.1305072314005098,-0.1210516771785913,-0.1208888468317691,-0.1373581873881878,-0.1372893636520052,-0.1396224780725535,-0.1326609083590531,-0.1451485967457091
teacher_nn,6,0.0,-0.0192355120634774,-0.0352995348764282,-0.0477174823616461,-0.0588605099700263,-0.0703904972475528,-0.0784950849544378,-0.0902728541053557,-0.0924459332909173,-0.0981929314649497,-0.1043494628459551,-0.100969777352381,-0.1072927410942306,-0.116889936843474,-0.1141948580869328,-0.1186357271166972,-0.1153866874945093,-0.1237906707757203,-0.125662606772949,-0.1268848752091691,-0.1359667097981305,-0.133225713011676,-0.1310576951774048,-0.1428021100155931,-0.140397441296759
teacher_nn,7,0.0,-0.0161274543366363,-0.0347660378564122,-0.0494250363666761,-0.0538186595665143,-0.0650055549755336,-0.0686894995194995,-0.0778356063368041,-0.0870960077860599,-0.0988842168092554,-0.0989850621604444,-0.102167064052793,-0.1103376086570986,-0.1156771913533257,-0.1163071733938073,-0.1120858347071789,-0.122381323924212,-0.1212203085956065,-0.1260328253164145,-0.1197064088616257,-0.1409886470836882,-0.1320833883369864,-0.1377941060808981,-0.1390328631918547,-0.1430440754107359
teacher_nn,8,0.0,-0.0179688712481301,-0.0343575275667122,-0.0498121609358099,-0.0617373006425329,-0.0687490706970756,-0.0753107078929771,-0.0865599139486364,-0.0869651729212009,-0.0924392987944599,-0.1027484882076089,-0.1083912657926809,-0.1092508814349749,-0.1184688454995583,-0.1212371076511351,-0.1175829815693001,-0.123332074118134,-0.118870564384446,-0.1293907834692179,-0.1365879022345421,-0.1367933049836751,-0.1396861380908005,-0.1384179088812112,-0.1337622852270471,-0.141868866482216
teacher_nn,9,0.0,-0.0162816957744178,-0.033752263217757,-0.0465074902022789,-0.0564021894680985,-0.0670282547166565,-0.0792438694507401,-0.0749784523285773,-0.0894821993001779,-0.0998252485685682,-0.1042387106696525,-0.1115199552555745,-0.117700366984334,-0.112955727926679,-0.1202250276569601,-0.1265311195658611,-0.120170615453306,-0.1316880650873632,-0.124298556816461,-0.1300189414674141,-0.1280738861394,-0.1364677096178418,-0.1421104897978978,-0.1366559476325409,-0.1348117676699778
teacher_nn,10,0.0,-0.0178463743860362,-0.0339898008239265,-0.0463461211654101,-0.0524444976394177,-0.0601469100561989,-0.0704496464493218,-0.0788413997415843,-0.0898758216050616,-0.1014724340180409,-0.1001837496938164,-0.1014146751483242,-0.102961605400027,-0.1115784846730521,-0.1039609141099861,-0.1173801977612493,-0.1244170445078446,-0.1190299165374865,-0.1316326389212216,-0.1305502874673254,-0.1371314006246209,-0.1354632449738598,-0.1332403808267097,-0.1383898778823661,-0.1494138707437961
teacher_nn,11,0.0,-0.0171762172648163,-0.0338323655998807,-0.0488110223571305,-0.0592465778811009,-0.0639973387307553,-0.0776360017189288,-0.084846495349074,-0.0858523908306894,-0.0968621625111362,-0.104325219825325,-0.0995335270818383,-0.1095057783033596,-0.1146426085272883,-0.1222394294963237,-0.1162798842601365,-0.1316621252531093,-0.1287699710197783,-0.1243533973040979,-0.13286957416209,-0.1370014476998879,-0.1413436729723041,-0.136347492775219,-0.1442277644473724,-0.143200729534997
teacher_nn,12,0.0,-0.015567720656519,-0.0327255022029741,-0.0456706337854745,-0.0575709544486107,-0.0658370252782087,-0.0778949462079108,-0.0820931931226711,-0.0914648110508288,-0.096648710774664,-0.1006114063376329,-0.1020625836293737,-0.1074958108218244,-0.1150905138160757,-0.1163837263000507,-0.1245571093110244,-0.1257010472012863,-0.1196130389315681,-0.1287409375516454,-0.1273376509781048,-0.1361665646726285,-0.1360701745795453,-0.1407036778374236,-0.1451916312139842,-0.1413770016500073
teacher_nn,13,0.0,-0.0182260974859245,-0.0353191903724423,-0.0446183269900421,-0.0600629961125124,-0.0613288638898131,-0.0694113457167396,-0.0837999777067396,-0.0870950529993842,-0.0912630200322562,-0.0993482504301342,-0.0960813461979717,-0.1096466257387547,-0.1109818211915173,-0.1174067726493764,-0.1174364757267533,-0.1190565296650495,-0.1275958934233917,-0.125992427450847,-0.1272660086572795,-0.1269079824219778,-0.1301914103496062,-0.129818777036551,-0.1390504150460987,-0.1302193780976734
teacher_nn,14,0.0,-0.0142715840504037,-0.0356004792385788,-0.04880278767133,-0.0579133454061998,-0.0693653881949105,-0.0806061797856054,-0.0746754906337729,-0.0926317825713126,-0.0904704355378821,-0.1030192618760927,-0.1056453620630607,-0.1143240141538198,-0.1212067289056105,-0.1235168861429906,-0.1237250144969236,-0.1265345042811564,-0.1237300680271201,-0.1310980547437012,-0.1366030935530814,-0.1395226904357867,-0.1387290064642616,-0.1502805851218469,-0.1472684135327683,-0.1369361373562975
teacher_nn,15,0.0,-0.0181833793846253,-0.0357585992674616,-0.0482323562698358,-0.0571332666253858,-0.0706894739844192,-0.0743651967788234,-0.0896092450235063,-0.0853224526635053,-0.0964684791397013,-0.100495890196712,-0.107406546440895,-0.1002795773168586,-0.1158745898002298,-0.1158322722251752,-0.112896762400835,-0.1259150429381155,-0.1252303777589541,-0.1333934197658896,-0.1253471255553666,-0.1298454340992242,-0.1409574853312238,-0.1375029966810806,-0.1355716524367136,-0.1368039602917589
teacher_nn,16,0.0,-0.0146411662721532,-0.0288961789634494,-0.0445035354752975,-0.0581343534197003,-0.0647928817207168,-0.0758328335805948,-0.0849248857026237,-0.091954800974951,-0.0985137900274682,-0.0972379989047511,-0.1107107438229308,-0.1123563390524454,-0.1179527645001285,-0.1128683002012721,-0.1231687678584652,-0.126797714239207,-0.1297217737071012,-0.1355379775515482,-0.1397021390148137,-0.1394083406399505,-0.1378873723617931,-0.1399061420952275,-0.1408393294204115,-0.1469898603947137
teacher_nn,17,0.0,-0.0178189999314841,-0.0362170279080304,-0.0469733194750403,-0.055732588917276,-0.0679078931607314,-0.0770267680623212,-0.0830849943193979,-0.0904418776845788,-0.0995403271836725,-0.0995175677498625,-0.1105223038342475,-0.1112414685954328,-0.1170527735650084,-0.1091139053699151,-0.1228711224662452,-0.1201119920594666,-0.1268325195265954,-0.1235027367670675,-0.1334965734407739,-0.1370637733888821,-0.1360215361552227,-0.1337282956077924,-0.1490428864571222,-0.140580193107688
teacher_nn,18,0.0,-0.0176439044671903,-0.0364462974790584,-0.0464351847737394,-0.0596517752503855,-0.0628630872276041,-0.0761082091184719,-0.0783033109655772,-0.0904433062855757,-0.0950619630843707,-0.1005274797708615,-0.1033088762626439,-0.1078143758190868,-0.110980430477727,-0.1164785423136126,-0.1169100148565131,-0.1214833046011894,-0.1271449034853773,-0.1298102613230182,-0.1300981399875364,-0.1332376444036647,-0.1305046179468487,-0.1364308742619998,-0.1393311253708933,-0.1398133810779875
teacher_nn,19,0.0,-0.0190258695009898,-0.0346416721528965,-0.0476910795445788,-0.0617050807880222,-0.0712679052186518,-0.0770636725111175,-0.0836620083195824,-0.0932474508154593,-0.0971162775008961,-0.0987806277130148,-0.1083399309397341,-0.1048128319455668,-0.1158235392756235,-0.1130257564315285,-0.1298705412257104,-0.1187920228474095,-0.1231563597093141,-0.1238865932622188,-0.1267405950171022,-0.1295186272907338,-0.1380720706290418,-0.1398292651162139,-0.1356524995740247,-0.1402362830559714
teacher_nn,20,0.0,-0.0138158182861193,-0.0312676204446589,-0.0418885327287177,-0.0557793652446417,-0.0690209939724039,-0.0730959507538031,-0.0721534595027106,-0.0873403505894216,-0.1001751644599515,-0.1028710097488516,-0.1105450062679596,-0.1133933334247513,-0.1096590156126671,-0.1179100526969711,-0.1235833631155911,-0.1266573020622163,-0.12702449904102,-0.1267902521696235,-0.1328526369305341,-0.1447443487789532,-0.1409892535629521,-0.140444716991944,-0.1409060814204976,-0.1395803393001757
teacher_nn,21,0.0,-0.0165814661679459,-0.0281221589146295,-0.0445570358739229,-0.0566806888326639,-0.0708576686920936,-0.0714372274279248,-0.0829485992684891,-0.0898662248856421,-0.0964084950131929,-0.0938317758673617,-0.1088395285414978,-0.1051675264638677,-0.1160672175726558,-0.1188984260249935,-0.1206664142689336,-0.1207215488430943,-0.1386695530931573,-0.1294279053158403,-0.1254421571924571,-0.1387864577614976,-0.1375927611654036,-0.1508161458399352,-0.1493081467576314,-0.1359479832193786
teacher_nn,22,0.0,-0.0187165945917381,-0.0359045608195497,-0.0525042328549177,-0.0606465929509594,-0.0708057092168625,-0.0768119903021889,-0.0869943936729423,-0.0901785139291337,-0.0892948434091455,-0.1036676104199336,-0.107978131328931,-0.1086766440097227,-0.1073990684773365,-0.1158157963054603,-0.1191309126047219,-0.1245730192343011,-0.1273083124376364,-0.1267935440585604,-0.1313721526062987,-0.1324424919859002,-0.133581535316574,-0.1403273037693999,-0.1225216977068536,-0.1439086514912635
teacher_nn,23,0.0,-0.0171013443567056,-0.0350049917304507,-0.051007850326148,-0.0613706239147867,-0.0646721260444201,-0.0745518359802686,-0.0807935904305564,-0.0853350342196527,-0.0986973369512943,-0.0944007661586016,-0.1004382200297046,-0.1087262779858903,-0.114017653625418,-0.1127532201329494,-0.1218509321575173,-0.1286563331017365,-0.1315045885541639,-0.1277479346087211,-0.1289068829195134,-0.130241737600175,-0.1352019760657589,-0.138230213952074,-0.1349072010954727,-0.1453108770668544
teacher_nn,24,0.0,-0.0179291837882856,-0.0325283404740744,-0.0464352046301058,-0.062417187072215,-0.0706993553048926,-0.0704091731257169,-0.0824052748625543,-0.0922344357752074,-0.0945059192350673,-0.0947934291084251,-0.1079380243573928,-0.1143825759898511,-0.1092144526039758,-0.1123414343007421,-0.11952506824973,-0.1213592595315478,-0.1243120077596542,-0.1288335901484688,-0.1285059322900721,-0.1331084123450261,-0.1325916469035274,-0.1315924606123169,-0.1423026231723624,-0.1352062311180167
teacher_nn,25,0.0,-0.0189277009307343,-0.0351417725069914,-0.0500896711547816,-0.0577539536177777,-0.0688771911293974,-0.0722740544548848,-0.0865240778071566,-0.092840226052783,-0.0924243621160584,-0.1034754318965403,-0.1055595307179191,-0.1132050845811715,-0.1147859862601903,-0.1152789650517349,-0.1240054332286536,-0.1220746642591711,-0.1246177791144118,-0.1284432420268741,-0.1288875018498715,-0.1278048553891095,-0.13475136920902,-0.1364724188876313,-0.1372879400943295,-0.1400071705195728
teacher_nn,26,0.0,-0.0163232655064983,-0.0310145594654772,-0.0479728617196061,-0.05749688937364,-0.063315825071128,-0.0784429456527782,-0.0832518606743458,-0.089599216855678,-0.0957493009466775,-0.0937592713132063,-0.1036587641813875,-0.1110207792268892,-0.1102112272522761,-0.1144840981628866,-0.1193133975750973,-0.1285159820311176,-0.1221359848554982,-0.1278439429731303,-0.1292362801056814,-0.129967624076262,-0.1382771711278895,-0.1399779320030984,-0.1449963119158836,-0.1357895794719501
teacher_nn,27,0.0,-0.0182338071956202,-0.0349083637604681,-0.0513525795954951,-0.0527749386347124,-0.0668286357633589,-0.0681758026548228,-0.0746146671091609,-0.0870899174774416,-0.0939332620064567,-0.1023565805407851,-0.1042095112268846,-0.1194186396774648,-0.1158153412229982,-0.1139162701905817,-0.1292429097397594,-0.1290560378177551,-0.1287407648944102,-0.1348007320283986,-0.1305136030198564,-0.1373382186883008,-0.1321709471896194,-0.1434752821640207,-0.1381549958658019,-0.1470002249025973
teacher_nn,28,0.0,-0.0133001840188378,-0.0320142227397033,-0.0435623083399808,-0.0526019927849045,-0.0664640348109047,-0.0722193379966389,-0.0820735993325519,-0.0879397456043503,-0.0919632385087647,-0.099599952622201,-0.105551334486931,-0.109752674690881,-0.1136303026939504,-0.1224718747747621,-0.1176780780820042,-0.1280642254555009,-0.1325958915169768,-0.1313120845832678,-0.1398366058548427,-0.1371975941864713,-0.1419845465156422,-0.1437423433458241,-0.1347127645605465,-0.142110066997644
teacher_nn,29,0.0,-0.018068614622056,-0.0352271593025051,-0.0485743055276162,-0.0642690304356101,-0.0686444570582996,-0.0776699080603735,-0.0885970891123323,-0.0883198964656687,-0.0930722289958899,-0.1040863353554457,-0.1006641059835078,-0.1133531277978334,-0.1212848424695006,-0.1202012655422688,-0.1236040259373558,-0.124132682717043,-0.1236877333082433,-0.1268944291744911,-0.1342701880431478,-0.1418932824381641,-0.1337224912844669,-0.1418709901114868,-0.1366090944796965,-0.1450000637121787
teacher_nn,30,0.0,-0.0169737210730901,-0.0318077291079541,-0.0455505729823924,-0.0599333508362238,-0.0709183385842983,-0.0757061952757216,-0.0802222793221949,-0.093092716191257,-0.0948515652920864,-0.0916181031097765,-0.1057275613029784,-0.1040038821145841,-0.1153583167992012,-0.1124950572797349,-0.1113980421624291,-0.1235645101329252,-0.1229072787077375,-0.1302814928073939,-0.1335892773889273,-0.1323993808428473,-0.1277293888681514,-0.1396789019694404,-0.1375507422248027,-0.1435733649253481
teacher_nn,31,0.0,-0.0189943194632772,-0.0332808221127757,-0.0508998552167309,-0.0578946215653888,-0.0722525940612191,-0.0779825436640613,-0.0824613816419505,-0.0934756235812681,-0.0871499824208803,-0.102785089254569,-0.1118548514156954,-0.1130625500851554,-0.1181002704754427,-0.1199728536562266,-0.1202222093152344,-0.1223528547778364,-0.1331758268867231,-0.1286752402088005,-0.13478277336621,-0.1347048993565616,-0.1325685473758449,-0.1307641912276657,-0.1417325649368092,-0.1350000088411925
teacher_nn,32,0.0,-0.0183588845610893,-0.0322833669558759,-0.0459197769417147,-0.0585838900473728,-0.0674814980703683,-0.0813531779420139,-0.0866636710220794,-0.0929769474468501,-0.0968040810698353,-0.1097087512502296,-0.1073646068561313,-0.1068952360459035,-0.1156579792366047,-0.1188956028574728,-0.119650466952686,-0.1210549671931078,-0.1285201829783318,-0.1330574313901497,-0.1281819799757864,-0.128534586246288,-0.1345708802871603,-0.1372680446368115,-0.1407242098558649,-0.1414015662544264
teacher_nn,33,0.0,-0.0207910214372849,-0.0353011445087638,-0.0465313502070506,-0.0599935027055091,-0.0721748415941768,-0.0793671632945095,-0.0859033661511535,-0.0899283338688088,-0.0943704949774426,-0.1004304878139148,-0.1113474437302185,-0.1095670516501572,-0.1183512342508987,-0.1220714634569184,-0.1200338710623652,-0.1255892545597476,-0.1261051489962543,-0.1285134163124371,-0.1324048363860101,-0.1331658129479803,-0.1382471320842633,-0.1367162375693378,-0.1379606665105048,-0.1357330188139723
teacher_nn,34,0.0,-0.0163364433112881,-0.0351727568224535,-0.0467152292184519,-0.0583496644166967,-0.0673480161427113,-0.0802514497640261,-0.081922945333095,-0.0870161809374408,-0.0999324839818544,-0.0975760920785882,-0.1033213485942544,-0.1129778383517893,-0.1134908081550067,-0.1222539590571015,-0.1225008242576085,-0.126752492374456,-0.1264965857929649,-0.1281388676553885,-0.136481995930628,-0.1324761169820715,-0.1283579937410993,-0.1376729467712272,-0.1278359031377019,-0.142225186973491
teacher_nn,35,0.0,-0.0170689931008839,-0.0339181728008126,-0.0472776370377609,-0.0593147441980837,-0.0684888888295899,-0.0783420888720299,-0.0794011746698739,-0.0839799062652042,-0.0935350387398122,-0.1036251752621468,-0.1065022856256561,-0.1074249038884233,-0.1097975895653203,-0.1121003654145263,-0.1179299382491474,-0.1184334913316069,-0.1272353188504864,-0.128043461882446,-0.1345572513131559,-0.1324585776629693,-0.1349880150451895,-0.1399995625651814,-0.1431272664012306,-0.1316212827334977
teacher_nn,36,0.0,-0.0172044127174346,-0.03467255741024,-0.047617410691229,-0.057955021051358,-0.0692741147539015,-0.0714993635769025,-0.0821388551842081,-0.0892043517096358,-0.0963273987929836,-0.1007829992575193,-0.1007650736621735,-0.1077681218512196,-0.1140821089730032,-0.113818192079812,-0.1166101613683796,-0.1262273444741875,-0.1192718584005043,-0.1359234740930096,-0.130821084117896,-0.132038807143695,-0.1325718663810109,-0.1422828357830458,-0.1301959356396015,-0.1398406329990038
teacher_nn,37,0.0,-0.0151443258191368,-0.0294566264575416,-0.0435924942953232,-0.0586056618864924,-0.0668305020774212,-0.0750047756473929,-0.0828551803773335,-0.0829531374189813,-0.0995723796369233,-0.0933437207107471,-0.10818967164786,-0.1111680861304744,-0.1104012870979553,-0.1225558052482366,-0.1245377723672823,-0.1265761867995098,-0.1328731616453534,-0.1248770017405334,-0.1342561981006956,-0.1380769296338711,-0.1401098062239617,-0.1355376620720135,-0.1466504481030986,-0.1523039973720826
teacher_nn,38,0.0,-0.0180702179970934,-0.0367288670508818,-0.0488766152916015,-0.0596568156117414,-0.0652011508527049,-0.0799409553498546,-0.0839040592774326,-0.0927255130281228,-0.0924774212320593,-0.1024701769300745,-0.1073505847772348,-0.1072579245127734,-0.1103082343817253,-0.1103604673305339,-0.115226000690541,-0.1257850241183392,-0.1328307934798007,-0.1210617169450204,-0.1326824489598582,-0.1296529351595568,-0.133817459926849,-0.1359631397550105,-0.1379362765656621,-0.1425861848623916
teacher_nn,39,0.0,-0.0160708978022078,-0.0315136713738459,-0.0453145773976073,-0.0600022301654778,-0.067949920161844,-0.0820365915993204,-0.085731564124203,-0.0914607475534608,-0.0978924446620345,-0.1070927356533028,-0.10126144395376,-0.1030844607044429,-0.1161641757476771,-0.1152341206267734,-0.1153165220214757,-0.1205516728997731,-0.1262182919793771,-0.1262934373499536,-0.1264269970783775,-0.1370327416357442,-0.1293078003709542,-0.1404454700924844,-0.1328235667267058,-0.1473970622513979
teacher_nn,40,0.0,-0.0180881577222985,-0.0332160989923843,-0.0483929819319519,-0.0569356891878009,-0.0678700652755749,-0.0694144923559236,-0.0791816868208141,-0.0924850548433645,-0.1024958316704468,-0.0992258744751911,-0.1068541506019202,-0.1019745846235191,-0.1141052828047374,-0.1183218639364789,-0.1143560078086815,-0.1206512535301557,-0.1273458234258665,-0.1294636352207348,-0.1259872095933501,-0.1242435410570204,-0.1306901022000518,-0.124765671260064,-0.1404713163880352,-0.1364373083335472
teacher_nn,41,0.0,-0.0180671009274609,-0.0304199239390172,-0.0450367333794265,-0.0576489894459246,-0.0645643625436105,-0.0742977761621304,-0.0791312879640006,-0.0915212858496649,-0.0902109259940295,-0.1000201721955897,-0.1067005131259713,-0.1081917146856167,-0.1135768093890075,-0.1116820063891654,-0.12359796888226,-0.1280671886179001,-0.1246460308830832,-0.1255911563180148,-0.1325728217829441,-0.1331978145075092,-0.1353746609969866,-0.1392161527842583,-0.1345728270335191,-0.1510895291193029
teacher_nn,42,0.0,-0.0148260614939425,-0.0308359606172851,-0.048937761026238,-0.0583698862741349,-0.0652248564046589,-0.0753883822032891,-0.0783066782605417,-0.0819151955796887,-0.0956349718419938,-0.0990363113245409,-0.1078031784184651,-0.1089787759744721,-0.1145287666653275,-0.1202325257444878,-0.112598172945731,-0.1227711932055693,-0.1281978690225444,-0.1199936612397112,-0.1249264589325968,-0.1336679687927687,-0.1355577586722668,-0.1343510880687961,-0.1378569925325258,-0.1431323133651856
teacher_nn,43,0.0,-0.0149730801056847,-0.0315827643621158,-0.0484863007509991,-0.059582078679277,-0.0704232428523172,-0.0761401595694971,-0.0806721767343115,-0.091463482125927,-0.0910660404169148,-0.1016337123812274,-0.1033282996905763,-0.1147163571258717,-0.1126274316244223,-0.1217388927824896,-0.1257817076593448,-0.1244521674528851,-0.124235400475632,-0.1219317476138065,-0.1387549206831218,-0.1352224484022315,-0.137607284222425,-0.1428282409941098,-0.1465123449449982,-0.14239117286973
teacher_nn,44,0.0,-0.0169054468939253,-0.0312282335404185,-0.0472746220249806,-0.0581222135619968,-0.0684008669578874,-0.0749981854211483,-0.0841749360090309,-0.0829762321153704,-0.0944036282707966,-0.0978120510460486,-0.1026255779457307,-0.1052327724976925,-0.1170797891054147,-0.120447401169245,-0.1291706129863379,-0.124437295458111,-0.136911988196138,-0.1366439848627883,-0.1419154581861273,-0.1354181092261034,-0.1461283804016991,-0.1414374539691512,-0.1407345390681111,-0.1444354206238158
teacher_nn,45,0.0,-0.0201229843601179,-0.0313112332823001,-0.0490157629156824,-0.0562167002344923,-0.0711483232992242,-0.0728923001792078,-0.0810668271361613,-0.0905317630810224,-0.0926527807658744,-0.0973488698811669,-0.1019730117888589,-0.1059112052345092,-0.1154573511387431,-0.113596551583127,-0.1215883229469057,-0.1247107289212523,-0.1277464482037099,-0.1328008923011946,-0.1341438008166222,-0.1397620968888942,-0.1329562801257917,-0.1444032456262161,-0.1445028061002773,-0.1474319098359132
teacher_nn,46,0.0,-0.0172695556654741,-0.0339402677489612,-0.0449549793602066,-0.0587871538529745,-0.0688261622150572,-0.0760421151838685,-0.0785942346613378,-0.0871903260400238,-0.1006790142151001,-0.0972040102229536,-0.1089460448716858,-0.1155446454867883,-0.1269471516083916,-0.1159486321824349,-0.1167266180097322,-0.128522063777212,-0.1288915981212783,-0.1273615779915967,-0.1342925752239039,-0.1339948417922827,-0.139669627714174,-0.1377013766424434,-0.1424961767561809,-0.1424115964512538
teacher_nn,47,0.0,-0.0169687028720308,-0.032276474712691,-0.0457293415826141,-0.050983393374919,-0.0647801184611353,-0.0743785489253757,-0.0881639104697072,-0.085680685666457,-0.0925126248038548,-0.0962855371709164,-0.1038789359266796,-0.1078047222695528,-0.1110733223655983,-0.12076246079248,-0.1229742686766124,-0.1253175756354295,-0.1200329366000772,-0.1324679564897771,-0.1371429008491942,-0.1312772400068334,-0.1319082741055125,-0.1369791502992748,-0.1374111880262069,-0.1482726792281054
teacher_nn,48,0.0,-0.0162365241286562,-0.030405956471919,-0.044559778021065,-0.049887847287871,-0.0644608298312612,-0.076400537256295,-0.0805197562318903,-0.0899952250909812,-0.0927301016642591,-0.0976754143616229,-0.1124836662326453,-0.1060375523811032,-0.1075325293954092,-0.1221746480189447,-0.1231653071519651,-0.12205671193615,-0.1342455539336072,-0.1288502261117007,-0.1302908893725879,-0.1409730224608943,-0.1442347283317069,-0.1437139538804102,-0.1440528494660457,-0.1442880499835524
teacher_nn,49,0.0,-0.0165579928930052,-0.0341564769037671,-0.0475665407029619,-0.0585173143553005,-0.0698184621531725,-0.0749043310903105,-0.0826742765059293,-0.0899440220075349,-0.096410835735666,-0.1068610350975712,-0.1068175604869295,-0.1104642834055977,-0.1148632050396711,-0.1198415554086689,-0.1202455341819278,-0.1287149322852526,-0.1314636817005396,-0.1295769792603542,-0.1401657304449817,-0.1336460655629668,-0.1457025164461809,-0.1470182135452697,-0.1406902412933069,-0.1444465384786137
teacher_nn,50,0.0,-0.0155043051741532,-0.0327028934665247,-0.0445522215244732,-0.0565538451401531,-0.0656542234567008,-0.0746555970071054,-0.0831413049096659,-0.0905286641085434,-0.1035572396407332,-0.1041807468598012,-0.103003297589956,-0.1079864249901333,-0.1144119007880844,-0.1180528687015698,-0.1262336219800918,-0.1256527127593419,-0.1212465703023771,-0.1293505923131589,-0.1281763516470365,-0.1341075586913414,-0.1359195025624101,-0.1414321641227119,-0.131983645141448,-0.1454133740891434
teacher_nn,51,0.0,-0.0174031737796182,-0.0347942430890056,-0.0468885974577705,-0.0549753632895813,-0.0666835267330487,-0.0703980606500791,-0.0837964726431738,-0.0881551947922562,-0.0974011139909784,-0.1067571820881362,-0.1036090991049091,-0.1089328953275748,-0.1174115223275675,-0.1164099909132754,-0.1267620513318408,-0.1219909036644179,-0.1308100090331122,-0.1321734362544672,-0.1315811003395298,-0.1274624702167925,-0.1310043327578422,-0.1365673267711509,-0.1359178810077462,-0.1379475490880246
teacher_nn,52,0.0,-0.0150599445625885,-0.0322384261990983,-0.0486161024668779,-0.0553951088669989,-0.0690652787846214,-0.0748900241175449,-0.0871740508326088,-0.0862592833042328,-0.0976628235227795,-0.0927586806639114,-0.1109188869511318,-0.1162854101273104,-0.1140010947624465,-0.1198305463859586,-0.1231446839374853,-0.1267040937223217,-0.1234028974701528,-0.1275795229500305,-0.1371910002940493,-0.1381771313958917,-0.1374629329510981,-0.1418020099846473,-0.14118109294817,-0.1523046912799633
teacher_nn,53,0.0,-0.0165655330204566,-0.03444874911358,-0.0453426579394859,-0.0567480211660143,-0.0617377701244059,-0.0777898428647873,-0.0789525927071612,-0.0969671681331854,-0.0977682773452116,-0.0935673827335534,-0.1079987227294968,-0.1065944465567795,-0.1156076335018066,-0.1189294495390324,-0.1208845216907923,-0.1274769048926213,-0.1300166281122579,-0.1315656417756006,-0.1322414832105744,-0.1366129301286298,-0.1340894568503214,-0.1497887520451706,-0.1387750818254109,-0.1462253041723032
