rule,radius,d0,target_ref_count,observed_ref_count,missing_ref_count,finite_unit_count,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,max_split_dlogZ_dr_per_P_diff,max_ce_replay_abs_diff,bootstrap_sd_delta_phi_energy,qc_diagnostic_pass,sampling_status,missing_ref_ids
random_label,0.84,0.1,30,30,0,30,1.0,0.6464464842819339,0.00790938883836268,0.06490926042408099,0.0,0.0009099610333926204,False,complete,
random_label,0.85,0.1,30,30,0,30,1.0,0.5728068535316077,0.007235543518874276,0.057294095843026915,0.0,0.0008527872999729457,False,complete,
random_label,0.86,0.1,30,30,0,30,1.0,0.6732869357095438,0.008160902467589807,0.03561796645063773,0.0,0.0009799352355938395,False,complete,
random_label,0.87,0.1,30,30,0,30,1.0,0.6342686897863048,0.008151344582984627,0.07021488566685169,0.0,0.0008389076013971924,False,complete,
random_label,0.88,0.1,30,30,0,30,1.0,0.6398324554439542,0.010413613898240325,0.06172394177250623,0.0,0.0009134821818833445,False,complete,
random_label,0.89,0.1,30,30,0,30,1.0,0.6624661717359943,0.008758002606511122,0.03808146982290285,0.0,0.0008940475551148766,False,complete,
random_label,0.9,0.1,30,30,0,30,1.0,0.6379265275080296,0.011570234451086734,0.04904159464525116,0.0,0.0009316551673424814,False,complete,
random_label,0.91,0.1,30,30,0,30,1.0,0.6525868860784361,0.005988594233489875,0.04347396149791212,0.0,0.0008648886712065619,False,complete,
random_label,0.92,0.1,30,30,0,30,1.0,0.6047794425006414,0.00990639163501307,0.048768258139264234,0.0,0.0007905309082037816,False,complete,
random_label,0.93,0.1,30,30,0,30,1.0,0.6250414404075344,0.010225226639842981,0.061963192989725045,0.0,0.0009508159942825252,False,complete,
random_label,0.94,0.1,30,30,0,30,1.0,0.6462863842714949,0.007209904915777552,0.03892922571809713,0.0,0.0009703161092511984,False,complete,
random_label,0.95,0.1,30,30,0,30,1.0,0.672443943672998,0.009709912350800135,0.05311238319420591,0.0,0.0009513459580794703,False,complete,
random_label,0.96,0.1,30,30,0,30,1.0,0.665406641721119,0.009412953679393146,0.04729649190188276,0.0,0.0009036192326162531,False,complete,
random_label,0.97,0.1,30,30,0,30,1.0,0.5919577268252457,0.007398364603327218,0.05270707561355144,0.0,0.0007591391096528945,False,complete,
random_label,0.98,0.1,30,30,0,30,1.0,0.6063749292921535,0.010489904948032912,0.043473639431694286,0.0,0.0007754103940983171,False,complete,
random_label,0.99,0.1,30,30,0,30,1.0,0.650947844216096,0.00622445402810234,0.05270642634484382,0.0,0.0009646263033984955,False,complete,
random_label,1.0,0.1,30,30,0,30,1.0,0.6142776821570403,0.00689944360238899,0.06994418537696097,0.0,0.0009000294922521301,False,complete,
real_even_odd,0.01,0.1,30,30,0,30,1.0,0.9981778613905933,1.1083515849530027e-06,0.00013308673261197825,0.0,0.00013597997581059034,True,complete,
real_even_odd,0.02,0.1,30,30,0,30,1.0,0.9916059186765768,2.827579768859541e-06,0.0002220997170883696,0.0,0.00014919394135126326,True,complete,
real_even_odd,0.03,0.1,30,30,0,30,1.0,0.9709394101878864,1.1644518621785712e-05,0.0008723235247175425,0.0,0.00013258421677885,True,complete,
real_even_odd,0.04,0.1,30,30,0,30,1.0,0.9069535733940927,1.7339485924638873e-05,0.0013042952543501933,0.0,0.00011892666774559863,True,complete,
real_even_odd,0.05,0.1,30,30,0,30,1.0,0.7576217785446103,1.9641410347868773e-05,0.0015043074210399172,0.0,0.00010435262440742439,True,complete,
real_even_odd,0.06,0.1,30,30,0,30,1.0,0.6003637492515673,3.076094986864765e-05,0.0025264517366458484,0.0,8.356496062457e-05,True,complete,
real_even_odd,0.07,0.1,30,30,0,30,1.0,0.5247978621472362,6.594190967215975e-05,0.006052496990778957,0.0,6.578236434381684e-05,True,complete,
real_even_odd,0.08,0.1,30,30,0,30,1.0,0.5364344514596878,6.569413720906817e-05,0.007322273667409829,0.0,4.502699461504863e-05,True,complete,
real_even_odd,0.09,0.1,30,30,0,30,1.0,0.5878059572906786,0.000328061982025343,0.015268359419018879,0.0,2.702953342837703e-05,True,complete,
real_even_odd,0.1,0.1,30,30,0,30,1.0,0.5922407397754054,0.0005593509292632011,0.015805718125975282,0.0,0.0,True,complete,
real_even_odd,0.11,0.1,30,30,0,30,1.0,0.5463160604815928,0.00033600044790781894,0.018025012804814694,0.0,3.977742823202141e-05,True,complete,
real_even_odd,0.12,0.1,30,30,0,30,1.0,0.5369535355033799,0.000461499121439705,0.018833158394161588,0.0,6.441999172073511e-05,True,complete,
real_even_odd,0.13,0.1,30,30,0,30,1.0,0.5926932454580477,0.0007628840853003583,0.022862821431616616,0.0,7.636469154343607e-05,True,complete,
real_even_odd,0.14,0.1,30,30,0,30,1.0,0.5687515213462944,0.001313594144928386,0.028228387381250452,0.0,9.591492349781577e-05,True,complete,
real_even_odd,0.15,0.1,30,30,0,30,1.0,0.6407511867603619,0.0010092139245974165,0.023251635326460712,0.0,0.00011572394467388884,True,complete,
real_even_odd,0.16,0.1,30,30,0,30,1.0,0.626081314745144,0.001794384046412515,0.04034787878021127,0.0,0.00014688732500140063,True,complete,
real_even_odd,0.17,0.1,30,30,0,30,1.0,0.5771296922430887,0.0019431714125099661,0.030941755065523564,0.0,0.0001853476091170441,True,complete,
real_even_odd,0.18,0.1,30,30,0,30,1.0,0.6665571044148499,0.0016363805111682356,0.02937835691226457,0.0,0.00018655168759720196,True,complete,
real_even_odd,0.19,0.1,30,30,0,30,1.0,0.5516081246574238,0.0015125147194581736,0.027128630961907586,0.0,0.0002363282380146082,True,complete,
real_even_odd,0.2,0.1,30,30,0,30,1.0,0.6213558376480446,0.00213992838726602,0.0271587278030688,0.0,0.00020659712282146504,True,complete,
real_even_odd,0.21,0.1,30,30,0,30,1.0,0.6343554263425171,0.0027457131278705253,0.032712321072733544,0.0,0.00024782260644473755,True,complete,
