run,beta,radius,dataset_count,dphi_energy_dr,dphi_energy_dr_sem,dphi_energy_dr_ci95_half_width,source
60 dataset,0.31,0.28,60,-0.0008891872577015256,4.611201554453928e-05,9.226992997895743e-05,final_proxy_summary
60 dataset,0.31,0.29,60,-0.0009045628642339092,4.63983917971294e-05,9.284296753678451e-05,final_proxy_summary
60 dataset,0.31,0.3,60,-0.0009191240884594624,4.6502533680277355e-05,9.305135496362898e-05,final_proxy_summary
60 dataset,0.33,0.01,60,-3.5714209005139954e-05,3.6516402101795844e-06,7.3069151830106176e-06,final_proxy_summary
60 dataset,0.33,0.02,60,-8.634551597988919e-05,8.532455836902947e-06,1.7073404693385056e-05,final_proxy_summary
60 dataset,0.33,0.03,60,-0.00014184883949781924,1.226659785989491e-05,2.4545405622517145e-05,final_proxy_summary
60 dataset,0.33,0.04,60,-0.00019878959363327827,1.499913427711065e-05,3.0013198363823718e-05,final_proxy_summary
60 dataset,0.33,0.05,60,-0.00025368231200022093,1.717436175919321e-05,3.43658185017615e-05,final_proxy_summary
60 dataset,0.33,0.06,60,-0.00030441605133883315,1.8995340686076474e-05,3.8009588918051046e-05,final_proxy_summary
60 dataset,0.33,0.07,60,-0.000350945123073858,2.0618286754691784e-05,4.1257096500236806e-05,final_proxy_summary
60 dataset,0.33,0.08,60,-0.0003932616026519295,2.207816833325035e-05,4.4178312791488704e-05,final_proxy_summary
60 dataset,0.33,0.09,60,-0.00043245859251410287,2.3806593376818457e-05,4.763688331504049e-05,final_proxy_summary
60 dataset,0.33,0.1,60,-0.0004679224098675843,2.5381688095432795e-05,5.078864056703902e-05,final_proxy_summary
60 dataset,0.33,0.11,60,-0.000499564998815806,2.668854595312394e-05,5.340365710009734e-05,final_proxy_summary
60 dataset,0.33,0.12,60,-0.0005300338709870095,2.814340869630738e-05,5.631483072496022e-05,final_proxy_summary
60 dataset,0.33,0.13,60,-0.0005584404127572311,2.9538159503797676e-05,5.910572064433318e-05,final_proxy_summary
60 dataset,0.33,0.14,60,-0.0005848866681282454,3.0825509616424585e-05,6.168170226968104e-05,final_proxy_summary
60 dataset,0.33,0.15,60,-0.0006101486244827619,3.205857114627007e-05,6.41490526918003e-05,final_proxy_summary
60 dataset,0.33,0.16,60,-0.0006340925433356741,3.321359907170286e-05,6.646025823215419e-05,final_proxy_summary
60 dataset,0.33,0.17,60,-0.0006577860198649542,3.429029639077626e-05,6.861472459122009e-05,final_proxy_summary
60 dataset,0.33,0.18,60,-0.0006790239282947793,3.5132460431709607e-05,7.029989094471985e-05,final_proxy_summary
60 dataset,0.33,0.19,60,-0.0007007837187142225,3.613378990093893e-05,7.230354658459131e-05,final_proxy_summary
60 dataset,0.33,0.2,60,-0.0007214424736031046,3.693134728266857e-05,7.389945521919249e-05,final_proxy_summary
60 dataset,0.33,0.21,60,-0.0007420626993123156,3.78021333042883e-05,7.564189402375745e-05,final_proxy_summary
60 dataset,0.33,0.22,60,-0.0007616166810491369,3.834059510620491e-05,7.671935360066967e-05,final_proxy_summary
60 dataset,0.33,0.23,60,-0.0007810542403218747,3.9047089929465846e-05,7.813304647665809e-05,final_proxy_summary
60 dataset,0.33,0.24,60,-0.000799759654509865,3.952365303512757e-05,7.908664704845459e-05,final_proxy_summary
60 dataset,0.33,0.25,60,-0.0008188553555788528,4.005164888750253e-05,8.014316430870665e-05,final_proxy_summary
60 dataset,0.33,0.26,60,-0.000836017079033568,4.053086376386241e-05,8.110207106141393e-05,final_proxy_summary
60 dataset,0.33,0.27,60,-0.0008544505078591276,4.1038280513106656e-05,8.211740963141623e-05,final_proxy_summary
60 dataset,0.33,0.28,60,-0.0008713806605457481,4.12060070018943e-05,8.245302956026329e-05,final_proxy_summary
60 dataset,0.33,0.29,60,-0.0008875919598712921,4.147007986455676e-05,8.29814381379294e-05,final_proxy_summary
60 dataset,0.33,0.3,60,-0.0009044538829323777,4.160688373331083e-05,8.325518204701089e-05,final_proxy_summary
60 dataset,0.35,0.01,60,-3.735147939369459e-05,3.565716512848378e-06,7.134982261782618e-06,final_proxy_summary
60 dataset,0.35,0.02,60,-9.247925599491935e-05,8.068324564645172e-06,1.614468016277102e-05,final_proxy_summary
60 dataset,0.35,0.03,60,-0.00015431510700710622,1.2563719893874249e-05,2.513994543923799e-05,final_proxy_summary
60 dataset,0.35,0.04,60,-0.00021641098653212958,1.652013900923737e-05,3.3056721802859666e-05,final_proxy_summary
60 dataset,0.35,0.05,60,-0.000275093343280786,1.9816417210986683e-05,3.965255924945315e-05,final_proxy_summary
60 dataset,0.35,0.06,60,-0.0003304540568750927,2.272519127522005e-05,4.547300270788714e-05,final_proxy_summary
60 dataset,0.35,0.07,60,-0.0003809859146121988,2.5312260610075316e-05,5.064971648972642e-05,final_proxy_summary
60 dataset,0.35,0.08,60,-0.0004275908727343181,2.7588090836424656e-05,5.5203642253965024e-05,final_proxy_summary
60 dataset,0.35,0.09,60,-0.00047124367011583976,2.9761427720557508e-05,5.9552479314143614e-05,final_proxy_summary
60 dataset,0.35,0.1,60,-0.0005106977707076528,3.1669185305691674e-05,6.336989342450992e-05,final_proxy_summary
60 dataset,0.35,0.11,60,-0.0005481391417211894,3.341307961049915e-05,6.685941786830412e-05,final_proxy_summary
60 dataset,0.35,0.12,60,-0.000582927411455345,3.509636946326751e-05,7.02276730836765e-05,final_proxy_summary
60 dataset,0.35,0.13,60,-0.0006159572220633245,3.668229472045403e-05,7.340110219330017e-05,final_proxy_summary
60 dataset,0.35,0.14,60,-0.0006479360859677463,3.809347978013255e-05,7.62248769753441e-05,final_proxy_summary
60 dataset,0.35,0.15,60,-0.0006770401640792965,3.923423171187395e-05,7.85075163183039e-05,final_proxy_summary
60 dataset,0.35,0.16,60,-0.0007061852609733588,4.057089657633108e-05,8.11821765341356e-05,final_proxy_summary
60 dataset,0.35,0.17,60,-0.000733306211963293,4.168993519008263e-05,8.342136762815475e-05,final_proxy_summary
60 dataset,0.35,0.18,60,-0.0007598839301365626,4.2733931698380284e-05,8.551039981599865e-05,final_proxy_summary
60 dataset,0.35,0.19,60,-0.0007863711264688834,4.376312176163215e-05,8.756980437574001e-05,final_proxy_summary
60 dataset,0.35,0.2,60,-0.0008104685542569733,4.45198869152192e-05,8.908408795036596e-05,final_proxy_summary
60 dataset,0.35,0.21,60,-0.000834617151175119,4.5406814287370956e-05,9.085882552274159e-05,final_proxy_summary
60 dataset,0.35,0.22,60,-0.0008577305669082686,4.622116800893527e-05,9.248834355572076e-05,final_proxy_summary
60 dataset,0.35,0.23,60,-0.0008805481711768281,4.6988408334687045e-05,9.4023587901433e-05,final_proxy_summary
60 dataset,0.35,0.24,60,-0.0009037158524177324,4.7849797864575056e-05,9.574722436947254e-05,final_proxy_summary
60 dataset,0.35,0.25,60,-0.0009248076827507944,4.8383377252382735e-05,9.681491425831887e-05,final_proxy_summary
60 dataset,0.35,0.26,60,-0.0009448163567077967,4.903250784134019e-05,9.811382156659844e-05,final_proxy_summary
60 dataset,0.35,0.27,60,-0.0009656415848231498,4.953184681451229e-05,9.911299654401516e-05,final_proxy_summary
60 dataset,0.35,0.28,60,-0.000984967586697874,5.011413874539559e-05,0.00010027816000641074,final_proxy_summary
60 dataset,0.35,0.29,60,-0.001003691804776925,5.039971041010076e-05,0.00010084958758759876,final_proxy_summary
60 dataset,0.35,0.3,60,-0.001021839145526423,5.07568053331245e-05,0.00010156413287810804,final_proxy_summary
60 dataset,0.37,0.01,60,-3.3850326400543064e-05,2.280667389061167e-06,4.563604904468031e-06,final_proxy_summary
60 dataset,0.37,0.02,60,-8.180751157642032e-05,6.016939273402705e-06,1.2039867676316592e-05,final_proxy_summary
60 dataset,0.37,0.03,60,-0.00013755738045472551,1.0094262513635176e-05,2.019857263499364e-05,final_proxy_summary
60 dataset,0.37,0.04,60,-0.00019583435114398824,1.3917176549355077e-05,2.784820595129793e-05,final_proxy_summary
60 dataset,0.37,0.05,60,-0.0002527359859875031,1.7361732788030754e-05,3.474074706445307e-05,final_proxy_summary
60 dataset,0.37,0.06,60,-0.0003068413330718555,2.0367933581714536e-05,4.07561409582196e-05,final_proxy_summary
60 dataset,0.37,0.07,60,-0.0003582283005727104,2.320706167799878e-05,4.643722315668491e-05,final_proxy_summary
60 dataset,0.37,0.08,60,-0.0004058798395730443,2.5856092531312976e-05,5.173792165057984e-05,final_proxy_summary
60 dataset,0.37,0.09,60,-0.00044976234301876317,2.8206929736312973e-05,5.644193603242277e-05,final_proxy_summary
60 dataset,0.37,0.1,60,-0.0004907620805275598,3.030787169561851e-05,6.0645911182624855e-05,final_proxy_summary
60 dataset,0.37,0.11,60,-0.0005288870594218857,3.238143082235441e-05,6.479509341141614e-05,final_proxy_summary
60 dataset,0.37,0.12,60,-0.0005644215960177319,3.424910258787224e-05,6.853229598200327e-05,final_proxy_summary
60 dataset,0.37,0.13,60,-0.0005980681384918499,3.60151894047412e-05,7.206622753986068e-05,final_proxy_summary
60 dataset,0.37,0.14,60,-0.000630474663492691,3.7738475101228985e-05,7.551451425365836e-05,final_proxy_summary
60 dataset,0.37,0.15,60,-0.0006614517962833752,3.942069073271329e-05,7.888061995720629e-05,final_proxy_summary
60 dataset,0.37,0.16,60,-0.0006906356802533437,4.08404813503718e-05,8.172161442099406e-05,final_proxy_summary
60 dataset,0.37,0.17,60,-0.0007192149228974783,4.242597419653871e-05,8.489417827816605e-05,final_proxy_summary
60 dataset,0.37,0.18,60,-0.0007459043749166269,4.361288470749375e-05,8.726918072479148e-05,final_proxy_summary
60 dataset,0.37,0.19,60,-0.0007721958054873294,4.4774817094968294e-05,8.95942020617791e-05,final_proxy_summary
60 dataset,0.37,0.2,60,-0.0007974631689856908,4.590588164794465e-05,9.185745700460426e-05,final_proxy_summary
60 dataset,0.37,0.21,60,-0.0008217251205700234,4.695934785795024e-05,9.396543802179761e-05,final_proxy_summary
60 dataset,0.37,0.22,60,-0.0008461210900724598,4.8043095397513545e-05,9.613401183947832e-05,final_proxy_summary
60 dataset,0.37,0.23,60,-0.0008686277335446005,4.8780294034048896e-05,9.760914290391852e-05,final_proxy_summary
60 dataset,0.37,0.24,60,-0.000890471344799943,4.954939789359833e-05,9.914811617214679e-05,final_proxy_summary
60 dataset,0.37,0.25,60,-0.0009117782617743042,5.013126347084445e-05,0.00010031242650288494,final_proxy_summary
60 dataset,0.37,0.26,60,-0.0009324492488021626,5.0797263689797016e-05,0.0001016450898628148,final_proxy_summary
60 dataset,0.37,0.27,60,-0.0009531637134770706,5.144362737262078e-05,0.00010293846060470926,final_proxy_summary
60 dataset,0.37,0.28,60,-0.000971629118082411,5.18081660327255e-05,0.00010366790077871329,final_proxy_summary
60 dataset,0.37,0.29,60,-0.0009896121828532028,5.209281362778474e-05,0.00010423747930081078,final_proxy_summary
60 dataset,0.37,0.3,60,-0.0010084181862459684,5.24139152143756e-05,0.0001048800020914759,final_proxy_summary
60 dataset,0.39,0.01,60,-2.809231582472635e-05,2.374233862334087e-06,4.7508309850311636e-06,final_proxy_summary
60 dataset,0.39,0.02,60,-7.096633988691718e-05,6.54234938729172e-06,1.3091210885809341e-05,final_proxy_summary
60 dataset,0.39,0.03,60,-0.00012329671631342945,1.0953619985886074e-05,2.191814296509331e-05,final_proxy_summary
60 dataset,0.39,0.04,60,-0.00017844284801908088,1.483656209461416e-05,2.968789217804252e-05,final_proxy_summary
60 dataset,0.39,0.05,60,-0.0002329298680441562,1.8277396749248528e-05,3.657298641873183e-05,final_proxy_summary
60 dataset,0.39,0.06,60,-0.0002850688287507291,2.1229514897473968e-05,4.248016118890143e-05,final_proxy_summary
60 dataset,0.39,0.07,60,-0.0003336298962657897,2.375657623795053e-05,4.7536799251340574e-05,final_proxy_summary
60 dataset,0.39,0.08,60,-0.00037943596142495973,2.6006842789094838e-05,5.203957221964696e-05,final_proxy_summary
60 dataset,0.39,0.09,60,-0.0004227154572175503,2.8144582607813972e-05,5.631717971645919e-05,final_proxy_summary
60 dataset,0.39,0.1,60,-0.00046263560240041056,2.9950268038673494e-05,5.993034791789042e-05,final_proxy_summary
60 dataset,0.39,0.11,60,-0.0005005984230638475,3.175183769382894e-05,6.353528047116053e-05,final_proxy_summary
60 dataset,0.39,0.12,60,-0.0005359696059060219,3.331568612881631e-05,6.666453396160083e-05,final_proxy_summary
60 dataset,0.39,0.13,60,-0.0005704186624113981,3.4801360760519054e-05,6.963736203298102e-05,final_proxy_summary
60 dataset,0.39,0.14,60,-0.000602575424337767,3.6257934180422894e-05,7.255195871405482e-05,final_proxy_summary
60 dataset,0.39,0.15,60,-0.0006341216373060232,3.764557217448512e-05,7.532861592663301e-05,final_proxy_summary
60 dataset,0.39,0.16,60,-0.0006634713087377536,3.8794806011312545e-05,7.762822752246733e-05,final_proxy_summary
60 dataset,0.39,0.17,60,-0.0006919551667390069,4.0000859036835165e-05,8.004153405226747e-05,final_proxy_summary
60 dataset,0.39,0.18,60,-0.0007195410099335268,4.1014124261404244e-05,8.206907308340776e-05,final_proxy_summary
60 dataset,0.39,0.19,60,-0.0007461581634689435,4.2153572742659e-05,8.434910422796823e-05,final_proxy_summary
60 dataset,0.39,0.2,60,-0.0007712168440476703,4.311899828251499e-05,8.628091627110845e-05,final_proxy_summary
60 dataset,0.39,0.21,60,-0.0007967615911489691,4.4054473315152224e-05,8.815279748773251e-05,final_proxy_summary
60 dataset,0.39,0.22,60,-0.0008201610177766384,4.4822473842681034e-05,8.968956299368702e-05,final_proxy_summary
60 dataset,0.39,0.23,60,-0.0008441056692556864,4.557421403558866e-05,9.119379164521835e-05,final_proxy_summary
60 dataset,0.39,0.24,60,-0.0008664545179827724,4.613004968372301e-05,9.230601620811189e-05,final_proxy_summary
60 dataset,0.39,0.25,60,-0.0008877293317434265,4.6718888763841855e-05,9.348428048586744e-05,final_proxy_summary
60 dataset,0.39,0.26,60,-0.0009084376854915977,4.7256937180881256e-05,9.4560912881551e-05,final_proxy_summary
60 dataset,0.39,0.27,60,-0.0009297830711794855,4.771984681346922e-05,9.548719291683205e-05,final_proxy_summary
60 dataset,0.39,0.28,60,-0.0009496686498342271,4.8122002178133675e-05,9.629190394279902e-05,final_proxy_summary
60 dataset,0.39,0.29,60,-0.000967643888041514,4.826779059172235e-05,9.658362588456877e-05,final_proxy_summary
60 dataset,0.39,0.3,60,-0.000985953318716875,4.813086950468834e-05,9.63096474222509e-05,final_proxy_summary
90 dataset partial,0.29,0.01,90,-4.496999189154925e-05,2.9017374650524025e-06,5.765690534618475e-06,completed_shards_26_of_32
90 dataset partial,0.29,0.02,90,-0.00011433896315057617,7.687457965907245e-06,1.527481523160758e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.03,90,-0.00018925937780477612,1.1755981026787846e-05,2.335888389202743e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.04,90,-0.00025772887781035553,1.4587771985991796e-05,2.898559220942014e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.05,90,-0.00032074897602546774,1.684032076732454e-05,3.3461358657527136e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.06,90,-0.00037667786024487486,1.9011379511916716e-05,3.777520613840863e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.07,90,-0.0004250942776747529,2.0267871224237326e-05,4.027182840689586e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.08,90,-0.00046822423834134037,2.153803010789884e-05,4.279560705371996e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.09,90,-0.0005029538871302817,2.2324272876733903e-05,4.435785468803607e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.1,90,-0.0005375182558323968,2.3310899191564807e-05,4.6318260159977457e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.11,90,-0.0005664033306450458,2.3950401595242524e-05,4.758893781436815e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.12,90,-0.0005949571622837846,2.4683151776868845e-05,4.904489681731901e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.13,90,-0.0006112538421443989,2.4784636658700144e-05,4.924654511583971e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.14,90,-0.0006323530621976733,2.5035739197982826e-05,4.974548051278634e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.15,90,-0.0006502669942842754,2.488636214755561e-05,4.944867149539239e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.16,90,-0.000673473549946633,2.5522165739296935e-05,5.071199968925198e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.17,90,-0.0006880298427849458,2.5374451844730815e-05,5.041849532712799e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.18,90,-0.0007043307145322277,2.5441388960409965e-05,5.0551497950188845e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.19,90,-0.0007172236792401198,2.5544422708024943e-05,5.0756223812030114e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.2,90,-0.0007320741173149685,2.5958609503856245e-05,5.157920415296367e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.21,90,-0.000746810182420352,2.6336340712265228e-05,5.2329748018211086e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.22,90,-0.0007626623449191166,2.6250642415641436e-05,5.215946732823564e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.23,90,-0.0007798513416186075,2.6276256661474453e-05,5.221036228910976e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.24,90,-0.0007925117788225905,2.60208239683755e-05,5.1702822968764615e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.25,90,-0.0008054533751995245,2.66096397793941e-05,5.2872787443191095e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.26,90,-0.0008167884058256433,2.6429437028847444e-05,5.251472841626244e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.27,90,-0.0008318281713469053,2.671548121956134e-05,5.308309213032847e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.28,90,-0.0008427024357111834,2.633568715832681e-05,5.232844942045647e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.29,90,-0.0008576658335069807,2.685630416363657e-05,5.336290432060771e-05,completed_shards_26_of_32
90 dataset partial,0.29,0.3,90,-0.0008711071129953527,2.6900658474012844e-05,5.345103539055666e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.01,90,-4.4726250478478784e-05,3.091523930535621e-06,6.1427921989882144e-06,completed_shards_26_of_32
90 dataset partial,0.31,0.02,90,-0.00010541653469556332,6.122797048209969e-06,1.216586731619314e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.03,90,-0.0001725789435728265,9.532514686535629e-06,1.8940903634877088e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.04,90,-0.00023650413143264137,1.2500796616182816e-05,2.483881660321545e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.05,90,-0.00029629226967241485,1.5498141501849127e-05,3.07944770461085e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.06,90,-0.0003497930811453197,1.7860135537901515e-05,3.548770888410546e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.07,90,-0.0003962886037244384,1.989673150819703e-05,3.953438169658298e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.08,90,-0.0004367086634753104,2.1214560514846967e-05,4.215287986238792e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.09,90,-0.00047037734987711086,2.2428004798136097e-05,4.456396780632109e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.1,90,-0.000505761595244321,2.3711596905880816e-05,4.711443798326422e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.11,90,-0.0005367950446352905,2.480414021158864e-05,4.9285298259993844e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.12,90,-0.0005663493646614402,2.5851313807364446e-05,5.136600988948577e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.13,90,-0.0005887504302268712,2.6641200992244876e-05,5.293549890085617e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.14,90,-0.000613753763098691,2.7565915564714722e-05,5.477288705947681e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.15,90,-0.0006341274736451959,2.8341186669131607e-05,5.631333423029587e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.16,90,-0.0006565388021386118,2.9344061431426957e-05,5.830602502124916e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.17,90,-0.0006741872719669835,3.023222972397064e-05,6.007079650011032e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.18,90,-0.0006939675495697558,3.07575891770729e-05,6.111467454300878e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.19,90,-0.0007129482813561237,3.101291528079265e-05,6.162200207252786e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.2,90,-0.0007307676447700792,3.1217692773853755e-05,6.202889058937857e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.21,90,-0.0007483567358879741,3.21017147450539e-05,6.378542341604879e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.22,90,-0.0007648435248372691,3.252354741714239e-05,6.462359595024446e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.23,90,-0.0007842734837910429,3.326461268227035e-05,6.609607684699768e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.24,90,-0.0008021281356843584,3.368434092809139e-05,6.693006793102524e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.25,90,-0.0008193604927472713,3.3607445871269104e-05,6.677727909102202e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.26,90,-0.0008340847557417786,3.381154426589159e-05,6.718281825374033e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.27,90,-0.0008520333062655687,3.366848572118217e-05,6.689856397262035e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.28,90,-0.0008658303599447979,3.422182509942724e-05,6.799803753079135e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.29,90,-0.0008827634675579221,3.4396778377096035e-05,6.834566596692804e-05,completed_shards_26_of_32
90 dataset partial,0.31,0.3,90,-0.0008953303428851021,3.433181011953848e-05,6.821657542301715e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.01,90,-3.783220649510822e-05,3.3427964133774976e-06,6.6420652701670805e-06,completed_shards_26_of_32
90 dataset partial,0.33,0.02,90,-8.934353628809019e-05,7.801517466095634e-06,1.5501449028958238e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.03,90,-0.00014727430332408346,1.1835676012267853e-05,2.3517236130633664e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.04,90,-0.00020482529080343147,1.5024193735766708e-05,2.9852752930224148e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.05,90,-0.00025818561944841663,1.7600796821078314e-05,3.4972408377820475e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.06,90,-0.00030757463223326815,1.9532689226295816e-05,3.8811037436725606e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.07,90,-0.0003540561841958448,2.145276882644327e-05,4.262619470357513e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.08,90,-0.00039603525358806075,2.3097717956030384e-05,4.589467358583613e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.09,90,-0.0004348497864835369,2.489845636571521e-05,4.9472702449262694e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.1,90,-0.00047128399795249003,2.6583360516886722e-05,5.28205711083502e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.11,90,-0.0005058040723878795,2.7818671169147105e-05,5.527510706166479e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.12,90,-0.0005345761820079121,2.86255182099669e-05,5.6878294945533396e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.13,90,-0.0005602233026001091,2.8699315866909706e-05,5.7024929317952224e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.14,90,-0.0005849779746826316,2.949550700975192e-05,5.860694415951527e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.15,90,-0.0006123223218462283,3.0476599909249868e-05,6.055635485305455e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.16,90,-0.0006379168453024499,3.192489113887041e-05,6.343407867699233e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.17,90,-0.0006612619608723438,3.267446708926151e-05,6.49234701240816e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.18,90,-0.0006829034530834352,3.346096762421261e-05,6.648622993417974e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.19,90,-0.0007054094026386311,3.442540514555372e-05,6.840254674608916e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.2,90,-0.0007262399110234227,3.488534007205365e-05,6.931642764820351e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.21,90,-0.0007454536633693736,3.581665082882442e-05,7.11669222845281e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.22,90,-0.0007653227846501915,3.6114433631719555e-05,7.175861037096002e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.23,90,-0.0007865548973506849,3.66744373044979e-05,7.287132574041587e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.24,90,-0.0008062153778540008,3.685559098025646e-05,7.32312742354854e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.25,90,-0.0008223582627983338,3.687567982486969e-05,7.327119034182959e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.26,90,-0.0008390563784949752,3.691787794985402e-05,7.335503711733254e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.27,90,-0.0008575945892507387,3.713415498030247e-05,7.37847749700261e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.28,90,-0.0008748817289608202,3.715741242109673e-05,7.38309870094893e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.29,90,-0.0008916387950771215,3.711755692454821e-05,7.375179498678916e-05,completed_shards_26_of_32
90 dataset partial,0.33,0.3,90,-0.0009107513204005843,3.7460470600499e-05,7.443315715667278e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.01,90,-3.624096773557226e-05,2.510205075727581e-06,4.987724016863255e-06,completed_shards_26_of_32
90 dataset partial,0.35,0.02,90,-8.745409026264871e-05,5.775305307226491e-06,1.1475408628604616e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.03,90,-0.0001457138630774075,9.106010574139231e-06,1.8093449048293613e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.04,90,-0.00020525318901780902,1.2171387935896883e-05,2.4184288572054826e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.05,90,-0.0002633617939551932,1.4938900435110686e-05,2.9683276958610048e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.06,90,-0.0003184843664637393,1.756427988918391e-05,3.489985001197497e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.07,90,-0.0003691944793802836,2.019650625306489e-05,4.013002772928535e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.08,90,-0.00041601705838381045,2.224396212957305e-05,4.419827894408603e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.09,90,-0.00046027633958549397,2.411854327422911e-05,4.792303174901372e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.1,90,-0.0004994344608242105,2.5337901866555355e-05,5.034587129902593e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.11,90,-0.0005379570802007678,2.695559090287589e-05,5.356018495661968e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.12,90,-0.0005742321286648427,2.853934793453529e-05,5.67070764437202e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.13,90,-0.0006114150414888834,3.069172478959535e-05,6.098380340803485e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.14,90,-0.000643399794147856,3.2118006343827366e-05,6.381779447579258e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.15,90,-0.0006746585899352943,3.327737767290174e-05,6.612144061148165e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.16,90,-0.0007029600576956393,3.4005228578546875e-05,6.756766485741489e-05,completed_shards_26_of_32
