beta,cell_id,dataset_tag,dataset_id,ref_id,radius,H,logZ_H,logZ_H_full,R_H,gate_count,ess_H
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,1.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,1.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,1.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,1.5,6.0,-23.266086942475845,,0.4825631330341754,301,286.4919539300478
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,1.5,8.0,-22.537443421379884,,1.0,1024,796.5148867894271
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,1.5,inf,-22.537443421379884,-28.48321384106793,1.0,1024,796.5148867894271
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.1,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.1,2.0,-1.5799643524828808,,0.9573912569634566,943,888.9758741404352
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.1,4.0,-1.5364212183550532,,1.0,1024,948.7859641892668
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.1,6.0,-1.5364212183550532,,1.0,1024,948.7859641892668
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.1,8.0,-1.5364212183550532,,1.0,1024,948.7859641892668
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,0.1,inf,-1.5364212183550532,-6.501868781606336,1.0,1024,948.7859641892668
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,2.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,2.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,2.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,2.5,6.0,-19.967616410600172,,0.9761172142413533,944,793.9131465939113
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,2.5,8.0,-19.943443807378877,,1.0,1024,827.3554852423783
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,2.5,inf,-19.943443807378877,-24.638308082758183,1.0,1024,827.3554852423783
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.5,4.0,-14.972222269721886,,0.015365035733243599,12,11.940038144501447
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.5,6.0,-10.7965615119455,,1.0,1024,1000.6499326113739
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.5,8.0,-10.7965615119455,,1.0,1024,1000.6499326113739
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,10,0.5,inf,-10.7965615119455,-17.155607191250056,1.0,1024,1000.6499326113739
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.01,1.0,-0.007211775025580785,,1.0,1024,1023.9819575764897
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.01,2.0,-0.007211775025580785,,1.0,1024,1023.9819575764897
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.01,4.0,-0.007211775025580785,,1.0,1024,1023.9819575764897
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.01,6.0,-0.007211775025580785,,1.0,1024,1023.9819575764897
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.01,8.0,-0.007211775025580785,,1.0,1024,1023.9819575764897
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,0.01,inf,-0.007211775025580785,-5.424872759806021,1.0,1024,1023.9819575764897
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,1.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,1.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,1.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,1.5,6.0,-15.969558080000823,,0.9945801429989458,1018,1016.4714834850085
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,1.5,8.0,-15.964123482288992,,1.0,1024,1022.4025569618415
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,1.5,inf,-15.964123482288992,-19.65961116636799,1.0,1024,1022.4025569618415
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.1,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.1,2.0,-1.99539181127961,,0.8110217334852559,706,663.9168074747181
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.1,4.0,-1.7859313844326763,,1.0,1024,901.2750800465432
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.1,6.0,-1.7859313844326763,,1.0,1024,901.2750800465432
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.1,8.0,-1.7859313844326763,,1.0,1024,901.2750800465432
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,0.1,inf,-1.7859313844326763,-9.737863575587506,1.0,1024,901.2750800465432
