beta,radius,ref_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,claim
0.05,1.27,1800,2.535185231955373,-0.00541809667873476,2.535185231955373,-0.00541809667873476,0.0,2.540603328634108,pass
0.05,1.28,1800,2.543004729016648,-0.005438695279875605,2.543004729016648,-0.005438695279875605,0.0,2.548443424296524,pass
0.05,1.29,1800,2.5507571035830923,-0.0054654033399890705,2.5507571035830923,-0.005465403339989071,8.673617379884035e-19,2.5562225069230813,pass
0.05,1.3,1800,2.5584541843412336,-0.00548733447297011,2.5584541843412336,-0.00548733447297011,0.0,2.563941518814204,pass
0.05,1.31,1800,2.56609035699763,-0.0055110236101799295,2.56609035699763,-0.0055110236101799295,0.0,2.57160138060781,pass
0.05,1.32,1800,2.573668766537341,-0.005534225400920636,2.573668766537341,-0.005534225400920636,0.0,2.5792029919382613,pass
0.05,1.33,1800,2.581194550175948,-0.00555268189449957,2.581194550175948,-0.005552681894499571,8.673617379884035e-19,2.5867472320704477,pass
0.05,1.34,1800,2.5886557431680566,-0.005579217342067494,2.5886557431680566,-0.005579217342067494,0.0,2.594234960510124,pass
0.05,1.35,1800,2.5960661391328084,-0.005600878458748422,2.5960661391328084,-0.005600878458748422,0.0,2.6016670175915566,pass
0.05,1.36,1800,2.603421091994128,-0.005623133049355234,2.603421091994128,-0.005623133049355234,0.0,2.609044225043483,pass
0.05,1.37,1800,2.6107239409453817,-0.0056434455889589315,2.6107239409453817,-0.005643445588958931,-8.673617379884035e-19,2.616367386534341,pass
0.05,1.38,1800,2.617968382160621,-0.005668906037050679,2.617968382160621,-0.005668906037050679,0.0,2.623637288197672,pass
0.05,1.39,1800,2.625164530805404,-0.005690168333153265,2.625164530805404,-0.005690168333153265,0.0,2.630854699138557,pass
0.05,1.4,1800,2.6323113694960942,-0.005709002425798534,2.6323113694960942,-0.005709002425798534,0.0,2.638020371921893,pass
0.05,1.41,1800,2.639405002554358,-0.005730040488945248,2.639405002554358,-0.005730040488945248,0.0,2.6451350430433034,pass
0.05,1.42,1800,2.646447041491583,-0.005752391891817742,2.646447041491583,-0.005752391891817742,0.0,2.6521994333834007,pass
