source,group,label,nmstv,ref_id,radius,d_phi_energy_direct_dd,d2_phi_energy_direct_dd2,positive_curvature,negative_curvature
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.69,-0.043593075945126576,-0.10041285304347225,0.0,0.10041285304347225
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.7,-0.043224038806950006,0.11392501436857883,0.11392501436857883,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.71,-0.041314575657754996,0.10413710268139731,0.10413710268139731,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.72,-0.041141296753322065,-0.1328170732615792,0.0,0.1328170732615792
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.73,-0.04397091712298658,-0.19332344902885534,0.0,0.19332344902885534
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.74,-0.045007765733899176,-0.2091312652343329,0.0,0.2091312652343329
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.75,-0.048153542427673245,0.06675879301480014,0.06675879301480014,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.76,-0.04367258987360317,0.5330730233752343,0.5330730233752343,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.77,-0.037492081960168545,0.2555945869981644,0.2555945869981644,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.78,-0.038560698133639874,-0.29524424806972127,0.0,0.29524424806972127
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.79,-0.043396966921562974,0.41460655649312095,0.41460655649312095,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.8,-0.03026856700377745,-0.09072329099937226,0.0,0.09072329099937226
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.81,-0.04521143274155042,-0.5562239896824641,0.0,0.5562239896824641
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.82,-0.041393046797426884,-0.050460954366793764,0.0,0.050460954366793764
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.83,-0.0462206518288864,-0.18512504239646166,0.0,0.18512504239646166
