beta,radius,ref_count,dphi_full_dr,dphi_energy_dr,dphi_entropic_dr,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,claim
0.05,1.3,2700,0.7672507043370145,-0.0016778131180255798,0.7689285174550401,-4.270034385375101,0.6155340738186216,pass
0.05,1.31,2700,0.7613903753092518,-0.0016684588064366853,0.7630588341156885,-4.246227662381364,0.6048840406928045,pass
0.05,1.32,2700,0.7556161268006282,-0.0016619585717597871,0.7572780853723879,-4.229684565128658,0.5947256357812647,pass
0.05,1.33,2700,0.7499288172341386,-0.0016554479474794224,0.751584265181618,-4.21311502633513,0.5881206025356958,pass
0.05,1.34,2700,0.7443264716601626,-0.0016489557215926248,0.7459754273817553,-4.19659231145323,0.5834681879226313,pass
0.05,1.35,2700,0.7388061226370563,-0.0016435608381675322,0.7404496834752238,-4.182862333136369,0.5742936151779668,pass
0.05,1.36,2700,0.7333685796265581,-0.001636620881936045,0.7350052005084942,-4.165200144527234,0.565218135796347,pass
0.05,1.37,2700,0.728007563420077,-0.0016326356248514847,0.7296401990449285,-4.155057665247028,0.5640730514402311,pass
0.05,1.38,2700,0.7227278444203442,-0.001625106805418148,0.7243529512257624,-4.1358968197891866,0.5514247654816308,pass
0.05,1.39,2700,0.7175223555876525,-0.0016194233271331173,0.7191417789147857,-4.121432367553783,0.5457583158944793,pass
0.05,1.4,2700,0.7123916615121693,-0.0016133904103678997,0.7140050519225372,-4.106078594386305,0.5387316582462673,pass
0.05,1.41,2700,0.7073327794274412,-0.0016084068786240593,0.7089411863060653,-4.093395506098231,0.5317661523841102,pass
0.05,1.42,2700,0.7023458264855554,-0.001602816254974255,0.7039486427405297,-4.079167368909479,0.5200103258132596,pass
0.05,1.43,2700,0.6974279474515124,-0.0015979775076149247,0.6990259249591273,-4.0668527568799835,0.5168352304864827,pass
0.05,1.44,2700,0.6925814957184504,-0.0015900825395719102,0.6941715782580223,-4.046760063210511,0.5102903238078974,pass
0.05,1.45,2700,0.6877971548752745,-0.001587033187864878,0.6893841880631394,-4.038999463116115,0.5055832335448023,pass
0.05,1.46,2700,0.6830795089554481,-0.0015828696004095853,0.6846623785558577,-4.028403133042395,0.4998489888032867,pass
0.05,1.47,2700,0.6784286674289957,-0.0015761439258015946,0.6800048113547973,-4.011286291165058,0.4921075691786309,pass
0.05,1.48,2700,0.6738383831278894,-0.0015718011231593818,0.6754101842510487,-4.000233858440627,0.48460980507364515,pass
0.05,1.49,2700,0.6693060665072974,-0.001571163487032763,0.6708772299943302,-3.998611074498382,0.47694608889627865,pass
0.05,1.5,2700,0.6648390796062067,-0.0015656355214947362,0.6664047151277014,-3.9845424022041036,0.47025735417141545,pass
0.05,1.51,2700,0.6604314464647288,-0.0015599924038487568,0.6619914388685776,-3.970180667795086,0.46566430513019424,pass
0.05,1.52,2700,0.6560794900309461,-0.0015567420029696836,0.6576362320339159,-3.9619083975578446,0.4583892188692536,pass
0.05,1.53,2700,0.6517829707894712,-0.0015549852180792027,0.6533379560075504,-3.957437380011571,0.45611081010449567,pass
0.05,1.54,2700,0.6475455222605337,-0.0015499794872273138,0.6490955017477611,-3.944697794993514,0.44432352685720833,pass
0.05,1.55,2700,0.6433624090900739,-0.0015453797431854682,0.6449077888332594,-3.9329914464070166,0.44224340035255066,pass
0.05,1.56,2700,0.63922856794841,-0.001545196597456626,0.6407737645458667,-3.9325253405271132,0.44038622460641713,pass
0.05,1.57,2700,0.6351536182916202,-0.0015387846966295352,0.6366924029882497,-3.916207052922167,0.44026427011033276,pass
0.05,1.58,2700,0.6311268309870363,-0.0015358732481232631,0.6326627042351595,-3.9087974164737047,0.4205402892422907,pass
0.05,1.59,2700,0.6271520494574103,-0.0015316440592890986,0.6286836935166994,-3.898034130890756,0.4209007833638576,pass
