run,beta,radius,dataset_count,phi_energy_mean,phi_energy_ci95_low,phi_energy_ci95_high,phi_energy_ci95_half_width
gaussian_random_90_dataset,0.05,0.29,90,-0.002363389405966749,-0.0024232400543258946,-0.0023035387576076033,5.985064835914563e-05
gaussian_random_90_dataset,0.05,0.3,90,-0.0024120221169115076,-0.0024730712541627996,-0.0023509729796602156,6.104913725129201e-05
gaussian_random_90_dataset,0.05,0.31,90,-0.002460057670606669,-0.0025224696664299866,-0.0023976456747833515,6.241199582331753e-05
gaussian_random_90_dataset,0.05,0.32,90,-0.0025072441739497136,-0.0025709063477390285,-0.0024435820001603987,6.366217378931489e-05
gaussian_random_90_dataset,0.05,0.33,90,-0.0025536679461305514,-0.00261853088047023,-0.0024888050117908727,6.486293433967871e-05
gaussian_random_90_dataset,0.05,0.34,90,-0.002599214254599525,-0.0026652630079984077,-0.002533165501200642,6.604875339888275e-05
gaussian_random_90_dataset,0.05,0.35,90,-0.0026439096662636405,-0.0027111489930635425,-0.0025766703394637385,6.7239326799902e-05
gaussian_random_90_dataset,0.05,0.36,90,-0.002688083928218389,-0.002756533585107151,-0.0026196342713296268,6.844965688876208e-05
gaussian_random_90_dataset,0.05,0.37,90,-0.002731324621108103,-0.002800878457532442,-0.002661770784683764,6.955383642433905e-05
gaussian_random_90_dataset,0.05,0.38,90,-0.0027738162815729808,-0.0028444713283857035,-0.002703161234760258,7.065504681272273e-05
gaussian_random_90_dataset,0.05,0.39,90,-0.0028155274516555493,-0.0028872502603951512,-0.0027438046429159473,7.172280873960196e-05
gaussian_random_90_dataset,0.05,0.4,90,-0.002857038724706579,-0.002929867603002076,-0.0027842098464110824,7.28288782954967e-05
gaussian_random_90_dataset,0.05,0.41,90,-0.0028975240420120027,-0.002971425508785814,-0.0028236225752381913,7.390146677381136e-05
gaussian_random_90_dataset,0.05,0.42,90,-0.0029371467448076017,-0.003012064813248122,-0.0028622286763670813,7.491806844052038e-05
gaussian_random_90_dataset,0.05,0.43,90,-0.002976235210892062,-0.003052153251378793,-0.002900317170405331,7.591804048673106e-05
gaussian_random_90_dataset,0.05,0.44,90,-0.003014915296861118,-0.0030918863121489224,-0.0029379442815733138,7.697101528780434e-05
gaussian_random_90_dataset,0.05,0.45,90,-0.0030527090936648183,-0.003130676740776957,-0.0029747414465526797,7.796764711213858e-05
gaussian_random_90_dataset,0.05,0.46,90,-0.0030901908214806687,-0.0031691363211501775,-0.00301124532181116,7.894549966950886e-05
gaussian_random_90_dataset,0.05,0.47,90,-0.0031268780252424163,-0.003206764998305788,-0.0030469910521790447,7.988697306337156e-05
gaussian_random_90_dataset,0.05,0.48,90,-0.003163263463984,-0.003244121631846717,-0.003082405296121283,8.085816786271684e-05
gaussian_random_90_dataset,0.05,0.49,90,-0.00319874020174168,-0.0032804710227167947,-0.0031170093807665654,8.173082097511462e-05
gaussian_random_90_dataset,0.05,0.5,90,-0.0032337815991846123,-0.0033164188079795732,-0.0031511443903896514,8.263720879496091e-05
gaussian_random_90_dataset,0.05,0.51,90,-0.0032681214991626874,-0.0033517235219484185,-0.0031845194763769563,8.36020227857311e-05
gaussian_random_90_dataset,0.05,0.52,90,-0.0033020597028558425,-0.003386484964872862,-0.003217634440838823,8.442526201701958e-05
gaussian_random_90_dataset,0.05,0.53,90,-0.003335957171241134,-0.003421269281721547,-0.0032506450607607215,8.531211048041273e-05
gaussian_random_90_dataset,0.05,0.54,90,-0.003369263035798165,-0.0034554310529043802,-0.00328309501869195,8.616801710621506e-05
gaussian_random_90_dataset,0.05,0.55,90,-0.0034016920484301835,-0.003488674198159613,-0.003314709898700754,8.698214972942958e-05
gaussian_random_90_dataset,0.05,0.56,90,-0.0034335220753845055,-0.0035213359857370775,-0.0033457081650319336,8.781391035257193e-05
gaussian_random_90_dataset,0.05,0.57,90,-0.00346504461627886,-0.0035535655420902788,-0.0033765236904674412,8.852092581141877e-05
gaussian_random_90_dataset,0.05,0.58,90,-0.003496536182088901,-0.003585935616449755,-0.003407136747728047,8.939943436085413e-05
gaussian_random_90_dataset,0.05,0.59,90,-0.0035275139466880313,-0.003617716437242648,-0.0034373114561334146,9.020249055461662e-05
gaussian_random_90_dataset,0.05,0.6,90,-0.0035582178432522764,-0.0036491596122695275,-0.0034672760742350253,9.094176901725112e-05
gaussian_random_90_dataset,0.05,0.61,90,-0.0035880145977466044,-0.0036796586090521452,-0.0034963705864410636,9.16440113055408e-05
gaussian_random_90_dataset,0.05,0.62,90,-0.0036178862131098486,-0.0037103326286632207,-0.0035254397975564766,9.244641555337203e-05
gaussian_random_90_dataset,0.05,0.63,90,-0.003647083494500579,-0.003740203158378011,-0.0035539638306231473,9.311966387743177e-05
gaussian_random_90_dataset,0.05,0.64,90,-0.003675706647901242,-0.003769515391098928,-0.003581897904703556,9.380874319768603e-05
gaussian_random_90_dataset,0.05,0.65,90,-0.00370457927914902,-0.003799130535166549,-0.0036100280231314906,9.455125601752924e-05
gaussian_random_90_dataset,0.05,0.66,90,-0.0037325254915804534,-0.0038278764039548227,-0.003637174579206084,9.535091237436932e-05
gaussian_random_90_dataset,0.05,0.67,90,-0.0037601015322527957,-0.003856052959757105,-0.0036641501047484865,9.595142750430923e-05
gaussian_random_90_dataset,0.05,0.68,90,-0.0037874575623280155,-0.003884016540884531,-0.0036908985837715,9.655897855651539e-05
gaussian_random_90_dataset,0.05,0.69,90,-0.003815342400782752,-0.003912711227680265,-0.003717973573885238,9.73688268975138e-05
gaussian_random_90_dataset,0.05,0.7,90,-0.0038424842835618014,-0.003940472030721494,-0.0037444965364021084,9.798774715969296e-05
gaussian_random_90_dataset,0.05,0.71,90,-0.003868288493006338,-0.003966918582242999,-0.0037696584037696765,9.86300892366614e-05
gaussian_random_90_dataset,0.05,0.72,90,-0.0038945909651146686,-0.0039937429952434525,-0.0037954389349858847,9.915203012878394e-05
gaussian_random_90_dataset,0.05,0.73,90,-0.003920361489233192,-0.004020154564547947,-0.003820568413918437,9.979307531475501e-05
gaussian_random_90_dataset,0.05,0.74,90,-0.003946045316175617,-0.004046502710114266,-0.0038455879222369684,0.00010045739393864904
gaussian_random_90_dataset,0.05,0.75,90,-0.003971163456162749,-0.004072236516812923,-0.003870090395512575,0.00010107306065017404
gaussian_random_90_dataset,0.05,0.76,90,-0.003996148085141428,-0.0040977782414683694,-0.0038945179288144872,0.0001016301563269411
gaussian_random_90_dataset,0.05,0.77,90,-0.00402172721342181,-0.00412391188917407,-0.003919542537669549,0.00010218467575226053
gaussian_random_90_dataset,0.05,0.78,90,-0.004045974577512245,-0.004148797811067321,-0.00394315134395717,0.0001028232335550756
gaussian_random_90_dataset,0.05,0.79,90,-0.00407010302000837,-0.004173392255234938,-0.0039668137847818025,0.00010328923522656772
gaussian_random_90_dataset,0.05,0.8,90,-0.0040939638134458115,-0.004197871668118423,-0.0039900559587732,0.00010390785467261163
gaussian_random_90_dataset,0.05,0.81,90,-0.004117388040407221,-0.004221850760124417,-0.0040129253206900245,0.00010446271971719604
gaussian_random_90_dataset,0.05,0.82,90,-0.0041415542848697705,-0.004246524458825464,-0.004036584110914077,0.00010497017395569384
gaussian_random_90_dataset,0.05,0.83,90,-0.004164295254046432,-0.0042697759847317475,-0.004058814523361116,0.00010548073068531588
gaussian_random_90_dataset,0.05,0.84,90,-0.004187520377350793,-0.0042935072479900254,-0.004081533506711561,0.00010598687063923234
gaussian_random_90_dataset,0.05,0.85,90,-0.004210174242789015,-0.004316616604287009,-0.004103731881291021,0.00010644236149799386
gaussian_random_90_dataset,0.05,0.86,90,-0.0042329050187510115,-0.004340022192925811,-0.004125787844576212,0.0001071171741747999
gaussian_random_90_dataset,0.05,0.87,90,-0.004255939185537821,-0.004363509661217171,-0.00414836870985847,0.00010757047567935048
gaussian_random_90_dataset,0.05,0.88,90,-0.004278076498944263,-0.004386134786540913,-0.004170018211347613,0.0001080582875966499
gaussian_random_90_dataset,0.05,0.89,90,-0.004299351556385848,-0.004407764886161114,-0.004190938226610582,0.00010841332977526603
gaussian_random_90_dataset,0.05,0.9,90,-0.004321146965169591,-0.004430184232278672,-0.004212109698060509,0.00010903726710908158
gaussian_random_90_dataset,0.05,0.91,90,-0.004343944121763243,-0.004453439405663427,-0.004234448837863059,0.000109495283900184
gaussian_random_90_dataset,0.05,0.92,90,-0.004364844701674978,-0.004474711669906768,-0.004254977733443188,0.00010986696823179001
gaussian_random_90_dataset,0.05,0.93,90,-0.004385954222487333,-0.00449625958774593,-0.004275648857228737,0.00011030536525859658
gaussian_random_90_dataset,0.05,0.94,90,-0.0044071774849236516,-0.004518047825472865,-0.004296307144374438,0.00011087034054921372
gaussian_random_90_dataset,0.05,0.95,90,-0.004427922563214103,-0.004539069384572092,-0.004316775741856114,0.0001111468213579889
gaussian_random_90_dataset,0.05,0.96,90,-0.004448927350116118,-0.004560631095661844,-0.0043372236045703914,0.00011170374554572617
gaussian_random_90_dataset,0.05,0.97,90,-0.00446866745302909,-0.00458067094413938,-0.0043566639619188,0.00011200349111028986
gaussian_random_90_dataset,0.05,0.98,90,-0.004489541264629135,-0.0046021069559261255,-0.004376975573332145,0.00011256569129699037
gaussian_random_90_dataset,0.05,0.99,90,-0.004509962274195157,-0.004622808386029104,-0.004397116162361211,0.0001128461118339464
gaussian_random_90_dataset,0.05,1.0,90,-0.004530039110856131,-0.00464330741856782,-0.004416770803144442,0.00011326830771168916
gaussian_random_90_dataset,0.05,1.01,90,-0.004550474362366405,-0.004664094535220465,-0.004436854189512345,0.0001136201728540601
gaussian_random_90_dataset,0.05,1.02,90,-0.004569241289805057,-0.004683347849684742,-0.004455134729925371,0.00011410655987968525
gaussian_random_90_dataset,0.05,1.03,90,-0.0045901342085334605,-0.004704571650035325,-0.004475696767031596,0.0001144374415018648
gaussian_random_90_dataset,0.05,1.04,90,-0.0046081828710813465,-0.00472300190399944,-0.004493363838163253,0.00011481903291809311
gaussian_random_90_dataset,0.05,1.05,90,-0.004628087817669041,-0.0047434072872551275,-0.004512768348082955,0.00011531946958608617
gaussian_random_90_dataset,0.05,1.06,90,-0.004648314940607322,-0.004764040840446978,-0.004532589040767665,0.00011572589983965646
gaussian_random_90_dataset,0.05,1.07,90,-0.00466672355797128,-0.004782585564411726,-0.004550861551530833,0.0001158620064404467
gaussian_random_90_dataset,0.05,1.08,90,-0.004685212065420045,-0.004801736511906922,-0.004568687618933167,0.00011652444648687765
gaussian_random_90_dataset,0.05,1.09,90,-0.004704057447132923,-0.004820585861408399,-0.004587529032857447,0.0001165284142754762
gaussian_random_90_dataset,0.05,1.1,90,-0.004722975709038079,-0.00483987330052213,-0.004606078117554028,0.00011689759148405133
gaussian_random_90_dataset,0.05,1.11,90,-0.004740905815259434,-0.004858302867506406,-0.0046235087630124615,0.00011739705224697236
gaussian_random_90_dataset,0.05,1.12,90,-0.004760019460230178,-0.004877548906953986,-0.00464249001350637,0.00011752944672380802
gaussian_random_90_dataset,0.05,1.13,90,-0.004778550750577437,-0.004896509165143721,-0.004660592336011154,0.00011795841456628368
gaussian_random_90_dataset,0.05,1.14,90,-0.004796970261988474,-0.004915299364114488,-0.004678641159862459,0.00011832910212601459
gaussian_random_90_dataset,0.05,1.15,90,-0.004814697025050905,-0.004933363314941581,-0.004696030735160228,0.00011866628989067648
gaussian_random_90_dataset,0.05,1.16,90,-0.004832904950583972,-0.004951840196317984,-0.004713969704849959,0.0001189352457340127
gaussian_random_90_dataset,0.05,1.17,90,-0.0048505260593580315,-0.004969712246087239,-0.004731339872628824,0.00011918618672920791
gaussian_random_90_dataset,0.05,1.18,90,-0.004868690944625271,-0.004988288081461834,-0.0047490938077887086,0.00011959713683656285
gaussian_random_90_dataset,0.05,1.19,90,-0.004886069684990308,-0.005005828823851559,-0.004766310546129057,0.00011975913886125115
gaussian_random_90_dataset,0.05,1.2,90,-0.004904677602526028,-0.005024848740441089,-0.004784506464610967,0.00012017113791506096
gaussian_random_90_dataset,0.05,1.21,90,-0.004921488494467727,-0.005041804538691877,-0.004801172450243577,0.00012031604422415004
gaussian_random_90_dataset,0.05,1.22,90,-0.004939518386223087,-0.005060124025494635,-0.004818912746951539,0.00012060563927154822
gaussian_random_90_dataset,0.05,1.23,90,-0.004955889850412899,-0.005076771769351794,-0.0048350079314740035,0.00012088191893889523
gaussian_random_90_dataset,0.05,1.24,90,-0.0049730969962188815,-0.005094102849358357,-0.004852091143079406,0.00012100585313947528
gaussian_random_90_dataset,0.05,1.25,90,-0.004991023156922338,-0.005112564265201119,-0.004869482048643557,0.00012154110827878109
gaussian_random_90_dataset,0.05,1.26,90,-0.00500866930432963,-0.005130202812448119,-0.004887135796211142,0.00012153350811848831
gaussian_random_90_dataset,0.05,1.27,90,-0.005024848042775649,-0.005146736978361568,-0.0049029591071897295,0.00012188893558591919
gaussian_random_90_dataset,0.05,1.28,90,-0.005042146470002541,-0.005164263507179958,-0.004920029432825124,0.0001221170371774171
gaussian_random_90_dataset,0.05,1.29,90,-0.005059205237374771,-0.005181595847503115,-0.004936814627246426,0.00012239061012834455
gaussian_random_90_dataset,0.05,1.3,90,-0.005075844166638061,-0.005198813858454475,-0.004952874474821648,0.00012296969181641373
gaussian_random_90_dataset,0.05,1.31,90,-0.005091958571062954,-0.005214550459980655,-0.004969366682145252,0.00012259188891770162
gaussian_random_90_dataset,0.05,1.32,90,-0.0051087965412434135,-0.005231845301645584,-0.004985747780841243,0.00012304876040217065
gaussian_random_90_dataset,0.05,1.33,90,-0.005126085268992391,-0.00524938990393244,-0.005002780634052341,0.00012330463494004962
gaussian_random_90_dataset,0.05,1.34,90,-0.005142474433037614,-0.005266065906306683,-0.005018882959768545,0.00012359147326906905
gaussian_random_90_dataset,0.05,1.35,90,-0.005158433546531184,-0.005282186916695928,-0.005034680176366439,0.00012375337016474423
gaussian_random_90_dataset,0.05,1.36,90,-0.005174773210536208,-0.0052988419441599936,-0.005050704476912422,0.0001240687336237856
gaussian_random_90_dataset,0.05,1.37,90,-0.005191219821528598,-0.005315450403806639,-0.005066989239250557,0.00012423058227804123
gaussian_random_90_dataset,0.05,1.38,90,-0.005208463717356744,-0.005332993914927421,-0.005083933519786067,0.00012453019757067713
gaussian_random_90_dataset,0.05,1.39,90,-0.00522428960452238,-0.005348992727599381,-0.005099586481445379,0.00012470312307700116
gaussian_random_90_dataset,0.05,1.4,90,-0.005238829197205425,-0.00536367426950595,-0.0051139841249049,0.0001248450723005251
gaussian_random_90_dataset,0.05,1.41,90,-0.0052556282569308985,-0.0053806714817368154,-0.0051305850321249815,0.00012504322480591697
gaussian_random_90_dataset,0.05,1.42,90,-0.005273238175020055,-0.005398401899108743,-0.005148074450931368,0.00012516372408868763
gaussian_random_90_dataset,0.05,1.43,90,-0.005288012038514668,-0.005413433912220059,-0.005162590164809277,0.00012542187370539071
gaussian_random_90_dataset,0.05,1.44,90,-0.005302706772182058,-0.005427982349112273,-0.005177431195251842,0.00012527557693021562
gaussian_random_90_dataset,0.05,1.45,90,-0.00531997440231168,-0.005445936459587604,-0.0051940123450357565,0.00012596205727592388
gaussian_random_90_dataset,0.05,1.46,90,-0.005335550681911254,-0.005461384410604888,-0.005209716953217619,0.00012583372869363462
gaussian_random_90_dataset,0.05,1.47,90,-0.005350897657602375,-0.005477022216699448,-0.005224773098505301,0.00012612455909707335
gaussian_random_90_dataset,0.05,1.48,90,-0.0053668818855251675,-0.005493214348326396,-0.005240549422723939,0.0001263324628012286
gaussian_random_90_dataset,0.05,1.49,90,-0.005382750695779419,-0.005509343432275361,-0.0052561579592834765,0.00012659273649594238
gaussian_random_90_dataset,0.05,1.5,90,-0.005398224348335169,-0.005525071937166286,-0.005271376759504052,0.00012684758883111692
gaussian_random_90_dataset,0.05,1.51,90,-0.005414117043902893,-0.00554107417389906,-0.005287159913906726,0.00012695712999616707
gaussian_random_90_dataset,0.05,1.52,90,-0.005428785726196603,-0.0055556867204440575,-0.005301884731949149,0.00012690099424745444
gaussian_random_90_dataset,0.05,1.53,90,-0.005444606296358534,-0.00557159603475764,-0.0053176165579594285,0.00012698973839910584
gaussian_random_90_dataset,0.05,1.54,90,-0.00546048214960394,-0.005587825639901296,-0.0053331386593065844,0.00012734349029735591
gaussian_random_90_dataset,0.05,1.55,90,-0.005475322666843228,-0.005602783190577367,-0.005347862143109088,0.00012746052373413964
gaussian_random_90_dataset,0.05,1.56,90,-0.005491164238791385,-0.005618719683116419,-0.005363608794466351,0.0001275554443250339
gaussian_random_90_dataset,0.05,1.57,90,-0.005507010618581501,-0.0056346465183711785,-0.005379374718791823,0.00012763589978967774
gaussian_random_90_dataset,0.05,1.58,90,-0.005522249502584882,-0.005650077273723444,-0.005394421731446319,0.00012782777113856236
gaussian_random_90_dataset,0.05,1.59,90,-0.005537124278031844,-0.0056648770330282715,-0.005409371523035417,0.00012775275499642743
gaussian_random_90_dataset,0.05,1.6,90,-0.0055528416478485545,-0.005681084715614361,-0.005424598580082748,0.0001282430677658061
gaussian_random_90_dataset,0.05,1.61,90,-0.005568616964176824,-0.005696747915102163,-0.0054404860132514846,0.00012813095092533908
gaussian_random_90_dataset,0.05,1.62,90,-0.0055836575435173645,-0.00571218452634684,-0.005455130560687889,0.00012852698282947526
gaussian_random_90_dataset,0.05,1.63,90,-0.005597978594182923,-0.005726525484462911,-0.005469431703902935,0.00012854689027998797
gaussian_random_90_dataset,0.05,1.64,90,-0.005613678523031921,-0.005742323180004082,-0.005485033866059761,0.0001286446569721605
gaussian_random_90_dataset,0.05,1.65,90,-0.005629359357431283,-0.005758174437300613,-0.005500544277561953,0.0001288150798693299
gaussian_random_90_dataset,0.05,1.66,90,-0.005644014555775435,-0.005772803220503018,-0.005515225891047853,0.00012878866472758235
gaussian_random_90_dataset,0.05,1.67,90,-0.0056592684755313784,-0.005788139947705375,-0.0055303970033573815,0.00012887147217399697
gaussian_random_90_dataset,0.05,1.68,90,-0.005673372418362533,-0.005802590235824162,-0.0055441546009009045,0.00012921781746162882
gaussian_random_90_dataset,0.05,1.69,90,-0.005690276990330767,-0.005819721986308467,-0.005560831994353067,0.00012944499597769988
gaussian_random_90_dataset,0.05,1.7,90,-0.005703952179810485,-0.005833190216509597,-0.005574714143111373,0.0001292380366991119
gaussian_random_90_dataset,0.05,1.71,90,-0.0057188176295069944,-0.005848160793702937,-0.0055894744653110515,0.00012934316419594295
gaussian_random_90_dataset,0.05,1.72,90,-0.005735351466891596,-0.005865071578818907,-0.005605631354964285,0.000129720111927311
gaussian_random_90_dataset,0.05,1.73,90,-0.00574946687058091,-0.005879425189840179,-0.005619508551321642,0.00012995831925926866
gaussian_random_90_dataset,0.05,1.74,90,-0.0057651794495569165,-0.0058950858872121965,-0.0056352730119016365,0.00012990643765528002
gaussian_random_90_dataset,0.05,1.75,90,-0.0057802361152721185,-0.005910163210877168,-0.005650309019667069,0.00012992709560504922
gaussian_random_90_dataset,0.05,1.76,90,-0.005794985448807582,-0.005924900368159093,-0.005665070529456071,0.0001299149193515108
gaussian_random_90_dataset,0.05,1.77,90,-0.00580970019065892,-0.005940031606404144,-0.005679368774913696,0.00013033141574522386
gaussian_random_90_dataset,0.05,1.78,90,-0.00582406050791877,-0.005954177949585332,-0.0056939430662522085,0.00013011744166656174
gaussian_random_90_dataset,0.05,1.79,90,-0.00583889497192661,-0.005969080409124013,-0.005708709534729207,0.00013018543719740296
gaussian_random_90_dataset,0.05,1.8,90,-0.005854192232079183,-0.005984329747242275,-0.005724054716916092,0.00013013751516309166
gaussian_random_90_dataset,0.05,1.81,90,-0.005868390005454628,-0.00599870877386019,-0.005738071237049067,0.00013031876840556133
gaussian_random_90_dataset,0.05,1.82,90,-0.005885276907557979,-0.00601568443512923,-0.005754869379986729,0.0001304075275712505
gaussian_random_90_dataset,0.05,1.83,90,-0.005899275860888883,-0.006029868216439965,-0.0057686835053378,0.0001305923555510822
gaussian_random_90_dataset,0.05,1.84,90,-0.005912909483518641,-0.006043464043434455,-0.005782354923602827,0.00013055455991581397
gaussian_random_90_dataset,0.05,1.85,90,-0.005927964237180666,-0.006059004478754499,-0.005796923995606832,0.00013104024157383366
gaussian_random_90_dataset,0.05,1.86,90,-0.005944150607829013,-0.006074873086691914,-0.005813428128966113,0.0001307224788629005
gaussian_random_90_dataset,0.05,1.87,90,-0.0059592749893315295,-0.006090309929152392,-0.005828240049510667,0.00013103493982086212
gaussian_random_90_dataset,0.05,1.88,90,-0.005973526790661091,-0.006104604059053609,-0.005842449522268573,0.0001310772683925177
gaussian_random_90_dataset,0.05,1.89,90,-0.005989167491543273,-0.006120179136789653,-0.005858155846296893,0.00013101164524638009
gaussian_random_90_dataset,0.05,1.9,90,-0.006003087207851213,-0.0061341371562226455,-0.00587203725947978,0.00013104994837143287
gaussian_random_90_dataset,0.05,1.91,90,-0.0060184352075544015,-0.006149435099312392,-0.0058874353157964115,0.00013099989175799007
gaussian_random_90_dataset,0.05,1.92,90,-0.006031154879022986,-0.00616200088468025,-0.005900308873365722,0.00013084600565726415
gaussian_random_90_dataset,0.05,1.93,90,-0.006046496776363929,-0.006177904792649912,-0.005915088760077946,0.00013140801628598337
gaussian_random_90_dataset,0.05,1.94,90,-0.006061839477135224,-0.006192943589909266,-0.005930735364361182,0.00013110411277404178
gaussian_random_90_dataset,0.05,1.95,90,-0.006078082296091368,-0.006209392710088995,-0.005946771882093741,0.0001313104139976269
gaussian_random_90_dataset,0.05,1.96,90,-0.0060907990531749385,-0.00622223180564327,-0.005959366300706607,0.00013143275246833147
gaussian_random_90_dataset,0.05,1.97,90,-0.006107178615073284,-0.006238812951666599,-0.00597554427847997,0.00013163433659331425
gaussian_random_90_dataset,0.05,1.98,90,-0.00612317812358385,-0.006254982402065634,-0.005991373845102065,0.00013180427848178463
gaussian_random_90_dataset,0.05,1.99,90,-0.006136201100282005,-0.006267506168395066,-0.006004896032168944,0.00013130506811306116
gaussian_random_90_dataset,0.05,2.0,90,-0.006152473533339521,-0.00628394167555333,-0.006021005391125713,0.00013146814221380847
gaussian_random_90_dataset,0.05,2.01,90,-0.0061664633029445545,-0.006298018592855353,-0.006034908013033756,0.0001315552899107987
gaussian_random_90_dataset,0.05,2.02,90,-0.006181636955621379,-0.006313123509269872,-0.006050150401972885,0.00013148655364849347
gaussian_random_90_dataset,0.05,2.03,90,-0.006195871462272118,-0.006328050573526017,-0.006063692351018219,0.00013217911125389895
gaussian_random_90_dataset,0.05,2.04,90,-0.0062106477985168764,-0.006342660935581068,-0.006078634661452685,0.00013201313706419186
gaussian_random_90_dataset,0.05,2.05,90,-0.006226416557745868,-0.006358520323347163,-0.006094312792144573,0.00013210376560129477
gaussian_random_90_dataset,0.05,2.06,90,-0.006240203821829862,-0.006372021515887329,-0.006108386127772395,0.0001318176940574671
gaussian_random_90_dataset,0.05,2.07,90,-0.006254314918015042,-0.006386557637586919,-0.006122072198443165,0.0001322427195718772
gaussian_random_90_dataset,0.05,2.08,90,-0.006270203027963272,-0.006402347551988323,-0.00613805850393822,0.0001321445240250515
gaussian_random_90_dataset,0.05,2.09,90,-0.006284745925415389,-0.0064166248153038,-0.006152867035526977,0.00013187888988841143
gaussian_random_90_dataset,0.05,2.1,90,-0.006299772287975531,-0.006431716438285131,-0.006167828137665931,0.0001319441503096
gaussian_random_90_dataset,0.05,2.11,90,-0.006314847261191394,-0.006446767503996974,-0.006182927018385814,0.0001319202428055801
gaussian_random_90_dataset,0.05,2.12,90,-0.006330092656521332,-0.006462130410903212,-0.006198054902139452,0.00013203775438187966
gaussian_random_90_dataset,0.05,2.13,90,-0.006345237118112082,-0.006477285549531522,-0.006213188686692642,0.00013204843141944016
gaussian_random_90_dataset,0.05,2.14,90,-0.00635861803800022,-0.0064907671059543,-0.00622646897004614,0.00013214906795407967
gaussian_random_90_dataset,0.05,2.15,90,-0.006373150511418183,-0.006505245076913269,-0.006241055945923097,0.0001320945654950858
