source,group,label,nmstv,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sd,phi_energy_raw_sem,d_phi_energy_direct_dd_mean,d_phi_energy_direct_dd_sd,d_phi_energy_direct_dd_sem,d_phi_energy_fd_dd_mean,d_phi_energy_fd_dd_sd,d_phi_energy_fd_dd_sem,ess_fraction_min,split_logZ_per_P_diff_max,split_dlogZ_dr_per_P_diff_max,ce_replay_max_abs_diff_max
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.48,30,-0.032585379668377816,0.0020450436257530907,0.00037337217496904014,-0.05671024834520562,0.004150776477261114,0.0007578246359192476,-0.06048064852460015,0.10412846263427923,0.019011169287709514,0.6058913559022052,0.0052619017670998,0.0266846902855752,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.49,30,-0.03292097849115699,0.0016301130038712597,0.0002976165545009318,-0.056758411662104144,0.0052959998474852955,0.0009669128603372053,-0.05203861641826046,0.09303994636062847,0.016986692456928965,0.5581781792173428,0.0061829048166477,0.0256758914774648,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.5,30,-0.03362615199674303,0.0016334571507202833,0.0002982271093892051,-0.05542930862584739,0.005594326595290207,0.001021379623430507,-0.0664230521727368,0.08442621297318603,0.015414047096716428,0.5381741685217586,0.0049393538742589,0.0272187517102202,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.51,30,-0.03424943953461172,0.0017245599370536405,0.0003148601264313229,-0.05520658277323703,0.007090894383822318,0.0012946142689687261,-0.08483868457570573,0.09494621938782077,0.017334728702847926,0.5521782217672893,0.0054659306957099,0.0271709287699053,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.52,30,-0.035322925688257144,0.0021974009752442915,0.0004011886940083833,-0.05385910717859321,0.005932368210920741,0.0010830972961826182,-0.05940158589145778,0.09387312662674056,0.017138809665668213,0.651602039551421,0.0039001506100134,0.0199317576351891,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.53,30,-0.035437471252440886,0.0020375889280360815,0.0003720111396027111,-0.05330119542140035,0.005743047859549684,0.001048532287169041,-0.015684765902395988,0.10487138964549614,0.019146808581917307,0.5844925162663331,0.0077371163811746,0.0263578243866055,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.54,30,-0.03563662100630506,0.0016960607982639073,0.00030965691936978723,-0.050486386729549845,0.00554325404492759,0.0010120550941295323,-0.015896850253098282,0.11819522851845735,0.02157939761634567,0.5875940167086935,0.0060590179308511,0.0148837018004922,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.55,30,-0.035755408257502855,0.0018889550178990942,0.00034487442447196957,-0.052810354576226876,0.006175345478164984,0.0011274586729261625,-0.05556750490705661,0.1179602552737637,0.021536497567502706,0.5745182872776348,0.0058602067293065,0.01854689729408,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.56,30,-0.03674797110444619,0.0019040153521286231,0.00034762405273232934,-0.0514635535020737,0.0062784860090722905,0.0011462894713831595,-0.09568841371877249,0.14847776705607849,0.02710820743487054,0.524524066051147,0.0070506480090199,0.0249800103031653,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.57,30,-0.03766917653187829,0.002497035622021005,0.00045589424569161634,-0.05234684198015047,0.005938039083862023,0.001084132651192847,-0.03772498848685073,0.1303593448293405,0.02380025124820807,0.5838428170097797,0.0059605742156359,0.0231347835704033,0.0
