branch,r,phi,phi_rel,Q,s,eta,A,p,t,cd,G_S,G_E,qref,alpha,beta,lambda_ref,lambda_shell
boundary_mixed_eta0,1.85,0.7802295219763972,1.7659742351979282,1.6465121621621623,0.0333333333333332,0.0,0.0,0.0924387178581433,-0.0113992407714739,-0.3023726091119847,1.3710351875838989,-0.1687918926795974,0.063283025272499,0.1,1.0,1.0,1.0
boundary_mixed_eta0,1.9,0.7518624652803357,1.7376071785018667,1.704789189189189,0.0333333333333332,0.0,0.0,0.1211400515525575,-0.0143242080481521,-0.3466445647627189,1.354967418609751,-0.1743108892822175,0.063283025272499,0.1,1.0,1.0,1.0
boundary_mixed_eta0,1.95,0.7198123559763683,1.7055570691978994,1.76407972972973,0.0333333333333332,0.0,0.0,0.1537570643999581,-0.0172684697325095,-0.3909165493619199,1.3360578795408595,-0.1802023611096309,0.063283025272499,0.1,1.0,1.0,1.0
boundary_mixed_eta0,2.0,0.6838784328495525,1.6696231460710838,1.9460027027027027,0.0333333333333332,0.0,0.0,0.1436694894201503,-0.0163926938117987,-0.3777789733441091,1.341982847444258,-0.1799174954993351,0.063283025272499,0.1,1.0,1.0,1.0
boundary_mixed_eta0,2.05,0.6470910736320918,1.632835786853623,2.011408108108108,0.0333333333333332,0.0,0.0,0.1772468684446806,-0.0192082146601083,-0.419918660485624,1.3219827383995817,-0.186051247619528,0.063283025272499,0.1,1.0,1.0,1.0
boundary_mixed_eta0,2.1,0.6063640786237795,1.5921087918453107,2.077894594594595,0.0333333333333332,0.0,0.0,0.2143718250699659,-0.0220430371672979,-0.4620583663190118,1.2988964516966972,-0.1926265924628167,0.063283025272499,0.1,1.0,1.0,1.0
boundary_mixed_eta0,2.15,0.5618222670319325,1.5475669802534635,2.279547297297298,0.0333333333333332,0.0,0.0,0.1986852139320586,-0.0208755931079155,-0.4447402318115906,1.3087815719954998,-0.1917409103239642,0.063283025272499,0.1,1.0,1.0,1.0
boundary_mixed_eta0,2.2,0.5165789168470982,1.5023236300686291,2.3524864864864874,0.0333333333333332,0.0,0.0,0.2359942777060509,-0.0235893332876901,-0.4849169394782285,1.284942280914893,-0.1985654489484912,0.063283025272499,0.1,1.0,1.0,1.0
full_max_envelope,0.15,1616.2256949411883,0.0,0.9819729729729728,-0.9666666666666668,0.995,0.0014672927495293,0.9999926266696004,0.0272678587598511,0.9886885726536944,1616.7330794305424,-0.0730225614874634,0.063283025272499,0.1,1.0,1.0,1.0
full_max_envelope,0.2,1616.5131100999813,0.2874151587927827,0.9643432432432432,-0.9666666666666668,0.995,0.00260879212685,0.9999868904918248,0.0149363619463168,0.9797983926875848,1617.020813585478,-0.0737787072969905,0.063283025272499,0.1,1.0,1.0,1.0
full_max_envelope,0.25,1616.7356010067383,0.5099060655500125,0.9409027027027028,-0.9666666666666668,0.995,0.0040765354441436,0.9999795148972656,0.0024361719010638,0.9682474251985164,1617.2439936616806,-0.0748353233668276,0.063283025272499,0.1,1.0,1.0,1.0
full_max_envelope,0.3,1616.9169111544272,0.6912162132387039,0.9278648648648647,-0.9666666666666668,0.995,0.0058648909755554,0.9999705281860524,-0.0102019332226425,0.9539842720645684,1617.4258618674585,-0.0758369232027003,0.063283025272499,0.1,1.0,1.0,1.0
full_max_envelope,0.35,1617.0694408851457,0.843745943957174,0.8955054054054055,-0.9666666666666668,0.995,0.0079844992693368,0.9999598768880936,-0.0230606157594136,0.9367980070692052,1617.5801209548545,-0.0774385634959239,0.063283025272499,0.1,1.0,1.0,1.0
