radius,dataset_count,phi_energy_mean,phi_energy_sd,mean_refs_per_dataset,min_refs_per_dataset,max_refs_per_dataset,unit_count,phi_energy_sem,phi_energy_ci95_low,phi_energy_ci95_high
1.89,33,-0.005954724495762404,0.0006352317180559336,29.606060606060606,18,30,977,0.00011057964846788766,-0.006171460606759464,-0.005737988384765344
1.9,33,-0.005954530254830959,0.0006606212746732378,29.12121212121212,4,30,961,0.00011499940296958245,-0.00617992908465134,-0.005729131425010577
1.91,33,-0.005992861601002819,0.0006301778896102143,29.606060606060606,19,30,977,0.00010969988985845462,-0.00620787338512539,-0.005777849816880248
1.92,33,-0.006029426438829665,0.000630775218797802,29.03030303030303,3,30,958,0.00010980387152326381,-0.006244642027015262,-0.005814210850644068
1.93,33,-0.006017229524089593,0.0006338621799067219,29.575757575757574,17,30,976,0.00011034124247713099,-0.00623349835934477,-0.005800960688834416
1.94,33,-0.00603422680209254,0.0006303779490444977,29.151515151515152,5,30,962,0.0001097347157358265,-0.00624930684493476,-0.0058191467592503205
1.95,34,-0.006104473529776313,0.0007077373917441778,28.735294117647058,1,30,977,0.00012137596133657601,-0.006342370413996002,-0.005866576645556624
1.96,33,-0.006046314409190127,0.0006491736423768999,29.151515151515152,4,30,962,0.00011300662597319321,-0.0062678073960975855,-0.005824821422282668
1.97,33,-0.006075906521486497,0.000634862267419754,29.606060606060606,19,30,977,0.00011051533536715018,-0.006292516578806111,-0.005859296464166883
1.98,33,-0.006116915017365778,0.0006297199213412878,29.03030303030303,3,30,958,0.0001096201678156978,-0.006331770546284546,-0.00590205948844701
1.99,33,-0.00610623630478995,0.0006338284519383144,29.606060606060606,18,30,977,0.00011033537119145045,-0.006322493632325193,-0.005889978977254707
2.0,33,-0.006130898614265236,0.0006307867090858705,29.151515151515152,6,30,962,0.00010980587172567702,-0.006346118122847563,-0.005915679105682909
2.01,34,-0.0061550322980117745,0.000630491305835238,28.735294117647058,1,30,977,0.00010812836689539615,-0.006366963897126751,-0.005943100698896798
2.02,33,-0.006161961891904203,0.0006283645660095108,29.151515151515152,4,30,962,0.000109384230736555,-0.006376354984147851,-0.005947568799660555
2.03,34,-0.006227081045776066,0.0007157316021994258,28.764705882352942,1,30,978,0.00012274695711898248,-0.006467665081729272,-0.00598649700982286
2.04,33,-0.0062106321813041755,0.0006345811949630553,29.060606060606062,4,30,959,0.00011046640693273436,-0.006427146338892335,-0.005994118023716016
2.05,33,-0.006197824075311577,0.0006369079018905725,29.606060606060606,19,30,977,0.00011087143462077243,-0.00641513208716829,-0.005980516063454863
2.06,33,-0.006201550800977036,0.0006509400181362568,29.12121212121212,4,30,961,0.00011331411252491904,-0.006423646461525877,-0.005979455140428194
2.07,33,-0.00623316598139613,0.0006360206879956108,29.606060606060606,18,30,977,0.00011071699050560618,-0.006450171282787118,-0.006016160680005142
2.08,33,-0.006277354644785855,0.0006413053132844724,29.12121212121212,3,30,961,0.00011163692568849539,-0.006496163019135305,-0.006058546270436404
2.09,34,-0.006270964037738706,0.0006424558830134914,28.764705882352942,1,30,978,0.00011018027495329495,-0.006486917376647164,-0.006055010698830248
2.1,33,-0.006283525976001181,0.0006268255515160494,29.09090909090909,4,30,960,0.0001091163227010514,-0.006497393968495241,-0.00606965798350712
2.11,33,-0.006286450506087915,0.0006365008572991069,29.575757575757574,18,30,976,0.00011080057725242066,-0.00650361963750266,-0.006069281374673171
2.12,33,-0.006314645400850286,0.0006315017589448179,29.060606060606062,3,30,959,0.00010993034592901404,-0.0065301088788711536,-0.006099181922829418
2.13,33,-0.00631285264628044,0.0006356862269546214,29.545454545454547,17,30,975,0.00011065876831158224,-0.006529743832171141,-0.006095961460389738
2.14,33,-0.0063731738360959375,0.0006499609195943862,29.12121212121212,4,30,961,0.00011314367334580054,-0.006594935435853707,-0.006151412236338168
2.15,34,-0.006369004801822096,0.0006348022714291916,28.764705882352942,1,30,978,0.00010886769139535721,-0.006582385476956996,-0.006155624126687196
2.16,33,-0.006377623866567338,0.0006313053459969573,29.09090909090909,4,30,960,0.00010989615482345112,-0.006593020330021302,-0.006162227403113374
2.17,33,-0.006377013806137418,0.0006359657262570347,29.575757575757574,18,30,976,0.0001107074228949876,-0.006594000355011594,-0.006160027257263242
2.18,33,-0.006398882802532315,0.0006326591133625066,29.0,2,30,957,0.00011013181547315526,-0.006614741160859699,-0.00618302444420493
2.19,33,-0.006401855539372672,0.0006387661666696881,29.575757575757574,18,30,976,0.0001111949169976659,-0.006619797576688098,-0.0061839135020572466
2.2,33,-0.0064422068272166726,0.0006282133318520662,29.151515151515152,5,30,962,0.00010935790424892661,-0.006656548319544569,-0.006227865334888776
2.21,33,-0.006431366716700185,0.0006420691271382703,29.606060606060606,18,30,977,0.00011176988861375103,-0.0066504356983831375,-0.006212297735017233
2.22,33,-0.0064333525314979306,0.0006692203824097397,29.12121212121212,4,30,961,0.00011649631548766322,-0.006661685309853751,-0.00620501975314211
2.23,33,-0.006469116843095937,0.0006359927473390655,29.606060606060606,19,30,977,0.0001107121266616089,-0.006686112611352691,-0.006252121074839184
2.24,33,-0.006508507701796305,0.0006363773845060041,29.03030303030303,3,30,958,0.00011077908339802302,-0.006725634705256431,-0.00629138069833618
2.25,33,-0.006494247921745385,0.0006376075066635819,29.575757575757574,17,30,976,0.00011099322017975332,-0.006711794633297701,-0.006276701210193069
2.26,33,-0.0065100871810775075,0.0006338188840950815,29.151515151515152,5,30,962,0.00011033370564372793,-0.006726341244139214,-0.006293833118015801
2.27,34,-0.006588575840944024,0.0007218008057007327,28.705882352941178,1,30,976,0.00012378781693239859,-0.006831199962131525,-0.0063459517197565225
2.28,33,-0.006526931755562966,0.0006544975750943148,29.151515151515152,4,30,962,0.00011393340370110665,-0.006750241226817135,-0.006303622284308797
2.29,33,-0.006557544884253298,0.0006417488488322998,29.606060606060606,19,30,977,0.00011171413531699423,-0.006776504589474607,-0.00633858517903199
2.3,33,-0.006594736766274273,0.0006324465125917918,29.03030303030303,3,30,958,0.00011009480642933484,-0.006810522586875769,-0.006378950945672777
2.31,33,-0.006585219655790607,0.000638496043866981,29.606060606060606,18,30,977,0.00011114789465335048,-0.006803069529311174,-0.006367369782270041
2.32,33,-0.006609054375112825,0.0006344994614027288,29.151515151515152,6,30,962,0.0001104521789461398,-0.006825540645847259,-0.006392568104378391
2.33,34,-0.006639938590552642,0.000637588863941462,28.735294117647058,1,30,977,0.0001093455880685803,-0.006854255943167059,-0.006425621237938225
2.34,33,-0.006643480654739741,0.0006343614855183491,29.151515151515152,4,30,962,0.00011042816042760857,-0.006859919849177854,-0.006427041460301628
2.35,34,-0.006706505424904064,0.0007120409034400648,28.764705882352942,1,30,978,0.00012211400750356484,-0.006945848879611051,-0.006467161970197077
2.36,33,-0.006688490350660619,0.0006343928273853368,29.060606060606062,4,30,959,0.00011043361634634707,-0.006904940238699459,-0.006472040462621779
2.37,33,-0.006680876273671054,0.0006408933165585672,29.606060606060606,19,30,977,0.00011156520626418842,-0.006899544077948863,-0.006462208469393245
2.38,33,-0.006682601780476579,0.0006585486005988783,29.12121212121212,4,30,961,0.0001146385967251578,-0.006907293430057889,-0.006457910130895269
2.39,33,-0.006715680053960133,0.0006355448049826387,29.606060606060606,18,30,977,0.00011063414990619886,-0.006932522987776283,-0.006498837120143984
2.4,33,-0.006759891417750671,0.0006420009179219172,29.12121212121212,3,30,961,0.0001117580149132537,-0.006978937126980648,-0.006540845708520694
2.41,34,-0.006752393435907895,0.0006411922941112741,28.764705882352942,1,30,978,0.0001099635712443629,-0.0069679220355468455,-0.006536864836268944
2.42,33,-0.006766160194021629,0.0006252192269818616,29.09090909090909,4,30,960,0.00010883669749143585,-0.006979480121104843,-0.006552840266938415
2.43,33,-0.006768789327333998,0.000640436926092006,29.575757575757574,18,30,976,0.00011148575888156891,-0.006987301414741873,-0.006550277239926123
2.44,33,-0.00680025406006088,0.0006359372334601037,29.060606060606062,3,30,959,0.00011070246293568623,-0.007017230887414825,-0.0065832772327069355
2.45,33,-0.006796495142558659,0.0006360478698860398,29.545454545454547,17,30,975,0.0001107217222653765,-0.007013509718198797,-0.006579480566918521
2.46,33,-0.006862077362102664,0.0006518610586018928,29.12121212121212,4,30,961,0.00011347444509021728,-0.00708448727447949,-0.006639667449725838
2.47,34,-0.00685575603379748,0.0006331351208965708,28.764705882352942,1,30,978,0.00010858177743779317,-0.007068576317575554,-0.006642935750019405
2.48,33,-0.006865577981467091,0.0006320016800923452,29.09090909090909,4,30,960,0.00011001737103053827,-0.007081212028686946,-0.006649943934247236
2.49,33,-0.00686425333815495,0.0006346418669581518,29.575757575757574,18,30,976,0.0001104769685714229,-0.007080788196554939,-0.006647718479754961
2.5,33,-0.006888494547464522,0.0006317055036740335,29.0,2,30,957,0.00010996581333388922,-0.007104027541598945,-0.006672961553330099
