N,M,dataset_id,ref_id,lambda_ref,reference_method,burn,thin,ref_norm,ref_norm_sq,min_margin,mean_margin,ce_ref,err_ref
80,8,0,9,1.0,weight_space_hit_and_run,5000,200,8.901312230871923,79.23335943147009,0.103453243449166,0.6013084469795043,3.5998490772592264,0.0
80,8,1,0,1.0,weight_space_hit_and_run,5000,200,10.789603521322528,116.41554414733548,0.09418165540886218,0.9653282848622609,3.008542037815138,0.0
80,8,1,1,1.0,weight_space_hit_and_run,5000,200,9.107528785608565,82.94708058068863,0.052357131623799666,0.45144837198254356,4.029758903939541,0.0
80,8,1,2,1.0,weight_space_hit_and_run,5000,200,8.214804267832397,67.48300915879737,0.22396060269554774,0.7161154952368438,3.3167626038660627,0.0
80,8,1,3,1.0,weight_space_hit_and_run,5000,200,8.55959179245633,73.26661165348577,0.015909256513888838,0.7654790418391653,3.315630578384579,0.0
80,8,1,4,1.0,weight_space_hit_and_run,5000,200,8.671348214440172,75.19227985607478,0.137975123162689,0.8459342308664264,3.0518399091353565,0.0
80,8,1,5,1.0,weight_space_hit_and_run,5000,200,8.212648231655736,67.44759097691808,0.001813368546991615,0.7190451246960471,3.4649600830083815,0.0
80,8,1,6,1.0,weight_space_hit_and_run,5000,200,8.026436665801608,64.42368555012445,0.0008403119926939771,0.6069663206388797,3.801854133254212,0.0
80,8,1,7,1.0,weight_space_hit_and_run,5000,200,8.463014472487572,71.6226139615341,0.05387913289148058,0.7555219272293792,3.3323515180948067,0.0
80,8,1,8,1.0,weight_space_hit_and_run,5000,200,8.569578824376528,73.4376812272026,0.042616383461102886,0.7062510469947612,3.3499590230404803,0.0
80,8,1,9,1.0,weight_space_hit_and_run,5000,200,8.642827475297741,74.69846676776153,0.19079835024556155,0.8245043885099528,3.1331693486778978,0.0
80,8,2,0,1.0,weight_space_hit_and_run,5000,200,9.444841707573941,89.20503488112823,0.03656116171868153,1.1147122141933306,3.0654175317517627,0.0
80,8,2,1,1.0,weight_space_hit_and_run,5000,200,9.99658258078153,99.93166329438469,0.2101275507589549,0.6476615244622193,3.550152087189577,0.0
80,8,2,2,1.0,weight_space_hit_and_run,5000,200,8.905718230412944,79.31181719950945,0.28546130846180234,0.648620361569508,3.4522744664685514,0.0
80,8,2,3,1.0,weight_space_hit_and_run,5000,200,8.436271625675225,71.17067894217291,0.05247714043829545,0.5233107783561765,3.8514388624039246,0.0
80,8,2,4,1.0,weight_space_hit_and_run,5000,200,9.030689776815402,81.55335784507821,0.030726302466343943,0.7184091670117049,3.4971962953189113,0.0
80,8,2,5,1.0,weight_space_hit_and_run,5000,200,9.089245761515237,82.6143885132227,0.13694253583469698,0.591698070966499,3.6665251121355498,0.0
80,8,2,6,1.0,weight_space_hit_and_run,5000,200,10.014138731680438,100.2829745373423,0.0010519401882061095,1.211891627013934,2.7570964370017657,0.0
80,8,2,7,1.0,weight_space_hit_and_run,5000,200,8.907637113159387,79.3459989397345,0.03437189158411165,0.5192095814455485,4.014502404368583,0.0
80,8,2,8,1.0,weight_space_hit_and_run,5000,200,9.065826128841152,82.18920339837895,0.14092463209627315,0.8169727146258737,3.5083421558521346,0.0
80,8,2,9,1.0,weight_space_hit_and_run,5000,200,10.212433132083428,104.29379047727534,0.00733511217431238,0.8902777817377575,2.979769648191332,0.0
80,8,3,0,1.0,weight_space_hit_and_run,5000,200,8.800724880428938,77.45275842100094,0.10121821085153311,0.5412036171497026,3.7629056041429427,0.0
80,8,3,1,1.0,weight_space_hit_and_run,5000,200,9.45509999892763,89.39891598972125,0.04354241404721063,0.7964540611978321,3.469785237981996,0.0
80,8,3,2,1.0,weight_space_hit_and_run,5000,200,7.942313739879181,63.080347542673636,0.3078288328860825,1.0081688801471835,2.77957980266349,0.0
80,8,3,3,1.0,weight_space_hit_and_run,5000,200,8.689013566391116,75.49895675692886,0.34702883145239516,0.8621136116546271,2.9100674990550948,0.0
80,8,3,4,1.0,weight_space_hit_and_run,5000,200,8.84957953990347,78.31505803307812,0.03643533763189286,0.7925235183785679,3.296174106307945,0.0
80,8,3,5,1.0,weight_space_hit_and_run,5000,200,8.885838718492002,78.95812973105157,0.037826001236274706,0.6407274784371354,3.521303911666883,0.0
80,8,3,6,1.0,weight_space_hit_and_run,5000,200,9.01782278915728,81.32112785664438,0.1293475739922358,0.5086222496306473,3.884851011215977,0.0
80,8,3,7,1.0,weight_space_hit_and_run,5000,200,9.044626698494596,81.80527211512127,0.22406137848380345,1.103890664432098,2.5470111546390775,0.0
80,8,3,8,1.0,weight_space_hit_and_run,5000,200,8.659748475073073,74.99124365153043,0.28296568352908125,0.8554510047576076,2.9831704873429414,0.0
80,8,3,9,1.0,weight_space_hit_and_run,5000,200,8.62757899234866,74.43511926921593,0.07739535728946079,0.46809706149781016,3.957806417243357,0.0
80,8,4,0,1.0,weight_space_hit_and_run,5000,200,9.241094707536865,85.39783139366587,0.0064765979320779675,1.0147504011855437,2.8153935254551525,0.0
80,8,4,1,1.0,weight_space_hit_and_run,5000,200,9.242793356539506,85.42922903169082,0.32885653825416244,0.9568077241092079,2.9459998308833164,0.0
80,8,4,2,1.0,weight_space_hit_and_run,5000,200,9.160678641930552,83.91803318072259,0.381463953075719,1.360374237437077,2.0643291488287647,0.0
80,8,4,3,1.0,weight_space_hit_and_run,5000,200,8.358931174746955,69.8717303841565,0.022000989267610172,0.2518376147448713,4.713334425540754,0.0
80,8,4,4,1.0,weight_space_hit_and_run,5000,200,8.990300401615555,80.8255013112888,0.139158946043314,0.8298484379742592,3.179015088059443,0.0
