beta,radius,claim,finite_derivative_ref_count,finite_derivative_ref_min,coverage_pass,split_derivative_pass,max_split_dlogZ_dr_per_P_diff,max_split_dlogZ_dr_per_P_diff_allowed,bootstrap_pass,bootstrap_sd_dphi_full_dr,bootstrap_sd_dphi_full_dr_max,ce_replay_pass,ce_replay_max_abs_diff,ce_replay_max_abs_diff_allowed,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_energy_dr,dphi_entropic_dr,dphi_full_dr
0.38,0.8,pass,100,100,True,True,0.00015913501439919863,0.004,True,1.3129386025072714e-05,0.012,True,0.0,0.001,-3.3098312594552954,0.35855432606384235,-0.001300523088194615,1.2495088408644401,1.2482083177762455
0.38,0.9,pass,100,100,True,True,0.00015747135473469478,0.004,True,1.2972460398032012e-05,0.012,True,0.0,0.001,-3.2305522335560948,0.32341351333531215,-0.001269372193931668,1.1106745252128356,1.109405153018904
0.38,1.0,pass,100,100,True,True,0.00018998807043344145,0.004,True,1.1256755102125118e-05,0.012,True,0.0,0.001,-3.1750647116315425,0.2868431102878637,-0.0012475696312894077,0.999607072691552,0.9983595030602627
0.38,1.1,pass,100,100,True,True,0.00014550930858327261,0.004,True,9.424337328951798e-06,0.012,True,0.0,0.001,-3.1153505424428456,0.2516952519089759,-0.0012241063035138883,0.9087337024468655,0.9075095961433516
0.38,1.2,pass,100,100,True,True,0.0002081565497074912,0.004,True,9.134082615909098e-06,0.012,True,0.0,0.001,-3.1002275922949996,0.23605172553384776,-0.0012181640834165028,0.8330058939096268,0.8317877298262103
0.38,1.3,pass,100,100,True,True,0.00022554550530773384,0.004,True,7.699560426922424e-06,0.012,True,0.0,0.001,-3.067140343656844,0.1938176713813801,-0.0012051631998651648,0.7689285174550401,0.7677233542551749
0.38,1.4,pass,100,100,True,True,0.0002735483534678294,0.004,True,6.599714618873533e-06,0.012,True,0.0,0.001,-3.093576624003876,0.1769705830478647,-0.001215550736347299,0.7140050519225372,0.7127895011861899
0.38,1.5,pass,100,100,True,True,0.00014882313330050745,0.004,True,6.31474852698296e-06,0.012,True,0.0,0.001,-3.12732594202688,0.16767033906527237,-0.0012288117650400313,0.6664047151277014,0.6651759033626613
0.38,1.6,pass,100,100,True,True,0.00016189160290694496,0.004,True,5.828588684950334e-06,0.012,True,0.0,0.001,-3.1574188346463194,0.15024667713704273,-0.0012406360843404006,0.6247544204322201,0.6235137843478796
0.38,1.7,pass,100,100,True,True,0.00017700848354776846,0.004,True,6.302372171183839e-06,0.012,True,0.0,0.001,-3.199202799159474,0.14853931247545793,-0.0012570541450528385,0.5880041604067954,0.5867471062617425
0.38,1.8,pass,100,100,True,True,0.0001617166867668977,0.004,True,5.532496988715198e-06,0.012,True,0.0,0.001,-3.282685087888026,0.13849436376530153,-0.001289856616066022,0.5553372626064178,0.5540474059903517
0.38,1.9,pass,100,100,True,True,0.000171421396158665,0.004,True,5.30818456250623e-06,0.012,True,0.0,0.001,-3.3423523847202135,0.13790436061101846,-0.0013133015264126576,0.5261089856271327,0.5247956841007201
0.38,2.0,pass,100,100,True,True,0.00020455063647471436,0.004,True,4.678790074130619e-06,0.012,True,0.0,0.001,-3.4142679989245064,0.12149899480474867,-0.0013415591351373306,0.499803536345776,0.4984619772106387
0.38,2.1,pass,100,100,True,True,0.0001520072325108104,0.004,True,5.014422784782879e-06,0.012,True,0.0,0.001,-3.4768692591859156,0.1281953307335606,-0.001366156879837295,0.4760033679483581,0.4746372110685208
0.38,2.2,pass,100,100,True,True,0.0001358140451022596,0.004,True,5.141615333999918e-06,0.012,True,0.0,0.001,-3.5746533246894683,0.12516569572151584,-0.0014045789095047027,0.45436685122343273,0.45296227231392805
0.38,2.3,pass,100,100,True,True,0.00015029920066440152,0.004,True,4.7278717662305034e-06,0.012,True,0.0,0.001,-3.6499765299749924,0.12332372111347874,-0.0014341754538212152,0.4346117707354574,0.4331775952816362
0.38,2.4,pass,100,100,True,True,0.00013195500923597319,0.004,True,4.539003479082342e-06,0.012,True,0.0,0.001,-3.727455695762245,0.11985917756061654,-0.0014646191338947919,0.4165029469548134,0.4150383278209186
0.38,2.5,pass,100,100,True,True,0.00016548009813992836,0.004,True,4.593823549037792e-06,0.012,True,0.0,0.001,-3.8027068027051025,0.1110691038299264,-0.0014941873488035766,0.39984282907662083,0.39834864172781725
0.38,2.6,pass,100,100,True,True,0.00012268933960521994,0.004,True,4.519463302474323e-06,0.012,True,0.0,0.001,-3.8892984702272866,0.11226387599368164,-0.0015282115796570871,0.38446425872752005,0.38293604714786295
0.38,2.7,pass,100,100,True,True,0.00014494899125631753,0.004,True,4.519620437604185e-06,0.012,True,0.0,0.001,-3.978009861965808,0.1162863464797037,-0.001563068708041575,0.3702248417376119,0.3686617730295703
0.38,2.8,pass,100,100,True,True,0.00013859125950104866,0.004,True,4.634081302789558e-06,0.012,True,0.0,0.001,-4.052911632913103,0.11258078499678703,-0.0015924996592978794,0.3570025259612686,0.3554100263019707
0.38,2.9,pass,100,100,True,True,0.00014195291562799152,0.004,True,4.347865277203315e-06,0.012,True,0.0,0.001,-4.134631838894711,0.1148300835005725,-0.0016246097598800436,0.3446920940315697,0.34306748427168965
0.38,3.0,pass,100,100,True,True,0.00011671635043885498,0.004,True,4.7727178272337375e-06,0.012,True,0.0,0.001,-4.229449468116304,0.11799764653938148,-0.0016618661957234985,0.3332023575638507,0.3315404913681272
