run,beta,radius,dataset_count,dphi_full_dr,dphi_full_dr_sem,dphi_energy_dr,dphi_energy_dr_sem,dphi_entropic_dr
30 dataset,0.05,1.91,30,0.5213359489707977,2.5667142400241016e-05,-0.0020185393493866916,2.5667142400241016e-05,0.5233544883201844
30 dataset,0.05,1.92,30,0.518610415915992,2.28374706447862e-05,-0.0020182677775248095,2.28374706447862e-05,0.5206286836935168
30 dataset,0.05,1.93,30,0.5159297594011133,2.511993279023929e-05,-0.0020013663458049,2.511993279023929e-05,0.5179311257469182
30 dataset,0.05,1.94,30,0.5132433351779955,2.2578745366541918e-05,-0.002018042498062269,2.2578745366541918e-05,0.5152613776760577
30 dataset,0.05,1.95,30,0.5106191042324012,2.233332203790322e-05,-0.001999907404292111,2.233332203790322e-05,0.5126190116366933
30 dataset,0.05,1.96,30,0.5080169604085473,2.1695891858557226e-05,-0.001986648107550794,2.1695891858557226e-05,0.510003608516098
30 dataset,0.05,1.97,30,0.5054293519840741,2.151322662910167e-05,-0.001985405727373762,2.151322662910167e-05,0.5074147577114478
30 dataset,0.05,1.98,30,0.5028783446879531,2.0827550446589218e-05,-0.0019737122269721423,2.0827550446589218e-05,0.5048520569149253
30 dataset,0.05,1.99,30,0.5003351346092448,2.211175674411563e-05,-0.0019799772960576523,2.211175674411563e-05,0.5023151119053025
30 dataset,0.05,2.0,30,0.4978282820234252,2.213581525698357e-05,-0.001975254322350812,2.213581525698357e-05,0.499803536345776
30 dataset,0.05,2.01,30,0.4953311247019273,2.5011797656637923e-05,-0.001985826885909564,2.5011797656637923e-05,0.49731695158783684
30 dataset,0.05,2.02,30,0.4929000499803931,2.2394676202719205e-05,-0.0019549365005733415,2.2394676202719205e-05,0.49485498648096643
30 dataset,0.05,2.03,30,0.4904591627647927,2.0029715917148542e-05,-0.0019581144231640914,2.0029715917148542e-05,0.49241727718795675
30 dataset,0.05,2.04,30,0.48806316426541096,2.107848496841366e-05,-0.0019403027402517979,2.107848496841366e-05,0.4900034670056628
30 dataset,0.05,2.05,30,0.4856722756294083,2.1369208556075308e-05,-0.0019409305615927088,2.1369208556075308e-05,0.487613206191001
30 dataset,0.05,2.06,30,0.48331925363798156,1.996052341273123e-05,-0.0019268981540340262,1.996052341273123e-05,0.4852461517920156
30 dataset,0.05,2.07,30,0.48096472049785444,2.2105780723892425e-05,-0.0019372469859871772,2.2105780723892425e-05,0.4829019674838416
30 dataset,0.05,2.08,30,0.4786525823231008,2.3026556673500674e-05,-0.0019277410862991744,2.3026556673500674e-05,0.4805803234094
